100 |50 |0 | |0+ |1.16 S 20
101 |50 |0.0 | |(5/2+) |1.7 S 3
101 |50 |171.7 |6 |(7/2+) |
102 |50 |0.0 | |0+ |3.8 S 2
102 |50 |0+X | | |
102 |50 |1472 | |(2+) |
102 |50 |1969 | |(4+) |
102 |50 |1969+Y | |(6+) |0.8 US 3
103 |50 |0.0 | |(5/2+) |7.0 S 2
103 |50 |168.0 |1 |(7/2+) |
103 |50 |1197.2 |4 | |
103 |50 |1486.2 |3 |(11/2+) |
103 |50 |1775.4 |4 | |
103 |50 |1784.6 |4 |(13/2+) |
104 |50 |0.0 | |0+ |20.8 S 5
104 |50 |1260.1 |3 |2+ |
104 |50 |1942.7 |5 |4+ |
104 |50 |2257.2 |6 |(6+) |1.5 NS 5
104 |50 |3440.2 |6 |8+ |14 PS LT
104 |50 |3980.2 |7 |10+ |104 PS 14
104 |50 |4721.7 |5 |(9-) |5.5 PS LT
104 |50 |5838.9 |4 |(11-) |
104 |50 |6033.4 |4 |(11-) |
104 |50 |6084.5 |5 |(11-) |0.7 PS 3
104 |50 |6431.5 |9 |(13-) |44 PS 7
104 |50 |6469.5 |4 |(13-) |36 PS 8
104 |50 |6581.0 |6 |(12-) |1 PS LE
104 |50 |6854.0 |4 |(14-) |
104 |50 |7125.1 |6 |(13-) |
104 |50 |7997.6 |5 | |
104 |50 |8443 | | |
104 |50 |8990 | | |
104 |50 |9587 | | |
104 |50 |9998 | | |
105 |50 |0 | |(5/2+) |34 S 1
105 |50 |199.7 |3 |(7/2+) |0.33 NS 8
105 |50 |1194.0 |4 |(9/2+) |
105 |50 |1393.8 |4 |(11/2+) |
105 |50 |1848.7 |4 |(13/2+) |
105 |50 |1915.6 |7 |(13/2+) |
105 |50 |2030.7 |5 |(15/2+) |
105 |50 |2167.0 |6 |(15/2+) |
105 |50 |2203.5 |5 |(17/2+) |0.38 NS 5
105 |50 |3012.9 |6 |(19/2+) |
105 |50 |3283.8 |6 |(21/2+) |
105 |50 |3427.0 |7 |(17/2+) |
105 |50 |3755.2 |9 |(19/2+) |
105 |50 |3831.5 |12 |(21/2+) |
105 |50 |4082.7 |8 |(21/2+) |
