73 |38 |0 | | |25 MS GT
74 |38 |0.0 | |0+ |27 MS 8
74 |38 |471 |1 |(2+) |
74 |38 |1043 |2 |(4+) |
75 |38 |0.0 | |(3/2-) |88 MS 3
76 |38 |0.0 | |0+ |7.89 S 7
76 |38 |262.3 |2 |(2+) |
76 |38 |746.7 |3 |(4+) |
76 |38 |1446.3 |4 |(6+) |
76 |38 |2340.5 |4 |(8+) |
76 |38 |3409.5 |11 |(10+) |
76 |38 |4629.5 |15 |(12+) |
76 |38 |5978.5 |18 |(14+) |
76 |38 |7426.6 |21 |(16+) |
76 |38 |8943.6 |23 |(18+) |
76 |38 |10536.6 |25 |(20+) |
76 |38 |12276.6 |27 |(22+) |
76 |38 |14229.6 |29 |(24+) |
77 |38 |0 | |5/2(+) |9.0 S 2
77 |38 |186.0 |7 |(7/2+) |
77 |38 |418.2 |7 |(9/2+) |
77 |38 |612.8 |8 |(3/2-) |
77 |38 |725.9 |9 |(11/2+) |
77 |38 |780.8 |9 |(5/2-) |
77 |38 |1010.6 |9 |(7/2-) |
77 |38 |1051.7 |10 |(13/2+) |
77 |38 |1289.9 |10 |(9/2-) |
77 |38 |1480.7 |11 |(15/2+) |
77 |38 |1627.2 |11 |(11/2-) |
77 |38 |1883.9 |12 |(17/2+) |
77 |38 |1999.1 |12 |(13/2-) |
77 |38 |2432.2 |13 |(19/2+) |
77 |38 |2437.1 |13 |(15/2-) |
77 |38 |2891.1 |14 |(17/2-) |
77 |38 |2894.0 |14 |(21/2+) |
77 |38 |3424.1 |15 |(19/2-) |
77 |38 |3561.5 |14 |(23/2+) |
77 |38 |3950.1 |17 |(21/2-) |
77 |38 |4050.2 |15 |(25/2+) |
77 |38 |4567.1 |18 |(23/2-) |
77 |38 |4770.5 |18 |(27/2+) |
77 |38 |5152.1 |20 |(25/2-) |
77 |38 |5315.2 |18 |(29/2+) |
77 |38 |5840.1 |21 |(27/2-) |
77 |38 |6208.5 |20 |(31/2+) |
77 |38 |6518.1 |22 |(29/2-) |
77 |38 |6678.2 |21 |(33/2+) |
77 |38 |8183.3 |23 |(37/2+) |
77 |38 |9882 |3 |(41/2+) |
77 |38 |11797 |3 |(45/2+) |
77 |38 |13943 |3 |(49/2+) |
78 |38 |0.0 | |0+ |160 S 8
78 |38 |277.60 |10 |2+ |155 PS 19
78 |38 |780.80 |15 |4+ |5.1 PS 5
78 |38 |1477.6 |10 | |
78 |38 |1493.19 |25 |6+ |
78 |38 |1903.3 |8 | |
78 |38 |2243.6 |15 | |
78 |38 |2310.5 |8 |(3-) |
78 |38 |2388.4 |4 |8+ |
78 |38 |2537.1 |8 |(4-) |
78 |38 |2606.0 |5 |(4-) |
78 |38 |2712.0 |12 |(5-) |
78 |38 |2860.1 |5 |(5-) |
78 |38 |3080.1 |6 |(6-) |
78 |38 |3138.9 |8 |(6-) |
78 |38 |3173.1 |6 |(6-) |
78 |38 |3230.6 |18 | |
78 |38 |3385.0 |9 |(7-) |
78 |38 |3446.2 |4 |10+ |
78 |38 |3525.6 |6 |(7-) |
78 |38 |3927.3 |10 |(8-) |
78 |38 |3963.9 |9 |(8-) |
78 |38 |4251.1 |9 |(9-) |
78 |38 |4400.6 |12 |(9-) |
78 |38 |4657.5 |5 |12+ |
78 |38 |4883.3 |11 |(10-) |
78 |38 |5281.1 |11 |(11-) |
78 |38 |5468.6 |16 |(11-) |
78 |38 |5982.0 |12 |(12-) |
78 |38 |6025.4 |7 |14+ |
78 |38 |6035.8 |9 |(14+) |
78 |38 |6436.3 |12 |(13-) |
78 |38 |7190 |2 |(14-) |
78 |38 |7559.1 |8 |16+ |
78 |38 |7671.3 |14 |(15-) |
78 |38 |8474 |2 |(16-) |
78 |38 |8987 |2 |(17-) |
78 |38 |9253.8 |9 |18+ |
78 |38 |9870 |3 |(18-) |
78 |38 |10448 |2 |(19-) |
78 |38 |10995 |1 |(20+) |
78 |38 |11195 |1 |(20+) |
78 |38 |11428 |4 |(20-) |
78 |38 |12109 |3 |(21-) |
78 |38 |12981 |2 |(22+) |
78 |38 |13294 |2 |(22+) |
78 |38 |15233 |4 |(24+) |
78 |38 |17764 |6 |(26+) |
79 |38 |0.0 | |3/2(-) |2.25 M 10
79 |38 |159.24 |5 |(5/2-) |46 PS 5
79 |38 |177.30 |6 |(5/2+) |20 NS 1
79 |38 |329.86 |8 |(7/2+) |107 PS 6
79 |38 |381.10 |6 |7/2(-) |11.7 PS 15
79 |38 |499.13 |8 |(9/2+) |30 PS 4
79 |38 |649.15 |7 |(9/2-) |3.1 PS 5
79 |38 |914.44 |10 |(11/2+) |1.80 PS 21
79 |38 |982.46 |8 |(11/2-) |1.06 PS 18
79 |38 |1179.43 |10 |(13/2+) |1.18 PS 21
79 |38 |1283.3 |10 | |
79 |38 |1339.21 |10 |(13/2-) |0.92 PS 18
79 |38 |1729.77 |18 |(15/2+) |0.7 PS LT
79 |38 |1774.08 |20 |(15/2-) |0.97 PS 7
79 |38 |2064.93 |22 |(17/2+) |0.48 PS +5-7
79 |38 |2203.05 |22 |(17/2-) |0.62 PS 10
79 |38 |2728.8 |3 |(19/2+) |
79 |38 |2729.15 |25 |(19/2-) |
79 |38 |3129.2 |4 |(21/2+) |0.36 PS 7
79 |38 |3215.7 |3 |(21/2-) |0.4 PS LT
79 |38 |3832.3 |4 |(23/2-) |
79 |38 |3873.5 |6 |(23/2+) |
79 |38 |4304.4 |6 |(25/2+) |0.21 PS LT
79 |38 |4368.3 |6 |(25/2-) |
79 |38 |5086.0 |7 |(27/2-) |
79 |38 |5479.6 |8 |(29/2+) |
79 |38 |5671.4 |8 |(29/2-) |
79 |38 |6734.5 |12 |(33/2+) |
79 |38 |7139.6 |11 |(33/2-) |
79 |38 |8174.9 |13 |(37/2+) |
80 |38 |0.0 | |0+ |106.3 M 15
80 |38 |385.88 |8 |2+ |34.2 PS 12
80 |38 |980.68 |10 |4+ |2.90 PS 14
80 |38 |1.00E3 |10 |(0+) |
80 |38 |1142.13 |8 |(2+) |
80 |38 |1571.06 |10 |(3+) |
80 |38 |1653.58 |12 |(2+) |
80 |38 |1763.58 |19 |6+ |0.56 PS 6
80 |38 |1832.55 |10 |(4+) |
80 |38 |2296.35 |14 |(5+) |
80 |38 |2301.13 |13 |(3,4+) |
80 |38 |2418.86 |12 |(3,4+) |
80 |38 |2492.54 |13 |(0,1,2) |
80 |38 |2641.81 |19 |(6+) |
80 |38 |2700.42 |24 |(8+) |0.28 PS 3
80 |38 |2836.22 |22 |(4) |
80 |38 |2898.10 |21 |(5) |
80 |38 |2958.27 |19 |(3,4,5+) |
80 |38 |3048.06 |25 |(5-) |
80 |38 |3058.07 |17 |(3,4,5+) |
80 |38 |3094.6 |4 |(3,4,5+) |
