# Calibration of CsI Rings 1-10 for Z>1 for Ta+Zn 39AMeV (simplified Parlog functional)
#    - this is the 5th campaign calibration with gain parameter a1
#      adjusted to fit data from E613.
#    - RING 1:
#      Uses fragments with Z=6,8,10,12 identified in Si-CsI maps.
#      E_CsI calculated from dE_Si for dE_Si>5 MeV
#      CsI with no calibrated Silicon detector are excluded,
#      as are detectors 0106, 0108
#      for which data did not permit a good fit with the simplified Parlog functional.
#    - RINGS 2-10:
#      the gain adjustment is obtained from the global scaling factor S_XY
#      used to adapt the 5th campaign grids to E613 R-L maps
   1   2   3.69983   0.407792   6   0.385
   1   3   4.67519   0.443497   6   0.385
   1   4   4.36235   0.391901   6   0.385
   1   7   3.97862   0.406455   6   0.385
   1   9   3.75543   0.34448   6   0.385
   1   10   3.69257   0.355178   6   0.385
   1   11   3.98745   0.66469   6   0.385
   2   1   6.62163   0.432352   6   0.385
   2   3   7.36415   0.501573   6   0.385
   2   5   6.63257   0.48877   6.00062   0.385
   2   7   9.95624   0.521577   6   0.385
   2   9   19.2602   0.451704   6   0.385
   2   11   10.8968   0.506301   6.01   0.385
   2   13   7.23922   0.473034   6   0.385
   2   15   11.59   0.4491   6   0.385
   2   17   14.0944   0.405095   6   0.385
   2   19   17.793   0.493579   6   0.385
   2   21   13.2741   0.545966   6.00986   0.385
   2   23   9.25275   0.295306   6   0.385
   3   1   19.0379   0.478223   6   0.385
   3   2   8.06163   0.486802   6   0.385
   3   3   10.426   0.410298   6.01   0.385
   3   4   5.3976   0.471692   6.01   0.385
   3   6   14.6712   0.514092   6   0.385
   3   7   13.7638   0.436318   6   0.385
   3   8   10.6045   0.511471   6   0.385
   3   10   6.3433   0.495303   6   0.385
   3   11   15.9863   0.464453   6   0.385
   3   12   13.6795   0.457692   6   0.385
   3   13   17.5954   0.52582   6   0.385
   3   14   12.0895   0.498805   6   0.385
   3   15   11.6523   0.372827   6   0.385
   3   17   9.29616   0.397483   6   0.385
   3   19   15.5328   0.397794   6   0.385
   3   20   11.3836   0.433843   6   0.385
   3   21   12.8374   0.416118   6.01   0.385
   3   22   13.1485   0.508536   6   0.385
   3   23   16.8428   0.422275   6   0.385
   3   24   12.2735   0.431861   6   0.385
   4   1   11.0238   0.4456   6   0.385
   4   2   12.0327   0.415305   6   0.385
   4   4   8.32632   0.379933   6   0.385
   4   5   5.59163   0.574472   6   0.385
   4   6   7.16922   0.526824   6.00998   0.385
   4   7   8.50223   0.596696   6   0.385
   4   8   9.67803   0.559582   6   0.385
   4   9   9.29474   0.531975   6   0.385
   4   10   10.6353   0.51192   6   0.385
   4   11   11.9861   0.561749   6   0.385
   4   12   8.68829   0.542344   6   0.385
   4   13   11.7933   0.454133   6   0.385
   4   14   10.4195   0.52445   6   0.385
   4   15   8.6356   0.500488   6   0.385
   4   17   10.2297   0.410205   6   0.385
   4   18   10.4583   0.490611   6   0.385
   4   19   9.54262   0.455934   6   0.385
   4   20   6.45362   0.461668   6   0.385
   4   21   10.5699   0.441546   6   0.385
   4   22   10.7163   0.431511   6   0.385
   4   23   14.4222   0.441234   6   0.385
   4   24   10.7387   0.447993   6   0.385
   5   1   18.5681   0.294923   6.00903   0.385
   5   3   12.4718   0.429471   6.00999   0.385
   5   4   17.4907   0.349833   6   0.385
   5   5   8.77882   0.490935   6.00992   0.385
   5   6   12.0857   0.34513   6   0.385
   5   7   11.966   0.851298   6   0.385
   5   8   13.9215   0.35481   6.00984   0.385
   5   9   12.9998   0.495421   6.00995   0.385
   5   10   15.388   0.375256   6.00991   0.385
   5   11   15.308   0.572245   6   0.385
   5   12   13.6996   0.407434   6.00998   0.385
   5   13   8.70644   0.369148   6   0.385
   5   14   11.6985   0.829596   6   0.385
   5   15   10.6106   0.313847   6.00999   0.385
   5   16   9.5533   0.336069   6   0.385
   5   17   12.0006   0.911893   6   0.385
   5   18   12.3249   0.447267   6   0.385
   5   19   12.0802   0.293766   6   0.385
   5   20   11.4512   0.437193   6   0.385
   5   21   13.4537   0.248139   6   0.385
   5   22   12.5607   0.424648   6   0.385
   5   23   14.8879   0.305756   6.00998   0.385
   5   24   11.4017   0.314747   6.00995   0.385
   6   1   25.1027   0.4174   6.01   0.385
   6   2   22.8136   0.258533   6.01   0.385
   6   3   31.753   0.337552   6.01   0.385
   6   4   23.4955   0.434404   6.01   0.385
   6   5   20.342   0.47471   6.01   0.385
   6   6   21.6525   0.277784   6.01   0.385
   6   7   19.5618   0.383114   6.01   0.385
   6   8   19.7699   0.326834   6.01   0.385
   6   9   25.7546   1.23509   6.01   0.385
   6   10   23.2576   0.289042   6.01   0.385
   6   11   12.7367   0.470044   6.01   0.385
   6   12   21.7032   0.459115   6.00972   0.385
   6   13   17.8881   0.453778   6.00968   0.385
   6   14   16.1841   0.542616   6.01   0.385
   6   15   19.1328   0.483941   6.01   0.385
   6   16   26.7252   0.311821   6.01   0.385
   6   17   21.5935   0.289132   6.01   0.385
   6   18   22.8804   0.350352   6.00987   0.385
   6   19   26.0833   0.448926   6.00999   0.385
   6   20   23.0861   0.478397   6.01   0.385
   6   21   23.107   0.425273   6.01   0.385
   6   22   22.5407   0.340291   6.01   0.385
   6   23   18.9209   0.380293   6.01   0.385
   6   24   23.7748   0.23813   6.0093   0.385
   7   1   30.9506   0.347654   6.01   0.385
   7   2   21.6139   0.323315   6.00999   0.385
   7   3   25.1671   0.246661   6.00966   0.385
   7   4   23.0208   0.851677   6.01   0.385
   7   5   27.4744   0.465638   6.01   0.385
   7   6   25.1272   0.52251   6.01   0.385
   7   7   20.911   0.325717   6.00999   0.385
   7   8   18.0752   0.277491   6.01   0.385
   7   9   19.2845   0.303456   6.01   0.385
   7   10   19.0567   0.3578   6.01   0.385
   7   11   21.5549   0.273996   6.00999   0.385
   7   12   19.8275   0.450758   6.01   0.385
   7   13   22.3128   0.482846   6.01   0.385
   7   14   28.2743   0.415158   6.01   0.385
   7   15   24.6228   0.263771   6.00997   0.385
   7   16   18.4068   0.240041   6.01   0.385
   7   17   22.6652   0.407508   6.00992   0.385
   7   18   22.4614   0.365303   6.01   0.385
   7   19   21.8999   0.242501   6.01   0.385
   7   20   19.6908   0.237701   6.01   0.385
   7   21   23.6227   0.322346   6.01   0.385
   7   22   22.1333   0.400746   6.01   0.385
   7   23   26.9785   0.370891   6.00999   0.385
   7   24   28.4987   0.240836   6.00996   0.385
   8   1   24.1555   0.290788   6.01   0.385
   8   2   24.9972   0.211438   6.00998   0.385
   8   3   27.9964   0.30319   6.00963   0.385
   8   4   26.3119   0.366301   6.01   0.385
   8   5   32.989   0.25493   6.01   0.385
   8   6   27.5945   0.226205   6.01   0.385
   8   7   27.6205   0.438994   6.00997   0.385
   8   8   26.3765   0.278191   6.00994   0.385
   8   9   27.74   0.360745   6.00992   0.385
   8   10   24.9975   0.265524   6.00999   0.385
