#System: 40Ar sans cible 12.7 AMeV // from_run to_run brho theta
 41  42 1.1434 0
 43  44 1.1497 0
 45  45 1.2073 0
 46  46 1.2305 0

#System : 40Ar + 60Ni 12.7 AMeV   // from_run to_run brho theta
 80  94 0.753 0
 95 106 0.693 0	
107 115	0.638 0
116	123	0.587 0
124	126	0.540 0
127	145	0.818 0
146	159	0.753 0

#System : 40Ar + 64Ni 12.7 AMeV
160	170 0.753 0
171	175	0.693 0
176	178	0.638 0
179	181	0.587 0
182	184	0.540 0					
185	191	0.638 4
192	195	0.693 4
196	199	0.753 4

#System : 40Ar + 60Ni 12.7 AMeV
200	204	0.638 4
205	206	0.638 8

#System : 40Ar + 64Ni 12.7 AMeV
207 208	0.638 8
209 209	0.693 8
210	216 0.753 8

#System : 40Ar + 60Ni 12.7 AMeV
217	218	0.693 8	
219	221	0.693 4
222	222 0.753 4

#System : 40Ar + 64Ni 12.7 AMeV
223	225	0.638 4
226	231	0.638 1.5

#System : 40Ar (+ Au ?) 12.36 AMeV
258	261     1.129  0

#System : 34Ar + 58Ni 13.5 AMeV
282	289	0.638 0
290	294	0.638 0
295	299	0.542 0
300	302	0.587 0					
303	317	0.587 2
318	321	0.542 2
322	326	0.542 2
327	336	0.638 2	

#System : 36Ar + 58Ni 13.3 AMeV
337	341	0.693 0
383	391	0.638 0
392	411	0.753 0
					
#System : 36Ar + 60Ni 13.3 AMeV
412	435	0.753 0	
					
#System : 36Ar + 58Ni 13.3 AMeV
436	438	0.587 0
439	442	0.638 0
					
#System : 36Ar + 60Ni 13.3 AMeV
443	450	0.638 0
451	468	0.693 0
469	471	0.693 4
472	474	0.638 4
475	476	0.753 4
477	478	0.753 4
					
#System : 36Ar + 58Ni 13.3 AMeV
479	481	0.753 4
482	485	0.693 4
486	490	0.638 4
491	492	0.638 8
493	494	0.693 8
495	495 0.753 8
496	496 0.587 8
					
#System : 36Ar + 60Ni 13.3 AMeV
497	497 0.753 8
498	498 0.693 8
500	500 0.638 8
503	503 0.587 8
506	506 0.587 4
510	515	0.587 4
	
#System : 36Ar + 58Ni 13.3 AMeV
516	526 0.587 4
527	532	0.638 0

