######## Name of Calibrator
<NAME> Piedestal
######## List of runs where the following parameters
######## are valid. If it is 0 it means that the entire run range
######## of the dataset is concerned
######## You can define any run range number as you need
<RUNLIST> 2-68 70 90
######## Following columns
## Name of the Detector Signal FunctionDefinition:Parameters
<ITEM> SI_0622_PG pol0 23.0314
<ITEM> CSI_0622_R pol0 18.4492
<ITEM> CSI_0622_L pol0 29.5072
<ITEM> SI_0623_GG pol0 62.2685
<ITEM> SI_0623_PG pol0 21.1732
<ITEM> CSI_0623_R pol0 18.7355
<ITEM> CSI_0623_L pol0 31.2309
<ITEM> SI_0624_GG pol0 60.4624
<ITEM> SI_0624_PG pol0 22.4584
<ITEM> CSI_0624_R pol0 18.0309
<ITEM> CSI_0624_L pol0 31.3007
<ITEM> SI_0701_GG pol0 84.0446
<ITEM> SI_0701_PG pol0 22.2256
<ITEM> CSI_0701_R pol0 16.5447
<ITEM> CSI_0701_L pol0 32.4788
<ITEM> SI_0702_GG pol0 73.6669
<ITEM> SI_0702_PG pol0 25.7516
<ITEM> CSI_0702_R pol0 21.5819
<ITEM> CSI_0702_L pol0 37.8751
<ITEM> SI_0703_GG pol0 77.3847
<ITEM> SI_0703_PG pol0 25.2764
<ITEM> CSI_0703_R pol0 24.5605
<ITEM> CSI_0703_L pol0 39.8218
<ITEM> SI_0704_GG pol0 69.1221
<ITEM> SI_0704_PG pol0 23.5472
<ITEM> CSI_0704_R pol0 25.2996
<ITEM> CSI_0704_L pol0 39.3767
<ITEM> SI_0705_GG pol0 70.8547
<ITEM> SI_0705_PG pol0 22.8411
<ITEM> CSI_0705_R pol0 21.3496
<ITEM> CSI_0705_L pol0 35.5701
<ITEM> SI_0706_GG pol0 71.6278
<ITEM> SI_0706_PG pol0 24.6689
<ITEM> CSI_0706_R pol0 26.1221
<ITEM> CSI_0706_L pol0 42.3957
<ITEM> SI_0707_GG pol0 63.2823
<ITEM> SI_0707_PG pol0 24.8539
<ITEM> CSI_0707_R pol0 24.2794
<ITEM> CSI_0707_L pol0 38.7482
<ITEM> SI_0708_GG pol0 72.1774
<ITEM> SI_0708_PG pol0 24.8246
<ITEM> CSI_0708_R pol0 24.2793
<ITEM> CSI_0708_L pol0 39.2804
<ITEM> SI_0709_GG pol0 77.1836
<ITEM> SI_0709_PG pol0 78.0685
<ITEM> CSI_0709_R pol0 22.3599
<ITEM> CSI_0709_L pol0 39.3296
<ITEM> SI_0710_GG pol0 79.0796
<ITEM> SI_0710_PG pol0 76.7339
<ITEM> CSI_0710_R pol0 22.8157
<ITEM> CSI_0710_L pol0 36.8771
<ITEM> SI_0711_GG pol0 75.7528
<ITEM> SI_0711_PG pol0 75.9982
<ITEM> CSI_0711_R pol0 23.2977
<ITEM> CSI_0711_L pol0 39.0157
<ITEM> SI_0712_GG pol0 71.6214
<ITEM> SI_0712_PG pol0 76.7297
<ITEM> CSI_0712_R pol0 18.4708
<ITEM> CSI_0712_L pol0 33.9705
<ITEM> SI_0713_GG pol0 74.6742
<ITEM> SI_0713_PG pol0 76.4571
<ITEM> CSI_0713_R pol0 19.3111
<ITEM> CSI_0713_L pol0 35.4987
<ITEM> SI_0714_GG pol0 80.7105
<ITEM> SI_0714_PG pol0 77.7614
<ITEM> CSI_0714_R pol0 16.9333
<ITEM> CSI_0714_L pol0 31.7151
<ITEM> SI_0715_GG pol0 85.0518
<ITEM> SI_0715_PG pol0 75.6242
<ITEM> CSI_0715_R pol0 17.455
<ITEM> CSI_0715_L pol0 34.9807
<ITEM> SI_0716_GG pol0 92.8363
<ITEM> SI_0716_PG pol0 76.1051
<ITEM> CSI_0716_R pol0 17.5643
<ITEM> CSI_0716_L pol0 33.4993
<ITEM> SI_0717_GG pol0 93.1887
<ITEM> SI_0717_PG pol0 77.0885
<ITEM> CSI_0717_R pol0 16.9004
<ITEM> CSI_0717_L pol0 32.8301
<ITEM> SI_0718_GG pol0 104.881
<ITEM> SI_0718_PG pol0 79.1417
<ITEM> CSI_0718_R pol0 19.1128
<ITEM> CSI_0718_L pol0 34.3206
<ITEM> SI_0719_GG pol0 99.2176
<ITEM> SI_0719_PG pol0 76.1136
<ITEM> CSI_0719_R pol0 15.6209
<ITEM> CSI_0719_L pol0 29.7555
<ITEM> SI_0720_GG pol0 71.1121
<ITEM> SI_0720_PG pol0 71.9088
<ITEM> CSI_0720_R pol0 17.1431
<ITEM> CSI_0720_L pol0 31.3373
<ITEM> SI_0721_GG pol0 83.3007
<ITEM> SI_0721_PG pol0 76.1213
<ITEM> CSI_0721_R pol0 10.2398
<ITEM> CSI_0721_L pol0 23.5734
<ITEM> SI_0722_GG pol0 81.1464
<ITEM> SI_0722_PG pol0 77.2429
<ITEM> CSI_0722_R pol0 13.5831
<ITEM> CSI_0722_L pol0 26.5632
<ITEM> SI_0723_GG pol0 89.0004
<ITEM> SI_0723_PG pol0 77.2244
<ITEM> CSI_0723_R pol0 11.3101
<ITEM> CSI_0723_L pol0 26.1905
<ITEM> SI_0724_GG pol0 85.5563
<ITEM> SI_0724_PG pol0 75.5488
<ITEM> CSI_0724_R pol0 13.4408
<ITEM> CSI_0724_L pol0 27.3037
<ITEM> SI_0801_GG pol0 92.5301
<ITEM> SI_0801_PG pol0 77.8997
<ITEM> CSI_0801_R pol0 24.8864
<ITEM> CSI_0801_L pol0 34.8064
<ITEM> SI_0802_GG pol0 96.4805
<ITEM> SI_0802_PG pol0 76.9547
<ITEM> CSI_0802_R pol0 27.2256
<ITEM> CSI_0802_L pol0 37.4373
<ITEM> SI_0803_GG pol0 98.6417
<ITEM> SI_0803_PG pol0 77.2864
<ITEM> CSI_0803_R pol0 30.6788
<ITEM> CSI_0803_L pol0 41.8624
<ITEM> SI_0804_GG pol0 96.2401
<ITEM> SI_0804_PG pol0 76.298
<ITEM> CSI_0804_R pol0 32.2567
<ITEM> CSI_0804_L pol0 41.8524
<ITEM> SI_0805_GG pol0 95.9187
<ITEM> SI_0805_PG pol0 76.3001
<ITEM> CSI_0805_R pol0 29.2681
<ITEM> CSI_0805_L pol0 39.8063
<ITEM> SI_0806_GG pol0 99.5379
<ITEM> SI_0806_PG pol0 77.5516
<ITEM> CSI_0806_R pol0 28.3626
<ITEM> CSI_0806_L pol0 38.542
<ITEM> SI_0807_GG pol0 94.2638
<ITEM> SI_0807_PG pol0 76.1133
<ITEM> CSI_0807_R pol0 29.0673
<ITEM> CSI_0807_L pol0 40.5306
<ITEM> SI_0808_GG pol0 76.9506
<ITEM> SI_0808_PG pol0 70.4407
<ITEM> CSI_0808_R pol0 31.8367
<ITEM> CSI_0808_L pol0 41.5797
<ITEM> SI_0809_GG pol0 101.101
<ITEM> SI_0809_PG pol0 76.7487
<ITEM> CSI_0809_R pol0 27.467
<ITEM> CSI_0809_L pol0 37.9872
<ITEM> SI_0810_GG pol0 100.538
<ITEM> SI_0810_PG pol0 77.0351
<ITEM> CSI_0810_R pol0 29.1443
<ITEM> CSI_0810_L pol0 38.3565
<ITEM> SI_0811_GG pol0 101.454
<ITEM> SI_0811_PG pol0 76.6449
<ITEM> CSI_0811_R pol0 28.521
<ITEM> CSI_0811_L pol0 37.9781
<ITEM> SI_0812_GG pol0 105.524
<ITEM> SI_0812_PG pol0 76.6228
<ITEM> CSI_0812_R pol0 32.9178
<ITEM> CSI_0812_L pol0 57.3314
<ITEM> SI_0813_GG pol0 100.821
<ITEM> SI_0813_PG pol0 77.9211
<ITEM> CSI_0813_R pol0 25.4165
<ITEM> CSI_0813_L pol0 33.9691
<ITEM> SI_0814_GG pol0 102.127
<ITEM> SI_0814_PG pol0 77.6331
<ITEM> CSI_0814_R pol0 25.9975
<ITEM> CSI_0814_L pol0 35.9835
<ITEM> SI_0815_GG pol0 99.5966
<ITEM> SI_0815_PG pol0 77.7949
<ITEM> CSI_0815_R pol0 23.3539
<ITEM> CSI_0815_L pol0 33.5424
<ITEM> SI_0816_GG pol0 111.8
<ITEM> SI_0816_PG pol0 77.3466
<ITEM> CSI_0816_R pol0 25.0717
<ITEM> CSI_0816_L pol0 37.0685
<ITEM> SI_0817_GG pol0 65.9242
<ITEM> SI_0817_PG pol0 80.2218
<ITEM> CSI_0817_R pol0 23.3319
<ITEM> CSI_0817_L pol0 34.8246
<ITEM> SI_0818_GG pol0 61.3312
<ITEM> SI_0818_PG pol0 80.4287
<ITEM> CSI_0818_R pol0 24.7313
<ITEM> CSI_0818_L pol0 34.8275
<ITEM> SI_0819_GG pol0 62.256
<ITEM> SI_0819_PG pol0 82.6225
<ITEM> CSI_0819_R pol0 22.0103
<ITEM> CSI_0819_L pol0 31.5338
<ITEM> SI_0820_GG pol0 60.5963
<ITEM> SI_0820_PG pol0 81.1731
<ITEM> CSI_0820_R pol0 22.6496
<ITEM> CSI_0820_L pol0 33.1869
<ITEM> SI_0821_GG pol0 56.5387
<ITEM> SI_0821_PG pol0 81.929
<ITEM> CSI_0821_R pol0 18.5717
<ITEM> CSI_0821_L pol0 30.02
<ITEM> SI_0822_GG pol0 65.9966
<ITEM> SI_0822_PG pol0 82.921
<ITEM> CSI_0822_R pol0 16.1942
<ITEM> CSI_0822_L pol0 25.893
<ITEM> SI_0823_GG pol0 68.8251
<ITEM> SI_0823_PG pol0 81.0021
<ITEM> CSI_0823_R pol0 18.3369
<ITEM> CSI_0823_L pol0 29.3721
<ITEM> SI_0824_GG pol0 97.1818
<ITEM> SI_0824_PG pol0 80.1398
<ITEM> CSI_0824_R pol0 19.104
<ITEM> CSI_0824_L pol0 27.3179
<ITEM> SI_0901_GG pol0 72.8662
<ITEM> SI_0901_PG pol0 81.3317
<ITEM> CSI_0901_R pol0 25.4477
<ITEM> CSI_0901_L pol0 31.9566
<ITEM> SI_0902_GG pol0 66.1799
<ITEM> SI_0902_PG pol0 83.3
<ITEM> CSI_0902_R pol0 27.4342
<ITEM> CSI_0902_L pol0 35.715
<ITEM> SI_0903_GG pol0 63.9724
<ITEM> SI_0903_PG pol0 80.5976
<ITEM> CSI_0903_R pol0 30.223
<ITEM> CSI_0903_L pol0 37.8444
<ITEM> SI_0904_GG pol0 72.029
<ITEM> SI_0904_PG pol0 81.3066
<ITEM> CSI_0904_R pol0 31.3301
<ITEM> CSI_0904_L pol0 37.9909
<ITEM> SI_0905_GG pol0 67.6355
<ITEM> SI_0905_PG pol0 81.9642
<ITEM> CSI_0905_R pol0 29.4064
<ITEM> CSI_0905_L pol0 36.6588
<ITEM> SI_0906_GG pol0 74.6811
<ITEM> SI_0906_PG pol0 81.9715
<ITEM> CSI_0906_R pol0 29.6444
<ITEM> CSI_0906_L pol0 35.6789
<ITEM> SI_0907_GG pol0 60.4903
<ITEM> SI_0907_PG pol0 78.6692
<ITEM> CSI_0907_R pol0 30.3876
<ITEM> CSI_0907_L pol0 38.5005
<ITEM> SI_0908_GG pol0 65.8149
<ITEM> SI_0908_PG pol0 81.7234
<ITEM> CSI_0908_R pol0 22.2466
<ITEM> CSI_0908_L pol0 0
<ITEM> SI_0909_GG pol0 73.1448
<ITEM> SI_0909_PG pol0 82.147
<ITEM> CSI_0909_R pol0 30.2981
<ITEM> CSI_0909_L pol0 37.4702
<ITEM> SI_0910_GG pol0 75.2312
<ITEM> SI_0910_PG pol0 81.8496
<ITEM> CSI_0910_R pol0 32.4867
<ITEM> CSI_0910_L pol0 40.3749
<ITEM> SI_0911_GG pol0 73.4992
<ITEM> SI_0911_PG pol0 81.9843
<ITEM> CSI_0911_R pol0 29.0301
<ITEM> CSI_0911_L pol0 36.3233
<ITEM> SI_0912_GG pol0 78.0958
<ITEM> SI_0912_PG pol0 81.1119
<ITEM> CSI_0912_R pol0 28.5118
<ITEM> CSI_0912_L pol0 36.0913
<ITEM> SI_0913_GG pol0 72.2238
<ITEM> SI_0913_PG pol0 79.349
<ITEM> CSI_0913_R pol0 26.0479
<ITEM> CSI_0913_L pol0 32.1301
<ITEM> SI_0914_GG pol0 78.362
<ITEM> SI_0914_PG pol0 79.3789
<ITEM> CSI_0914_R pol0 26.3995
<ITEM> CSI_0914_L pol0 35.5204
<ITEM> SI_0915_GG pol0 66.4562
<ITEM> SI_0915_PG pol0 77.6302
<ITEM> CSI_0915_R pol0 26.4105
<ITEM> CSI_0915_L pol0 34.2639
<ITEM> SI_0916_GG pol0 73.342
<ITEM> SI_0916_PG pol0 78.562
<ITEM> CSI_0916_R pol0 15.8078
<ITEM> CSI_0916_L pol0 0
<ITEM> SI_0917_GG pol0 107.206
<ITEM> SI_0917_PG pol0 78.1834
<ITEM> CSI_0917_R pol0 24.4155
<ITEM> CSI_0917_L pol0 32.0043
<ITEM> SI_0918_GG pol0 103.614
<ITEM> SI_0918_PG pol0 81.9645
<ITEM> CSI_0918_R pol0 22.9453
<ITEM> CSI_0918_L pol0 29.5194
<ITEM> SI_0919_GG pol0 114.736
<ITEM> SI_0919_PG pol0 76.1351
<ITEM> CSI_0919_R pol0 23.0476
<ITEM> CSI_0919_L pol0 29.1372
<ITEM> SI_0920_GG pol0 117.805
<ITEM> SI_0920_PG pol0 80.3024
<ITEM> CSI_0920_R pol0 22.5043
<ITEM> CSI_0920_L pol0 29.9718
<ITEM> SI_0921_GG pol0 115.242
<ITEM> SI_0921_PG pol0 81.8658
<ITEM> CSI_0921_R pol0 21.3236
<ITEM> CSI_0921_L pol0 28.0007
<ITEM> SI_0922_GG pol0 81.4617
<ITEM> SI_0922_PG pol0 81.4803
<ITEM> CSI_0922_R pol0 20.3769
<ITEM> CSI_0922_L pol0 25.3434
<ITEM> SI_0923_GG pol0 123.068
<ITEM> SI_0923_PG pol0 77.3696
<ITEM> CSI_0923_R pol0 17.3976
<ITEM> CSI_0923_L pol0 23.6427
<ITEM> SI_0924_GG pol0 108.512
<ITEM> SI_0924_PG pol0 83.752
<ITEM> CSI_0924_R pol0 18.3939
<ITEM> CSI_0924_L pol0 25.1894
<ITEM> CSI_1001_R pol0 22.8612
<ITEM> CSI_1001_L pol0 35.2393
<ITEM> CSI_1002_R pol0 31.5683
<ITEM> CSI_1002_L pol0 43.5123
<ITEM> CSI_1003_R pol0 30.2946
<ITEM> CSI_1003_L pol0 40.8823
<ITEM> CSI_1004_R pol0 31.3978
<ITEM> CSI_1004_L pol0 40.9214
<ITEM> CSI_1005_R pol0 30.3646
<ITEM> CSI_1005_L pol0 39.2882
<ITEM> CSI_1006_R pol0 31.9751
<ITEM> CSI_1006_L pol0 43.3502
<ITEM> CSI_1007_R pol0 30.6975
<ITEM> CSI_1007_L pol0 39.0352
<ITEM> CSI_1008_R pol0 29.9006
<ITEM> CSI_1008_L pol0 40.5264
<ITEM> CSI_1009_R pol0 27.9605
<ITEM> CSI_1009_L pol0 39.8715
<ITEM> CSI_1010_R pol0 29.3557
<ITEM> CSI_1010_L pol0 39.8341
<ITEM> CSI_1011_R pol0 30.4104
<ITEM> CSI_1011_L pol0 41.1199
<ITEM> CSI_1012_R pol0 28.993
<ITEM> CSI_1012_L pol0 39.7492
<ITEM> CSI_1013_R pol0 25.4124
<ITEM> CSI_1013_L pol0 38.3762
<ITEM> CSI_1014_R pol0 23.7248
<ITEM> CSI_1014_L pol0 34.5733
<ITEM> CSI_1015_R pol0 26.6881
<ITEM> CSI_1015_L pol0 37.8189
<ITEM> CSI_1016_R pol0 22.2574
<ITEM> CSI_1016_L pol0 35.4318
<ITEM> CSI_1017_R pol0 27.0089
<ITEM> CSI_1017_L pol0 37.0863
<ITEM> CSI_1018_R pol0 24.4284
<ITEM> CSI_1018_L pol0 34.0298
<ITEM> CSI_1019_R pol0 25.4001
<ITEM> CSI_1019_L pol0 36.726
<ITEM> CSI_1020_R pol0 22.7229
<ITEM> CSI_1020_L pol0 31.504
<ITEM> CSI_1021_R pol0 19.9664
<ITEM> CSI_1021_L pol0 32.4203
<ITEM> CSI_1022_R pol0 18.423
<ITEM> CSI_1022_L pol0 31.4812
<ITEM> CSI_1023_R pol0 17.3938
<ITEM> CSI_1023_L pol0 28.1871
<ITEM> CSI_1024_R pol0 19.385
<ITEM> CSI_1024_L pol0 30.7001
<ITEM> CSI_1101_R pol0 17.3591
<ITEM> CSI_1101_L pol0 32.8644
<ITEM> CSI_1102_R pol0 22.8804
<ITEM> CSI_1102_L pol0 39.7233
<ITEM> CSI_1103_R pol0 26.1041
<ITEM> CSI_1103_L pol0 42.7524
<ITEM> CSI_1104_R pol0 26.4617
<ITEM> CSI_1104_L pol0 43.0521
<ITEM> CSI_1105_R pol0 20.383
<ITEM> CSI_1105_L pol0 36.0688
<ITEM> CSI_1106_R pol0 23.8701
<ITEM> CSI_1106_L pol0 37.8725
<ITEM> CSI_1107_R pol0 23.546
<ITEM> CSI_1107_L pol0 39.4733
<ITEM> CSI_1108_R pol0 24.4024
<ITEM> CSI_1108_L pol0 39.9844
<ITEM> CSI_1109_R pol0 20.4331
<ITEM> CSI_1109_L pol0 35.3475
<ITEM> CSI_1110_R pol0 23.4227
<ITEM> CSI_1110_L pol0 38.4292
<ITEM> CSI_1111_R pol0 20.0881
<ITEM> CSI_1111_L pol0 35.1148
<ITEM> CSI_1112_R pol0 22.2958
<ITEM> CSI_1112_L pol0 37.1432
<ITEM> CSI_1113_R pol0 17.4205
<ITEM> CSI_1113_L pol0 31.8812
<ITEM> CSI_1114_R pol0 17.6239
<ITEM> CSI_1114_L pol0 32.3908
<ITEM> CSI_1115_R pol0 16.7481
<ITEM> CSI_1115_L pol0 32.8152
<ITEM> CSI_1116_R pol0 15.0589
<ITEM> CSI_1116_L pol0 30.5027
<ITEM> CSI_1117_R pol0 14.9999
<ITEM> CSI_1117_L pol0 32.1162
<ITEM> CSI_1118_R pol0 16.8232
<ITEM> CSI_1118_L pol0 33.6474
<ITEM> CSI_1119_R pol0 16.342
<ITEM> CSI_1119_L pol0 34.2109
<ITEM> CSI_1120_R pol0 13.0991
<ITEM> CSI_1120_L pol0 30.5181
<ITEM> CSI_1121_R pol0 12.3688
<ITEM> CSI_1121_L pol0 30.7077
<ITEM> CSI_1122_R pol0 10.3148
<ITEM> CSI_1122_L pol0 28.313
<ITEM> CSI_1123_R pol0 9.27728
<ITEM> CSI_1123_L pol0 25.5528
<ITEM> CSI_1124_R pol0 9.01733
<ITEM> CSI_1124_L pol0 27.167
<ITEM> CSI_1201_R pol0 25.8335
<ITEM> CSI_1201_L pol0 42.0218
<ITEM> CSI_1202_R pol0 31.4106
<ITEM> CSI_1202_L pol0 50.5991
<ITEM> CSI_1203_R pol0 31.8748
<ITEM> CSI_1203_L pol0 46.4472
<ITEM> CSI_1204_R pol0 33.7832
<ITEM> CSI_1204_L pol0 49.5057
<ITEM> CSI_1205_R pol0 27.4011
<ITEM> CSI_1205_L pol0 42.003
<ITEM> CSI_1206_R pol0 35.2847
<ITEM> CSI_1206_L pol0 51.9487
<ITEM> CSI_1207_R pol0 31.2805
<ITEM> CSI_1207_L pol0 45.754
<ITEM> CSI_1208_R pol0 29.9065
<ITEM> CSI_1208_L pol0 45.2611
<ITEM> CSI_1209_R pol0 28.2878
<ITEM> CSI_1209_L pol0 41.4549
<ITEM> CSI_1210_R pol0 32.3571
<ITEM> CSI_1210_L pol0 47.5428
<ITEM> CSI_1211_R pol0 32.2672
<ITEM> CSI_1211_L pol0 49.3331
<ITEM> CSI_1212_R pol0 30.2772
<ITEM> CSI_1212_L pol0 46.0609
<ITEM> CSI_1213_R pol0 23.9262
<ITEM> CSI_1213_L pol0 38.0947
<ITEM> CSI_1214_R pol0 23.5353
<ITEM> CSI_1214_L pol0 38.52
<ITEM> CSI_1215_R pol0 27.4986
<ITEM> CSI_1215_L pol0 42.7855
<ITEM> CSI_1216_R pol0 25.5962
<ITEM> CSI_1216_L pol0 40.4599
<ITEM> CSI_1217_R pol0 25.2906
<ITEM> CSI_1217_L pol0 40.3665
<ITEM> CSI_1218_R pol0 27.6168
<ITEM> CSI_1218_L pol0 39.3479
<ITEM> CSI_1219_R pol0 24.2712
<ITEM> CSI_1219_L pol0 38.0975
<ITEM> CSI_1220_R pol0 26.3161
<ITEM> CSI_1220_L pol0 43.1988
<ITEM> CSI_1221_R pol0 21.1939
<ITEM> CSI_1221_L pol0 35.8561
<ITEM> CSI_1222_R pol0 20.305
<ITEM> CSI_1222_L pol0 34.4365
<ITEM> CSI_1223_R pol0 19.8581
<ITEM> CSI_1223_L pol0 34.79
<ITEM> CSI_1224_R pol0 16.056
<ITEM> CSI_1224_L pol0 29.8521
<ITEM> CSI_1301_R pol0 55.0133
<ITEM> CSI_1301_L pol0 194.801
<ITEM> CSI_1302_R pol0 25.9322
<ITEM> CSI_1302_L pol0 41.8377
<ITEM> CSI_1303_R pol0 21.4889
<ITEM> CSI_1303_L pol0 36.4681
<ITEM> CSI_1304_R pol0 29.9158
<ITEM> CSI_1304_L pol0 45.1864
<ITEM> CSI_1305_R pol0 28.8979
<ITEM> CSI_1305_L pol0 43.2591
<ITEM> CSI_1306_R pol0 23.283
<ITEM> CSI_1306_L pol0 38.056
<ITEM> CSI_1307_R pol0 28.6203
<ITEM> CSI_1307_L pol0 43.5659
<ITEM> CSI_1308_R pol0 26.4763
<ITEM> CSI_1308_L pol0 41.4515
<ITEM> CSI_1309_R pol0 23.1111
<ITEM> CSI_1309_L pol0 39.4842
<ITEM> CSI_1310_R pol0 29.4338
<ITEM> CSI_1310_L pol0 43.9236
<ITEM> CSI_1311_R pol0 28.1711
<ITEM> CSI_1311_L pol0 43.2114
<ITEM> CSI_1312_R pol0 23.4178
<ITEM> CSI_1312_L pol0 38.8196
<ITEM> CSI_1313_R pol0 27.5063
<ITEM> CSI_1313_L pol0 43.4938
<ITEM> CSI_1314_R pol0 25.5206
<ITEM> CSI_1314_L pol0 40.879
<ITEM> CSI_1315_R pol0 16.4135
<ITEM> CSI_1315_L pol0 33.3948
<ITEM> CSI_1316_R pol0 28.8964
<ITEM> CSI_1316_L pol0 44.0756
<ITEM> CSI_1317_R pol0 23.8544
<ITEM> CSI_1317_L pol0 40.0506
<ITEM> CSI_1318_R pol0 17.4065
<ITEM> CSI_1318_L pol0 32.4859
<ITEM> CSI_1319_R pol0 28.4485
<ITEM> CSI_1319_L pol0 44.7031
<ITEM> CSI_1320_R pol0 24.5301
<ITEM> CSI_1320_L pol0 39.5905
<ITEM> CSI_1321_R pol0 17.7646
<ITEM> CSI_1321_L pol0 33.2975
<ITEM> CSI_1322_R pol0 0
<ITEM> CSI_1322_L pol0 0
<ITEM> CSI_1323_R pol0 23.3849
<ITEM> CSI_1323_L pol0 37.5265
<ITEM> CSI_1324_R pol0 17.3066
<ITEM> CSI_1324_L pol0 32.4369
<ITEM> CSI_1401_R pol0 15.4123
<ITEM> CSI_1401_L pol0 38.9275
<ITEM> CSI_1402_R pol0 28.1413
<ITEM> CSI_1402_L pol0 84.6013
<ITEM> CSI_1403_R pol0 18.4633
<ITEM> CSI_1403_L pol0 41.4248
<ITEM> CSI_1404_R pol0 20.4132
<ITEM> CSI_1404_L pol0 42.5216
<ITEM> CSI_1405_R pol0 19.1304
<ITEM> CSI_1405_L pol0 43.0206
<ITEM> CSI_1406_R pol0 19.4846
<ITEM> CSI_1406_L pol0 41.348
<ITEM> CSI_1407_R pol0 22.54
<ITEM> CSI_1407_L pol0 47.0984
<ITEM> CSI_1408_R pol0 20.6735
<ITEM> CSI_1408_L pol0 43.7498
<ITEM> CSI_1409_R pol0 21.3852
<ITEM> CSI_1409_L pol0 56.3185
<ITEM> CSI_1410_R pol0 15.4888
<ITEM> CSI_1410_L pol0 38.2592
<ITEM> CSI_1411_R pol0 17.64
<ITEM> CSI_1411_L pol0 41.2047
<ITEM> CSI_1412_R pol0 16.8081
<ITEM> CSI_1412_L pol0 38.9502
<ITEM> CSI_1413_R pol0 17.7491
<ITEM> CSI_1413_L pol0 40.3688
<ITEM> CSI_1414_R pol0 16.4231
<ITEM> CSI_1414_L pol0 39.5292
<ITEM> CSI_1415_R pol0 17.7894
<ITEM> CSI_1415_L pol0 40.5613
<ITEM> CSI_1416_R pol0 14.5051
<ITEM> CSI_1416_L pol0 36.5415
<ITEM> CSI_1501_R pol0 17.8029
<ITEM> CSI_1501_L pol0 41.0428
<ITEM> CSI_1502_R pol0 28.6657
<ITEM> CSI_1502_L pol0 44.4779
<ITEM> CSI_1503_R pol0 16.5892
<ITEM> CSI_1503_L pol0 38.672
<ITEM> CSI_1504_R pol0 32.5279
<ITEM> CSI_1504_L pol0 49.1798
<ITEM> CSI_1505_R pol0 16.1383
<ITEM> CSI_1505_L pol0 37.4898
<ITEM> CSI_1506_R pol0 35.6534
<ITEM> CSI_1506_L pol0 52.319
<ITEM> CSI_1507_R pol0 15.7346
<ITEM> CSI_1507_L pol0 38.0475
<ITEM> CSI_1508_R pol0 34.5118
<ITEM> CSI_1508_L pol0 51.0253
<ITEM> CSI_1509_R pol0 12.4069
<ITEM> CSI_1509_L pol0 34.3569
<ITEM> CSI_1510_R pol0 32.508
<ITEM> CSI_1510_L pol0 48.7161
<ITEM> CSI_1511_R pol0 12.4175
<ITEM> CSI_1511_L pol0 36.3764
<ITEM> CSI_1512_R pol0 33.3881
<ITEM> CSI_1512_L pol0 47.1946
<ITEM> CSI_1513_R pol0 11.3214
<ITEM> CSI_1513_L pol0 33.118
<ITEM> CSI_1514_R pol0 35.5692
<ITEM> CSI_1514_L pol0 51.9192
<ITEM> CSI_1515_R pol0 10.294
<ITEM> CSI_1515_L pol0 31.8623
<ITEM> CSI_1516_R pol0 35.9225
<ITEM> CSI_1516_L pol0 53.4758
<ITEM> CSI_1601_R pol0 32.7689
<ITEM> CSI_1601_L pol0 49.8002
<ITEM> CSI_1602_R pol0 36.266
<ITEM> CSI_1602_L pol0 52.1799
<ITEM> CSI_1603_R pol0 35.8002
<ITEM> CSI_1603_L pol0 52.2724
<ITEM> CSI_1604_R pol0 35.4545
<ITEM> CSI_1604_L pol0 49.8836
<ITEM> CSI_1605_R pol0 31.3633
<ITEM> CSI_1605_L pol0 48.9632
<ITEM> CSI_1606_R pol0 32.5135
<ITEM> CSI_1606_L pol0 50.2912
<ITEM> CSI_1607_R pol0 31.7341
<ITEM> CSI_1607_L pol0 48.2696
<ITEM> CSI_1608_R pol0 29.6951
<ITEM> CSI_1608_L pol0 46.8799
<ITEM> CSI_1701_R pol0 28.5078
<ITEM> CSI_1701_L pol0 46.2604
<ITEM> CSI_1702_R pol0 31.71
<ITEM> CSI_1702_L pol0 48.4096
<ITEM> CSI_1703_R pol0 28.7751
<ITEM> CSI_1703_L pol0 46.9055
<ITEM> CSI_1704_R pol0 28.5486
<ITEM> CSI_1704_L pol0 44.4926
<ITEM> CSI_1705_R pol0 22.3243
<ITEM> CSI_1705_L pol0 40.0676
<ITEM> CSI_1706_R pol0 24.0127
<ITEM> CSI_1706_L pol0 42.2789
<ITEM> CSI_1707_R pol0 23.5814
<ITEM> CSI_1707_L pol0 41.9634
<ITEM> CSI_1708_R pol0 20.1978
<ITEM> CSI_1708_L pol0 37.5929
<RUNLIST> 100-120
<ITEM> CI_0201_GG pol0 10.0 
<ITEM> CI_0201_PG pol0 10.0 
<ITEM> CI_0203_GG pol0 10.0 
<ITEM> CI_0203_PG pol0 10.0 
<ITEM> CI_0205_GG pol0 10.0
<ITEM> CI_0205_PG pol0 10.0
<ITEM> CI_0207_GG pol0 10.0
