||INDRA@GANIL|||01/04/2001||E372|||||||18/02/2003 11:50:42|||
|||||||||||||||||
|DLT 1 & 1bis|||Piedestaux/Automate||||||||||18/02/2003 11:50:42|||
Tape|Run|Events|Faraday1|Buffers|Gene direct|Gene mrq|G TM|TM %|Trigger|Cible|Evt/Far|T(min)|Date|Remarque etc.|cahier-page||
|Couronnes 13 à 17|||||taux horaire d'acquisition|||||||||||
|||||||||||||||||
DLT 10& 10 bis|14|et 14bis|||Thoron||||||||||||
Tape|Run|Events|Faraday1|Buffers|Gene direct|Gene mrq|G TM|TM %|Trigger|Cible|Evt/Far|T(min)|Date|Remarque etc.|cahier-page||
14|6767|1491868|0|12084|657866|0|28217|4.28917135100461|M>=1|Thoron|0|60||Angle  -90|||
14|6768|62004|0|458|5067|0|1060|20.9196763370831|M>=1|Thoron|0|1||Angle  -90|||
14|6769|1422910|0|12108|1177299|0|34689|2.94649022890532|M>=1|Thoron|0|106||Angle  -90|||
14|6770|691017|0|5870|614172|0|17091|2.78277095015729|M>=1|Thoron|0|55||Angle  -90|||
|||||||||||||||||
|Cumul|3667799||3.7|heures|991297.027027027|||||||||||
|détecteurs étalons|||||taux horaire d'acquisition|||||||||||
|||||||||||||||||
DLT 10& 10 bis|14|et 14bis|||Thoron||||||||||||
Tape|Run|Events|Faraday1|Buffers|Gene direct|Gene mrq|G TM|TM %|Trigger|Cible|Evt/Far|T(min)|Date|Remarque etc.|cahier-page||
14|6771|1216579|0|8430|7981278|0|28992|0.363250096037251|M>=1|Thoron|0|720||Angle  0|||
|||||||||||||||||
|Cumul|1216579||12|heures|101381.583333333|||||||||||
|Couronnes 1à 5|||||taux horaire d'acquisition|||||||||||
|||||||||||||||||
DLT 10& 10 bis|14|et 14bis|||Piedestaux||||||||||||
Tape|Run|Events|Faraday1|Buffers|Gene direct|Gene mrq|G TM|TM %|Trigger|Cible|Evt/Far|T(min)|Date|Remarque etc.|cahier-page||
14|6772|32494|0|8117|130195|130195|0|0|M>=1||0|12||Angle  0|||
|||||||||||||||||
|Cumul|32494||0.2|heures|162470|||||||||||
|Chio/Si/étalons|||||taux horaire d'acquisition|||||||||||
|||||||||||||||||
DLT 10& 10 bis|14|et 14bis|||Piedestaux||||||||||||
Tape|Run|Events|Faraday1|Buffers|Gene direct|Gene mrq|G TM|TM %|Trigger|Cible|Evt/Far|T(min)|Date|Remarque etc.|cahier-page||
14|6773|27455|0|6857|110036|110036|0|0|M>=1||0|10||Angle  0|||
|||||||||||||||||
|Cumul|27455||0.166666666666667|heures|164730|||||||||||
|CsI|||||taux horaire d'acquisition|||||||||||
|||||||||||||||||
DLT 10& 10 bis|15|et 15bis|||136 Xe + 124 Sn 45 MeV/A||||||||||||
Tape|Run|Events|Faraday1|Buffers|Gene direct|Gene mrq|G TM|TM %|Trigger|Cible|Evt/Far|T(min)|Date|Remarque etc.|cahier-page||
15|6774|210636|2003|12084|100220|6324|26943|28.6945130782994|M>=4|124Sn|105.160259610584|8|12avril  0 H 48|HT cible=0|12/146||
15|6775|212481|1795|12086|87590|3153|17293|20.4803581368357|M>=4|124Sn|118.373816155989|8||montée Ht|||
15|6776|211402|1792|12077|91881|6332|17310|20.2340179312441|M>=4|124Sn|117.969866071429|8||HT=30 KV|||
15|6777|210931|1744|12112|92979|6322|16937|19.544872312681|M>=4|124Sn|120.946674311927|8|||||
15|6778|213401|1742|12113|97066|3166|17339|18.4653887113951|M>=4|124Sn|122.503444316877|9|||||
15|6779|212049|1730|12113|98582|6310|16900|18.3154152939136|M>=4|124Sn|122.571676300578|9|||||
15|6780|212586|1711|12111|105878|6328|16864|16.9402310396786|M>=4|124Sn|124.246639392168|9|||||
15|6781|210938|1779|12112|94114|6323|17136|19.5190850998394|M>=4|124Sn|118.571107363687|9|||||
15|6782|212635|1836|12115|86530|3163|17287|20.7360226468507|M>=4|124Sn|115.814270152505|7|||||
15|6783|210974|1803|12112|93317|6316|16996|19.5354076389927|M>=4|124Sn|117.012756516916|9|||||
15|6784|213125|1793|12111|94819|3168|17196|18.7624794055711|M>=4|124Sn|118.865030674847|8|||||
15|6785|211426|1800|12111|95489|6306|17201|19.2873081192604|M>=4|124Sn|117.458888888889|9|||||
15|6786|211827|1786|12115|100374|6332|17499|18.6076433933774|M>=4|124Sn|118.604143337066|9|||||
15|6787|211372|1791|12111|95770|6323|16955|18.9553590394312|M>=4|124Sn|118.018983807929|8|||||
15|6788|213182|1861|12117|97804|3163|20227|21.3723439101447|M>=4|124Sn|114.552391187534|8|||||
15|6789|210435|1772|12112|94389|6314|17067|19.3778030087993|M>=4|124Sn|118.755643340858|9|||||
15|6790|210527|1788|12114|92236|6329|17006|19.7958257185096|M>=4|124Sn|117.744407158837|7|||||
15|6791|211281|1837|12111|86472|3151|17414|20.8998931841913|M>=4|124Sn|115.01415351116|8|||||
15|6792|210818|1799|12114|91580|6336|17019|19.9650415278495|M>=4|124Sn|117.186214563646|8|||||
15|6793|109559|2951|6276|144687|6319|106931|77.280151480111|M>=4|124Sn|37.1260589630634|13||Plantage ACQ|||
15|6794|211316|1776|12111|93085|6310|16891|19.4652837798905|M>=4|124Sn|118.984234234234|9|||||
15|6795|212025|1772|12111|94895|3170|17616|19.2052330335241|M>=4|124Sn|119.652934537246|8|||||
15|6796|213965|1758|12113|101095|6166|17069|17.9808067081714|M>=4|124Sn|121.709328782708|9|||||
15|6797|213164|1807|12110|111002|6336|17191|16.4246269084516|M>=4|124Sn|117.965688987272|10||Problème de faisceau|||
15|6798|211087|1828|12110|92951|6319|17418|20.1057346015329|M>=4|124Sn|115.474288840263|9|||||
15|6799|211273|1805|12117|92299|6324|16988|19.7592323349811|M>=4|124Sn|117.048753462604|8|||||
15|6800|211655|1823|12114|87247|3162|17277|20.5470654694654|M>=4|124Sn|116.102578167855|8|||||
15|6801|214363|1769|12112|95248|6329|17022|19.1432652189071|M>=4|124Sn|121.177501413228|8|||||
15|6802|212358|1810|12110|90877|3150|17179|19.5823406704891|M>=4|124Sn|117.324861878453|9|||||
15|6803|215296|1751|12113|127508|9487|16967|14.3762550732497|M>=4|124Sn|122.956025128498|11||Problème de faisceau|||
15|6804|212972|1804|12112|90728|3169|17229|19.6770177822954|M>=4|124Sn|118.055432372506|8|||||
15|6805|213875|1752|12116|95472|6323|17131|19.2161437593243|M>=4|124Sn|122.074771689498|9|||||
15|6806|211810|1734|12111|98143|6320|17193|18.7240669549024|M>=4|124Sn|122.151095732411|9|||||
15|6807|212772|1749|12114|103863|6312|17149|17.5795225061763|M>=4|124Sn|121.653516295026|9|||||
15|6808|213038|1786|12111|93597|3147|17089|18.8933112216694|M>=4|124Sn|119.282194848824|8|||||
15|6809|213226|1768|12113|97157|6280|17168|18.891468688447|M>=4|124Sn|120.602941176471|8|||||
15|6810|212532|1801|12112|94464|6272|16823|19.0754263425254|M>=4|124Sn|118.007773459189|9|||||
15|6811|213537|1832|12109|90722|3156|17238|19.6857227691113|M>=4|124Sn|116.559497816594|8|||||
15|6812|211613|1815|12111|94207|6327|17252|19.631315430132|M>=4|124Sn|116.591184573003|8|||||
15|6813|211833|1822|12112|94102|6323|17223|19.6208660385741|M>=4|124Sn|116.263995609221|8|||||
15|6814|212645|1812|12110|94716|3173|17364|18.9681351932971|M>=4|124Sn|117.353752759382|8|||||
15|6815|215326|1754|12108|134313|9492|16911|13.5482010238662|M>=4|124Sn|122.762827822121|12||Disjonction BT Silicium cour. 1|||
15|6816|215505|1776|12111|119166|6341|17053|15.1145579437181|M>=4|124Sn|121.342905405405|10||Disjonction BT Silicium cour. 1|||
15|6817|215622|1802|12112|130646|6338|17109|13.7633941500145|M>=4|124Sn|119.65704772475|12||Disjonction BT Silicium cour. 1|||
15|6818|212745|1832|12113|99150|6334|17125|18.4504826754008|M>=4|124Sn|116.127183406114|9||Disjonction BT Silicium cour. 1|||
15|6819|212733|1827|12112|99149|6327|16931|18.2402878627911|M>=4|124Sn|116.43842364532|9||Disjonction BT Silicium cour. 1|||
15|6820|213327|1869|12114|92355|3167|17105|19.178589047854|M>=4|124Sn|114.139646869984|8||Disjonction BT Silicium cour. 1|||
15|6821|211517|1883|12112|92580|6334|17438|20.2189087030123|M>=4|124Sn|112.329792883696|8||Disjonction BT Silicium cour. 1|||
15|6822|212277|1863|12110|93382|6301|16901|19.4083669227501|M>=4|124Sn|113.943639291465|9||Disjonction BT Silicium cour. 1|||
15|6823|213405|1893|12110|89723|3143|17056|19.6996996996997|M>=4|124Sn|112.733755942948|8||Disjonction BT Silicium cour. 1|||
15|6824|211237|1888|12116|90503|6316|17126|20.342808272061|M>=4|124Sn|111.884004237288|8||Disjonction BT Silicium cour. 1|||
15|6825|211813|1884|12111|92412|6341|17088|19.8533768632873|M>=4|124Sn|112.427282377919|8||Disjonction BT Silicium cour. 1|||
15|6826|212341|1908|12110|86273|3171|17191|20.6866260739814|M>=4|124Sn|111.289832285115|8||Disjonction BT Silicium cour. 1|||
15|6827|212638|1900|12112|91402|6334|17330|20.3719377439225|M>=4|124Sn|111.914736842105|8||Disjonction BT Silicium cour. 1|||
15|6828|219163|1862|12112|151229|6329|17206|11.8743961352657|M>=4|124Sn|117.703007518797|14||Disjonction BT Silicium cour. 1|||
15|6829|211195|1918|12112|87254|6309|17092|21.1155723021805|M>=4|124Sn|110.112095933264|8||Disjonction BT Silicium cour. 1|||
15|6830|215670|1858|12117|145069|9418|17207|12.6847572078348|M>=4|124Sn|116.076426264801|13||Disjonction BT Silicium cour. 1|||
15|6831|212533|1929|12113|83152|3132|17136|21.4146463384154|M>=4|124Sn|110.177812337999|7||Disjonction BT Silicium cour. 1|||
15|6832|210993|1905|12111|85244|6263|16843|21.3253820539117|M>=4|124Sn|110.757480314961|8||Disjonction BT Silicium cour. 1|||
15|6833|211562|1909|12113|82794|3132|16942|21.2673545730712|M>=4|124Sn|110.82346778418|8||Disjonction BT Silicium cour. 1|||
15|6834|211298|1897|12113|86662|6265|16922|21.0480490565568|M>=4|124Sn|111.385345282024|7||Disjonction BT Silicium cour. 1|||
15|6835|212325|1921|12111|82413|3129|17145|21.6247918873922|M>=4|124Sn|110.528370640292|8||Disjonction BT Silicium cour. 1|||
15|6836|211220|1907|12116|83917|6251|16904|21.764993690933|M>=4|124Sn|110.760356581017|8||Disjonction BT Silicium cour. 1|||
15|6837|212570|1930|12114|88994|3151|17126|19.9503745209277|M>=4|124Sn|110.139896373057|8||Disjonction BT Silicium cour. 1|||
15|6838|211396|1788|12060|98212|6314|17156|18.668523798124|M>=4|124Sn|118.230425055928|8||Disjonction BT Silicium cour. 1|||
|||||||||||||||||
DLT |16|et 16bis|||136 Xe + 124 Sn 45 MeV/A||||||||||||
Tape|Run|Events|Faraday1|Buffers|Gene direct|Gene mrq|G TM|TM %|Trigger|Cible|Evt/Far|T(min)|Date|Remarque etc.|cahier-page||
16|6839|199695|1712|10936|181789|9489|25349|14.7121300058038|M>=4|124Sn|116.644275700935|16|12 avril 10 H 20|Arrêt Pb. Vide |12/149||
16|6840|1110303|1118|12052|62083|3146|19290|32.7298640921662|M>=1|124Sn|993.115384615385|6|11 H 40|Disjonction BT Silicium cour. 1|||
16|6841|1123441|1139|12050|64131|3144|18909|31.0049682719268|M>=1|124Sn|986.339771729587|6||Disjonction BT Silicium cour. 1|||
16|6842|270413|4|2126|25156|0|4275|16.9939577039275|M>=1|124Sn|67603.25|2||Pb faisceau HF|||
16|6843|1281138|1041|12117|59771|3163|21200|37.4505370265687|M>=1|124Sn|1230.68011527378|5||Disjonction BT Silicium cour. 1|||
16|6844|1341951|898|12115|57642|3152|22759|41.7672967516976|M>=1|124Sn|1494.37750556793|6||Disjonction BT Silicium cour. 1|||
16|6845|1313184|849|12032|58946|3146|21557|38.6326164874552|M>=1|124Sn|1546.74204946996|5||Disjonction BT Silicium cour. 1|||
16|6846|1320873|808|12033|60462|3142|22601|39.4295184926727|M>=1|124Sn|1634.74381188119|5||Disjonction BT Silicium cour. 1|||
16|6847|1275815|813|11711|56425|3138|20879|39.1821645054141|M>=1|124Sn|1569.26814268143|5||Disjonction BT Silicium cour. 1|||
16|6848|215051|1696|12098|125965|9400|16712|14.3370651567795|M>=4|124Sn|126.798938679245|11|12 H 30|Disjonction BT Silicium cour. 1|150||
16|6849|214619|1742|12092|106089|3133|17251|16.7557014647034|M>=4|124Sn|123.202640642939|10||Disjonction BT Silicium cour. 1|||
16|6850|213045|1741|12113|104121|6264|16956|17.3273245654373|M>=4|124Sn|122.36932797243|9||Disjonction BT Silicium cour. 1|||
16|6851|95166|738|5338|66321|4966|7476|12.1848260125499|M>=4|124Sn|128.951219512195|6||Disjonction C0|||
16|6852|212766|1797|12111|97823|6291|16828|18.3848271642704|M>=4|124Sn|118.400667779633|9||Disjonction BT Silicium cour. 1|||
16|6853|214852|1783|12114|97525|3137|17098|18.1145908378184|M>=4|124Sn|120.500280426248|9||Disjonction BT Silicium cour. 1|||
16|6854|213421|1782|12111|99371|6277|16973|18.2321094807399|M>=4|124Sn|119.764870931538|9||Disjonction BT Silicium cour. 1|||
16|6855|160891|1334|9160|78079|6317|12973|18.0778127699897|M>=4|124Sn|120.607946026987|7||Disjonction BT Silicium cour. 1|||
16|6856|213872|1808|12110|85412|0|17545|20.5416100782092|M>=4|124Sn|118.29203539823|8|||||
16|6857|213624|1804|12112|84998|0|17150|20.1769453398904|M>=4|124Sn|118.416851441242|7|||||
16|6858|213794|1796|12117|87112|0|17683|20.2991551106621|M>=4|124Sn|119.038975501114|8|||||
16|6859|213508|1808|12117|83847|0|17500|20.8713490047348|M>=4|124Sn|118.090707964602|8|||||
16|6860|212094|1774|12112|88304|3147|17142|20.1298777552051|M>=4|124Sn|119.556933483653|7|||||
16|6861|213192|1777|12114|90468|3144|17332|19.8479226787596|M>=4|124Sn|119.97298818233|8|14 h 33||150||
16|6862|214265|1627|12117|131923|9413|16779|13.6960248143009|M>=4|124Sn|131.693300553165|12|||||
16|6863|212899|1707|12112|109792|6324|17196|16.6196311903197|M>=4|124Sn|124.72114821324|9|||||
16|6864|8132|58|441|6796|0|836|12.3013537374926|M>=4|124Sn|140.206896551724|1|||||
16|6865|148951|1055|8230|116741|6293|11362|10.2871939736347|M>=4|124Sn|141.185781990521|10|||||
16|6866|213078|1856|12110|89581|3142|16792|19.4264163167089|M>=4|124Sn|114.804956896552|8|||||
16|6867|210088|1879|12114|86276|6321|17017|21.2832218122694|M>=4|124Sn|111.808408728047|8|||||
16|6868|212080|1866|12111|91659|3149|17042|19.2543215455881|M>=4|124Sn|113.654876741693|8|||||
16|6869|210383|1833|12059|94424|6285|17038|19.3308297121592|M>=4|124Sn|114.775231860338|9|||||
16|6870|827464|1014|12109|133812|6338|22785|17.8742331769616|M>=1|124Sn|816.039447731755|12|16 h 23||151||
16|6871|813593|1027|11997|132517|9444|22476|18.2623321118361|M>=1|124Sn|792.203505355404|12|||||
16|6872|822026|1016|12110|133180|6309|22665|17.8646026278661|M>=1|124Sn|809.080708661417|12|||||
16|6873|819474|1043|12110|128827|6332|22676|18.5117759908568|M>=1|124Sn|785.689357622244|11|||||
16|6874|791539|1029|11757|115418|6335|21415|19.6318399750649|M>=1|124Sn|769.231292517007|11|||||
16|6875|212168|1783|12028|95112|6321|17003|19.1494633465103|M>=4|124Sn|118.994952327538|9|17 h 20||151||
16|6876|212283|1758|12113|99974|6319|17051|18.2061822646949|M>=4|124Sn|120.752559726962|9|||||
16|6877|212437|1770|12113|98609|6333|17168|18.6050544020114|M>=4|124Sn|120.020903954802|9|||||
16|6878|213540|1789|12110|95896|3160|16906|18.2302449965493|M>=4|124Sn|119.362772498603|8|||||
16|6879|212072|1781|12113|96941|6360|16873|18.6275267440192|M>=4|124Sn|119.07467714767|9|||||
16|6880|213049|1770|12112|100374|6328|16811|17.8752950683708|M>=4|124Sn|120.366666666667|9|||||
16|6881|215042|1741|12114|121798|6339|16798|14.5488874838687|M>=4|124Sn|123.516369902355|11||Problème de faisceau|||
16|6882|213126|1757|12117|99522|6309|17076|18.3193331402272|M>=4|124Sn|121.301081388731|9|||||
16|6883|212916|1756|12112|102167|6315|16617|17.3361014897968|M>=4|124Sn|121.250569476082|9|||||
16|6884|216837|1724|12109|136675|6315|17230|13.217244553544|M>=4|124Sn|125.775522041763|8|||||
16|6885|214155|1705|12110|115159|6316|17005|15.6234208906406|M>=4|124Sn|125.604105571848|11|||||
16|6886|214486|1721|12110|113674|6313|16903|15.7440783897318|M>=4|124Sn|124.62870424172|10|||||
16|6887|215696|1700|12110|122937|6329|16879|14.4749931394072|M>=4|124Sn|126.88|11|||||
16|6888|214204|1662|12112|129658|9477|16924|14.0820928432947|M>=4|124Sn|128.883273164862|12|||||
16|6889|213785|1788|12113|94258|3160|17142|18.8170980702101|M>=4|124Sn|119.566554809843|10|||||
16|6890|194121|1636|11052|95494|6314|15414|17.2841444270016|M>=4|124Sn|118.65586797066|9||Pb faisceau HF|||
16|6891|215242|1794|12030|95376|3824|16900|18.4594547361063|M>=4|124Sn|119.978818283166|9|||||
16|6892|212852|1772|12030|100026|6319|17177|18.3305409414451|M>=4|124Sn|120.119638826185|9||Pb faisceau HF|||
16|6893|212909|1821|12092|83128|3165|17082|21.3623801007966|M>=4|124Sn|116.918725974739|7|||||
16|6894|211800|1827|12078|85375|6031|17112|21.5668481548699|M>=4|124Sn|115.927750410509|8|||||
16|6895|212276|1854|12071|80479|3172|17288|22.3627873284437|M>=4|124Sn|114.49622437972|7|||||
16|6896|210886|1843|12079|85008|6309|17255|21.925310359725|M>=4|124Sn|114.425393380358|8|||||
16|6897|212018|1747|12086|94835|6337|17022|19.2343329792764|M>=4|124Sn|121.361190612479|8|||||
16|6898|214287|1772|12112|91708|3156|17130|19.3445659047791|M>=4|124Sn|120.929458239278|8|||||
16|6899|212633|1754|12114|93994|6321|17247|19.6719628619986|M>=4|124Sn|121.22748004561|8|||||
16|6900|213000|1760|12110|93154|6314|16926|19.4910179640719|M>=4|124Sn|121.022727272727|9|||||
16|6901|213785|1772|12114|91290|3159|17222|19.5413645595761|M>=4|124Sn|120.646162528217|8|||||
16|6902|212707|1757|12110|94632|6226|17094|19.3357916883469|M>=4|124Sn|121.062606715993|8|||||
16|6903|212598|1756|12110|95663|6321|17239|19.2955161066464|M>=4|124Sn|121.069476082005|9|||||
16|6904|210558|1729|11864|93617|3163|16788|18.5597099077984|M>=4|124Sn|121.78021978022|8|||||
|||||||||||||||||
DLT 10& 10 bis|17|et 17bis|||136 Xe + 124 Sn 45 MeV/A||||||||||||
Tape|Run|Events|Faraday1|Buffers|Gene direct|Gene mrq|G TM|TM %|Trigger|Cible|Evt/Far|T(min)|Date|Remarque etc.|cahier-page||
17|6905|213354|1916|12110|109243|6323|26782|26.0221531286436|M>=4|124Sn|111.353862212944|8|21 h 58||151||
17|6906|213364|1725|12110|100084|6307|16939|18.0630645040895|M>=4|124Sn|123.689275362319|8|||||
17|6907|213964|1730|12111|103680|6334|17401|17.8754134735891|M>=4|124Sn|123.678612716763|9|||||
17|6908|213742|1740|12108|98692|3928|16951|17.8875944451479|M>=4|124Sn|122.840229885057|9|||||
17|6909|218486|1561|12109|149337|8295|16717|11.8524978375236|M>=4|124Sn|139.965406790519|13|||||
17|6910|213396|1745|12111|98940|6317|17107|18.4694946179675|M>=4|124Sn|122.289971346705|9|||||
17|6911|176542|1388|9937|96790|6321|14002|15.4771247609678|M>=4|124Sn|127.191642651297|9||Dijonction HT  chassis 1  C 1-3|||
17|6912|212657|1754|12111|93724|6320|17024|19.4773694567754|M>=4|124Sn|121.241163055872|8|||||
17|6913|213596|1696|12112|104095|6312|16981|17.3660043156786|M>=4|124Sn|125.941037735849|9|||||
17|6914|214136|1704|12088|100162|3666|17177|17.8007378544188|M>=4|124Sn|125.666666666667|9|||||
17|6915|213342|1725|12112|95698|5396|16867|18.6784345861664|M>=4|124Sn|123.67652173913|9|||||
17|6916|212776|1743|12116|98159|6324|17820|19.4043665269233|M>=4|124Sn|122.074584050488|9|||||
17|6917|216628|1735|12112|129307|6311|17107|13.9085823929233|M>=4|124Sn|124.857636887608|11|||||
17|6918|214177|1750|12116|102781|6334|17159|17.7911184381059|M>=4|124Sn|122.386857142857|8|||||
17|6919|214250|1716|12109|107391|6312|17097|16.9144926245808|M>=4|124Sn|124.854312354312|9|||||
17|6920|214083|1740|12089|105127|6327|17580|17.7935222672065|M>=4|124Sn|123.036206896552|10|||||
17|6921|214035|1746|12112|100624|6319|17281|18.32458512274|M>=4|124Sn|122.585910652921|9|||||
17|6922|215561|1746|12117|98635|3165|17284|18.10411647638|M>=4|124Sn|123.45990836197|9|||||
17|6923|213410|1783|12114|96017|6312|16916|18.8573658101555|M>=4|124Sn|119.691531127314|9|||||
17|6924|213751|1745|12110|99494|6327|16892|18.1308832526538|M>=4|124Sn|122.49340974212|9|||||
17|6925|213513|1791|12110|94388|6322|16911|19.2026434719415|M>=4|124Sn|119.214405360134|9|||||
17|6926|214302|1750|12111|96205|3164|16949|18.2167001644436|M>=4|124Sn|122.458285714286|9|||||
17|6927|213744|1750|12111|97755|6313|16747|18.314341331117|M>=4|124Sn|122.139428571429|9|||||
17|6928|214248|1750|12109|98880|6325|17008|18.3761006968829|M>=4|124Sn|122.427428571429|9|||||
17|6929|215029|1773|12110|93026|3149|17351|19.3052727616632|M>=4|124Sn|121.279751833051|8|||||
17|6930|214255|1755|12111|96609|5852|17109|18.8514384565378|M>=4|124Sn|122.082621082621|9|||||
17|6931|212892|1775|12115|92179|6316|17587|20.4826293048228|M>=4|124Sn|119.939154929577|8|||||
17|6932|214931|1795|12110|89114|3167|17401|20.2461982384493|M>=4|124Sn|119.738718662953|8|||||
17|6933|213407|1791|12113|92841|6309|17706|20.4617944806546|M>=4|124Sn|119.15522054718|8|||||
17|6934|213308|1787|12111|92202|6335|17198|20.0286489571081|M>=4|124Sn|119.366536094012|8|||||
17|6935|214035|1791|12112|88568|3152|17135|20.060644375761|M>=4|124Sn|119.505862646566|8|||||
17|6936|217609|1743|12109|140642|9489|17094|13.0336324750482|M>=4|124Sn|124.847389558233|13|||||
17|6937|214105|1761|12111|97374|6321|17486|19.2041997517929|M>=4|124Sn|121.581487791028|9|||||
17|6938|215695|1768|12111|96482|3166|17389|18.6345321273951|M>=4|124Sn|121.99943438914|9|||||
17|6939|213359|1765|12114|95308|6317|17313|19.4547763256959|M>=4|124Sn|120.88328611898|9|||||
17|6940|213566|1768|12112|94511|6326|16978|19.252707376538|M>=4|124Sn|120.795248868778|9|||||
17|6941|215509|1782|12111|93662|3149|17445|19.2734745285208|M>=4|124Sn|120.936588103255|9|||||
17|6942|213781|1774|12114|94280|6336|17155|19.506731556445|M>=4|124Sn|120.507891770011|9|||||
17|6943|214171|1775|12111|94220|6324|17230|19.6027122963502|M>=4|124Sn|120.659718309859|9|||||
17|6944|214874|1780|12111|94320|3169|17074|18.7315553312635|M>=4|124Sn|120.715730337079|9|||||
17|6945|213803|1779|12110|93387|6308|16937|19.4501544574467|M>=4|124Sn|120.18156267566|8|||||
17|6946|213802|1785|12114|92642|6337|17132|19.8505300967499|M>=4|124Sn|119.777030812325|8|||||
17|6947|215625|1805|12112|89995|3153|17018|19.5965086018286|M>=4|124Sn|119.459833795014|8|||||
17|6948|214273|1798|12111|93463|6336|17425|19.9995409000654|M>=4|124Sn|119.17296996663|8|||||
17|6949|213878|1785|12112|92016|6315|17045|19.8889161153312|M>=4|124Sn|119.819607843137|8|||||
17|6950|214942|1810|12111|88748|3170|17274|20.1850942999369|M>=4|124Sn|118.752486187845|8|||||
17|6951|213737|1794|12111|93564|6313|17112|19.6123826661012|M>=4|124Sn|119.139910813824|8|||||
17|6952|214855|1803|12109|91952|3174|17655|19.8866836378382|M>=4|124Sn|119.165280088741|8|||||
17|6953|214565|1774|12111|95276|6322|17077|19.1975627852598|M>=4|124Sn|120.949830890643|8|||||
17|6954|214525|1781|12111|96558|6331|17126|18.981014552185|M>=4|124Sn|120.451993262212|9|||||
17|6955|216240|1805|12110|91016|3166|17282|19.6721684689812|M>=4|124Sn|119.80055401662|8|||||
17|6956|214862|1792|12111|93141|5899|16964|19.4447628435845|M>=4|124Sn|119.900669642857|8|||||
17|6957|214374|1771|12113|95740|6320|16969|18.9767389845672|M>=4|124Sn|121.046866177301|8|||||
17|6958|214757|1757|12112|98313|6339|17007|18.491095309544|M>=4|124Sn|122.22936824132|9|||||
17|6959|214435|1776|12111|93058|3159|17182|19.1125596502742|M>=4|124Sn|120.740427927928|8|||||
17|6960|213734|1784|12113|95379|6331|17900|20.1015182822747|M>=4|124Sn|119.806053811659|9|||||
17|6961|215719|1739|12111|114924|6315|17003|15.6552403576131|M>=4|124Sn|124.047728579643|10|||||
17|6962|214196|1768|12113|97297|6340|17126|18.8286772870697|M>=4|124Sn|121.151583710407|9|||||
17|6963|216220|1699|12110|111624|6316|16995|16.1383750522278|M>=4|124Sn|127.263095938788|10|||||
17|6964|215539|1748|12114|110714|6334|17216|16.4935811458134|M>=4|124Sn|123.306064073227|10|||||
17|6965|216132|1801|12111|99492|3154|17275|17.9316572899583|M>=4|124Sn|120.006662965019|9|||||
17|6966|213860|1789|12111|100218|6340|17098|18.2129998508703|M>=4|124Sn|119.541643376188|9|||||
17|6967|214668|1783|12110|102105|6321|16999|17.7472229182327|M>=4|124Sn|120.397083567022|9|||||
17|6968|214904|1792|12113|102128|6333|17729|18.5072289785479|M>=4|124Sn|119.924107142857|9|||||
17|6969|114087|951|6406|53913|3152|9403|18.5240637497291|M>=4|124Sn|119.965299684543|5||Dernier run DLT#17|||
|||||||||||||||||
DLT 10& 10 bis|18|et 18bis|||136 Xe + 124 Sn 45 MeV/A||||||||||||
Tape|Run|Events|Faraday1|Buffers|Gene direct|Gene mrq|G TM|TM %|Trigger|Cible|Evt/Far|T(min)|Date|Remarque etc.|cahier-page||
18|6970|214591|1885|12113|105569|6322|20929|21.0877910667325|M>=4|124Sn|113.841379310345|8|13/04/01 7h45||||
18|6971|213760|1795|12111|98121|6342|17080|18.6099216596389|M>=4|124Sn|119.08635097493|8|||||
18|6972|217108|1792|12113|121749|6318|17198|14.8989439578623|M>=4|124Sn|121.154017857143|9|||||
18|6973|214843|1825|12110|90516|3171|17274|19.776747381075|M>=4|124Sn|117.722191780822|8|||||
18|6974|214224|1781|12110|95783|6317|17003|19.0049851340174|M>=4|124Sn|120.282987085907|9|||||
18|6975|215077|1789|12111|98443|6343|17278|18.7600434310532|M>=4|124Sn|120.221911682504|9|||||
18|6976|214401|1799|12111|95966|6323|17603|19.6367814553284|M>=4|124Sn|119.17787659811|9|||||
18|6977|216086|1796|12093|94478|3171|17310|18.958020743207|M>=4|124Sn|120.315144766147|9|||||
18|6978|214352|1789|12087|95752|6314|16914|18.9114246740759|M>=4|124Sn|119.816657350475|8|||||
18|6979|209143|1746|11801|92210|6338|16855|19.6280510527296|M>=4|124Sn|119.784077892325|9|9 h 02||155||
|||||||||||||||||
|PREMIER TOTAL (voir plus bas)||||||||||||||||
|Cumul|40478185||28.1333333333333|heures|1438798.0450237|||||||||||
|136Xe+124Sn 45 MeV/A M>=4|||||taux horaire d'acquisition|||||||||||
|||||||||||||||||
DLT 10& 10 bis|18|et 18bis|||136 Xe + 124 Sn 32 MeV/A||||||||||||
Tape|Run|Events|Faraday1|Buffers|Gene direct|Gene mrq|G TM|TM %|Trigger|Cible|Evt/Far|T(min)|Date|Remarque etc.|cahier-page||
18|6980|1100340|830|12110|88849|3161|21708|25.3337690225002|M>=1|124Sn|1325.71084337349|8|13/04/01 10h35|run single|155||
18|6981|1050030|865|12114|92015|6330|21808|25.4513625488709|M>=1|124Sn|1213.90751445087|8|||||
18|6982|1024046|899|12112|93168|6325|21888|25.2041039577168|M>=1|124Sn|1139.09454949944|8|||||
