| RUN | TSTART | BEAM | TARGET | E | TRIGGER | RUNTYPE | EVENTS | RUNCOMMENT | 	
| 4392 | 07-JUL-98 07:33:08 |  |  |   |  | Unknown | 378776 |
| 4393 | 07-JUL-98 12:31:32 |  |  |   |  | Unknown | 830959 |
| 4394 | 07-JUL-98 12:55:59 |  |  |   |  | Unknown | 752323 |
| 4395 | 07-JUL-98 13:20:48 |  |  |   |  | Unknown | 689361 |
| 4396 | 07-JUL-98 13:46:04 |  |  |   |  | Unknown | 641578 |
| 4397 | 07-JUL-98 14:11:41 |  |  |   |  | Unknown | 605395 |
| 4398 | 07-JUL-98 14:37:44 |  |  |   |  | Unknown | 580860 |
| 4399 | 07-JUL-98 15:03:45 |  |  |   |  | Unknown | 531848 |
| 4400 | 07-JUL-98 16:18:12 |  |  |   |  | Unknown | 962925 |
| 4401 | 07-JUL-98 16:41:27 |  |  |   |  | Unknown | 877423 |
| 4402 | 07-JUL-98 17:05:20 |  |  |   |  | Unknown | 799989 |
| 4403 | 07-JUL-98 17:29:42 |  |  |   |  | Unknown | 556696 |
| 4404 | 08-JUL-98 14:54:39 |  |  |   |  | Unknown | 847294 |
| 4405 | 08-JUL-98 15:49:48 |  |  |   |  | Unknown | 149040 |
| 4406 | 08-JUL-98 16:23:42 |  |  |   |  | Unknown | 11223 |
| 4407 | 08-JUL-98 16:45:44 |  |  |   |  | Unknown | 497898 |
| 4499 | 12-SEP-98 05:43:19 | 129Xe | none | 150 | M>=3 | Phys | 21491 |
| 4500 | 12-SEP-98 07:26:08 | 129Xe | 124Sn | 150 | M>=3 | Phys | 430351 |
| 4501 | 12-SEP-98 09:19:37 | 129Xe | 124Sn | 150 | M>=3 | Phys | 500107 |
| 4502 | 12-SEP-98 11:02:52 | 129Xe | 124Sn | 150 | M>=3 | Phys | 36131 |
| 4503 | 12-SEP-98 12:42:57 | 129Xe | 124Sn | 100 | M>=3 | Phys | 529221 |  Reglages toutes couronnes |
| 4504 | 12-SEP-98 15:10:58 | 129Xe | 124Sn | 100 | M>=3 | Phys | 198694 |  Reglages toutes couronnes |
| 4505 | 12-SEP-98 16:06:55 | 129Xe | 124Sn | 100 | M>=3 | Phys | 4968 |  Reglages toutes couronnes |
| 4506 | 12-SEP-98 16:32:01 | 129Xe | 124Sn | 100 | M>=3 | Phys | 218192 |  Reglages toutes couronnes |
| 4507 | 12-SEP-98 17:41:15 | 129Xe | 124Sn | 100 | M>=3 | Phys | 81369 |  Reglages toutes couronnes |
| 4508 | 12-SEP-98 18:20:45 | 129Xe | 124Sn | 100 | M>=3 | Phys | 441932 |  Reglages Couronne 1 |
| 4509 | 12-SEP-98 19:51:46 | 129Xe | 124Sn | 100 | M>=3 | Phys | 430541 |  Reglages Couronne 1 |
| 4510 | 12-SEP-98 21:27:38 | 129Xe | 124Sn | 100 | M>=3 | Phys | 528575 |  Reglages Couronne 1 |
| 4511 | 12-SEP-98 23:23:36 | 129Xe | 124Sn | 100 | M>=3 | Phys | 48738 |  Reglages Couronne 1 |
| 4512 | 13-SEP-98 02:13:26 | 129Xe | 124Sn | 100 | M>=3 | Phys | 520011 |  On ne touche plus aux detecteurs |
| 4513 | 13-SEP-98 03:26:51 | 129Xe | 124Sn | 100 | M>=3 | Phys | 137472 |
| 4514 | 13-SEP-98 03:49:17 | 129Xe | 124Sn | 100 | M>=3 | Phys | 517925 |
| 4515 | 13-SEP-98 04:58:53 | 129Xe | 124Sn | 100 | M>=3 | Phys | 523079 |
| 4516 | 13-SEP-98 06:08:38 | 129Xe | 124Sn | 100 | M>=3 | Phys | 517547 |
| 4517 | 13-SEP-98 07:17:04 | 129Xe | 124Sn | 100 | M>=3 | Phys | 521484 |
| 4518 | 13-SEP-98 08:27:53 | 129Xe | 124Sn | 100 | M>=3 | Phys | 382147 |
| 4519 | 13-SEP-98 09:22:11 | 129Xe | 124Sn | 100 | M>=3 | Phys | 523336 |
| 4520 | 13-SEP-98 10:21:56 | 129Xe | 124Sn | 100 | M>=3 | Phys | 521364 |
| 4521 | 13-SEP-98 11:33:58 | 129Xe | 124Sn | 100 | M>=3 | Phys | 521487 |
| 4522 | 13-SEP-98 12:34:03 | 129Xe | 124Sn | 100 | M>=3 | Phys | 526223 |
| 4523 | 13-SEP-98 13:36:07 | 129Xe | 124Sn | 100 | M>=3 | Phys | 523864 |
| 4524 | 13-SEP-98 14:35:36 | 129Xe | 124Sn | 100 | M>=3 | Phys | 521871 |
| 4525 | 13-SEP-98 15:34:19 | 129Xe | 124Sn | 100 | M>=3 | Phys | 517663 |
| 4526 | 13-SEP-98 16:32:50 | 129Xe | 124Sn | 100 | M>=3 | Phys | 518908 |
| 4527 | 13-SEP-98 17:30:51 | 129Xe | 124Sn | 100 | M>=3 | Phys | 519069 |
| 4528 | 13-SEP-98 18:29:06 | 129Xe | 124Sn | 100 | M>=3 | Phys | 265715 | A partir de ce run  evts lus au lieu de evts sauves |
| 4529 | 13-SEP-98 20:53:58 | 129Xe | 124Sn | 100 | M>=3 | Phys | 517184 | Probleme: il y a plus d evenement sauves que lus |
| 4530 | 13-SEP-98 21:54:07 | 129Xe | 124Sn | 100 | M>=3 | Phys | 273737 | Probleme: il y a plus d evenement sauves que lus |
| 4531 | 13-SEP-98 22:25:01 | 129Xe | 124Sn | 100 | M>=3 | Phys | 216674 | Probleme: il y a plus d evenement sauves que lus |
| 4532 | 13-SEP-98 22:57:52 | 129Xe | 124Sn | 100 | M>=3 | Phys | 147652 | Probleme: il y a plus d evenement sauves que lus |
| 4533 | 13-SEP-98 23:13:43 | 129Xe | 124Sn | 100 | M>=3 | Phys | 82175 |  Probleme: il y a plus d evenement sauves que lus |
| 4534 | 13-SEP-98 23:25:26 | 129Xe | 124Sn | 100 | M>=3 | Phys | 15058 |  Run a intensite reduite par 2 |
| 4535 | 13-SEP-98 23:32:15 | 129Xe | 124Sn | 100 | M>=3 | Phys | 34431 |  Probleme: il y a plus d evenement sauves que lus |
| 4536 | 14-SEP-98 00:11:59 | 129Xe | 124Sn | 100 | M>=3 | Phys | 524399 |  Probleme: il y a plus d evenement sauves que lus |
| 4537 | 14-SEP-98 01:06:40 | 129Xe | 124Sn | 100 | M>=3 | Phys | 354028 |  Probleme: il y a plus d evenement sauves que lus |
| 4538 | 14-SEP-98 01:59:44 | 129Xe | 124Sn | 100 | M>=3 | Phys | 528914 |  Probleme: il y a plus d evenement sauves que lus |
| 4539 | 14-SEP-98 02:50:15 | 129Xe | 124Sn | 100 | M>=3 | Phys | 537388 |  Probleme: il y a plus d evenement sauves que lus |
| 4540 | 14-SEP-98 03:37:59 | 129Xe | 124Sn | 100 | M>=3 | Phys | 301995 |  Probleme: il y a plus d evenement sauves que lus |
| 4541 | 14-SEP-98 05:04:19 |  |  |   |  | Bad | 131140 |  changement du deversement de 1.5sec a 2sec PAS DE FEUILLE DE RUN |
| 4542 | 14-SEP-98 05:15:48 | 129Xe | 124Sn | 100 | M>=3 | Phys | 9906 |
| 4543 | 14-SEP-98 05:24:21 | 129Xe | 124Sn | 100 | M>=3 | Phys | 525346 |
| 4544 | 14-SEP-98 06:08:31 | 129Xe | 124Sn | 100 | M>=3 | Phys | 526980 |
| 4545 | 14-SEP-98 06:50:32 | 129Xe | 124Sn | 100 | M>=3 | Phys | 526100 |
| 4546 | 14-SEP-98 07:31:57 | 129Xe | 124Sn | 100 | M>=3 | Phys | 528979 |
| 4547 | 14-SEP-98 08:14:47 | 129Xe | 124Sn | 100 | M>=3 | Phys | 523933 |
| 4548 | 14-SEP-98 08:57:19 | 129Xe | 124Sn | 100 | M>=3 | Phys | 526254 |
| 4549 | 14-SEP-98 09:43:17 | 129Xe | 124Sn | 100 | M>=3 | Phys | 191166 |  Rq: Events sauves est a nouveau environ egal a events lu |
| 4550 | 14-SEP-98 10:06:47 | 129Xe | 124Sn | 100 | M>=3 | Phys | 169216 |  Arret brutal du RUN |
| 4551 | 14-SEP-98 11:34:19 | 129Xe | 124Sn | 100 | M>=3 | Phys | 120156 |  (arret normal) |
| 4552 | 14-SEP-98 11:47:46 | 129Xe | 124Sn | 100 | M>=3 | Phys | 151636 |
| 4553 | 14-SEP-98 13:27:49 | 129Xe | 124Sn | 100 | M>=3 | Phys | 519595 |
| 4554 | 14-SEP-98 14:14:46 | 129Xe | 124Sn | 100 | M>=3 | Phys | 517487 |
| 4555 | 14-SEP-98 15:00:25 | 129Xe | 124Sn | 100 | M>=3 | Phys | 521271 |
| 4556 | 14-SEP-98 15:50:47 | 129Xe | 124Sn | 100 | M>=3 | Phys | 114841 |
| 4557 | 14-SEP-98 16:28:41 | 129Xe | 124Sn | 100 | M>=3 | Phys | 521017 |
| 4558 | 14-SEP-98 17:16:21 | 129Xe | 124Sn | 100 | M>=3 | Phys | 438674 |
| 4559 | 14-SEP-98 18:08:51 | 129Xe | 124Sn | 100 | M>=1 | Phys | 1647635 |  Run en multiplicite 1 |
| 4560 | 14-SEP-98 19:03:33 | 129Xe | 124Sn | 100 | M>=3 | Phys | 519086 |
| 4561 | 14-SEP-98 19:52:25 | 129Xe | 124Sn | 100 | M>=3 | Phys | 522890 |
| 4562 | 14-SEP-98 20:44:11 | 129Xe | 124Sn | 100 | M>=3 | Phys | 519350 |
| 4563 | 14-SEP-98 21:36:29 | 129Xe | 124Sn | 100 | M>=3 | Phys | 23515 |
| 4564 | 14-SEP-98 23:26:09 | 129Xe | 124Sn | 80 | M>=3 | Phys | 534104 |
| 4565 | 15-SEP-98 00:33:11 | 129Xe | 124Sn | 80 | M>=3 | Phys | 532577 |
| 4566 | 15-SEP-98 01:35:10 | 129Xe | 124Sn | 80 | M>=3 | Phys | 536589 |
| 4567 | 15-SEP-98 02:40:12 | 129Xe | 124Sn | 80 | M>=3 | Phys | 532077 |
| 4568 | 15-SEP-98 03:51:10 | 129Xe | 124Sn | 80 | M>=3 | Phys | 533503 |
| 4569 | 15-SEP-98 05:02:39 | 129Xe | 124Sn | 80 | M>=3 | Phys | 534478 |
| 4570 | 15-SEP-98 06:01:28 | 129Xe | 124Sn | 80 | M>=3 | Phys | 534885 |
| 4571 | 15-SEP-98 07:06:23 | 129Xe | 124Sn | 80 | M>=3 | Phys | 535216 |
| 4572 | 15-SEP-98 08:09:03 | 129Xe | 124Sn | 80 | M>=3 | Phys | 531616 |
| 4573 | 15-SEP-98 09:13:24 | 129Xe | 124Sn | 80 | M>=3 | Phys | 117299 |
| 4574 | 15-SEP-98 10:22:41 | 129Xe | 124Sn | 80 | M>=3 | Phys | 534174 |
| 4575 | 15-SEP-98 11:22:09 | 129Xe | 124Sn | 80 | M>=3 | Phys | 536848 |
| 4576 | 15-SEP-98 12:19:05 | 129Xe | 124Sn | 80 | M>=3 | Phys | 240495 | Arret pour Tuning machine |
| 4577 | 15-SEP-98 12:57:54 | 129Xe | 124Sn | 80 | M>=3 | Phys | 150740 |
| 4578 | 15-SEP-98 13:51:27 |  |  |   |  | Pedestal | 5508 |  Piedestaux Silicium |
| 4579 | 15-SEP-98 14:07:31 |  |  |   |  | Pedestal | 7480 |  Piedestaux CSi |
| 4580 | 15-SEP-98 16:56:33 | 129Xe | 124Sn | 80 | M>=3 | Phys | 435789 |
| 4581 | 15-SEP-98 18:56:34 | 129Xe | 124Sn | 80 | M>=3 | Phys | 84773 |
| 4582 | 15-SEP-98 19:34:48 | 129Xe | 124Sn | 80 | M>=3 | Phys | 331380 |
| 4583 | 15-SEP-98 20:43:33 | 129Xe | 124Sn | 80 | M>=3 | Phys | 205985 |
| 4584 | 15-SEP-98 21:31:18 | 129Xe | 124Sn | 80 | M>=3 | Phys | 528516 |
| 4585 | 15-SEP-98 23:05:39 | 129Xe | 124Sn | 80 | M>=3 | Phys | 531507 |
| 4586 | 16-SEP-98 00:22:28 | 129Xe | 124Sn | 80 | M>=3 | Phys | 548900 |
| 4587 | 16-SEP-98 01:14:08 | 129Xe | 124Sn | 80 | M>=3 | Phys | 544782 |
| 4588 | 16-SEP-98 02:05:18 | 129Xe | 124Sn | 80 | M>=3 | Phys | 538718 |
| 4589 | 16-SEP-98 02:55:11 | 129Xe | 124Sn | 80 | M>=3 | Phys | 535621 |
| 4590 | 16-SEP-98 03:44:26 | 129Xe | 124Sn | 80 | M>=3 | Phys | 541291 |
| 4591 | 16-SEP-98 04:34:03 | 129Xe | 124Sn | 80 | M>=3 | Phys | 256417 |
| 4592 | 16-SEP-98 05:06:53 | 129Xe | 124Sn | 80 | M>=3 | Phys | 541323 |
| 4593 | 16-SEP-98 05:56:43 | 129Xe | 124Sn | 80 | M>=3 | Phys | 301726 |
| 4594 | 16-SEP-98 07:36:20 | 129Xe | 124Sn | 80 | M>=1 | Phys | 1373987 |
| 4595 | 16-SEP-98 09:58:40 | 129Xe | 124Sn | 65 | M>=3 | Phys | 551592 |
| 4596 | 16-SEP-98 11:07:59 | 129Xe | 124Sn | 65 | M>=3 | Phys | 554833 |
| 4597 | 16-SEP-98 12:18:14 | 129Xe | 124Sn | 65 | M>=3 | Phys | 554492 |
| 4598 | 16-SEP-98 13:27:25 | 129Xe | 124Sn | 65 | M>=3 | Phys | 298318 |
| 4599 | 16-SEP-98 14:10:03 | 129Xe | 124Sn | 65 | M>=3 | Phys | 532036 | les echelles ne se reinitialisent plus (faraday  gene) |
| 4600 | 16-SEP-98 15:18:02 | 129Xe | 124Sn | 65 | M>=3 | Phys | 380715 | les echelles ne se reinitialisent plus (faraday  gene) |
| 4601 | 16-SEP-98 16:14:08 | 129Xe | 124Sn | 65 | M>=3 | Phys | 205094 | les echelles ne se reinitialisent plus (faraday  gene) |
| 4602 | 16-SEP-98 16:57:10 | 129Xe | 124Sn | 65 | M>=3 | Phys | 225084 | les echelles ne se reinitialisent plus (faraday  gene) |
| 4604 | 16-SEP-98 18:25:03 |  |  |   |  | Automate | 203942 |  run automate Si |
| 4605 | 16-SEP-98 20:02:28 |  |  |   |  | Automate | 172240 |  run automate chio |
| 4606 | 16-SEP-98 23:12:20 | 129Xe | 124Sn | 65 | M>=3 | Phys | 557470 |
| 4607 | 17-SEP-98 00:27:20 | 129Xe | 124Sn | 65 | M>=3 | Phys | 333639 |
| 4608 | 17-SEP-98 01:28:20 | 129Xe | 124Sn | 65 | M>=3 | Phys | 15739 |  Runs tres court car probleme faisceau. |
| 4609 | 17-SEP-98 01:45:05 | 129Xe | 124Sn | 65 | M>=3 | Phys | 30717 |  Runs tres court car probleme faisceau. |
| 4610 | 17-SEP-98 01:51:52 | 129Xe | 124Sn | 65 | M>=3 | Phys | 555227 |  Attention : Nombreux arrets faisceaux donc taux de cosmique + important |
| 4611 | 17-SEP-98 03:09:45 | 129Xe | 124Sn | 65 | M>=3 | Phys | 550070 |  Attention : meme chose et CSI couronne 1 pas en marche (aussi run 4610)80 |
| 4612 | 17-SEP-98 04:29:59 | 129Xe | 124Sn | 65 | M>=3 | Phys | 557329 |  Situation redevenu normale |
| 4613 | 17-SEP-98 05:43:48 | 129Xe | 124Sn | 65 | M>=3 | Phys | 550333 |  Arrets faisceaux nombreux |
| 4614 | 17-SEP-98 07:01:04 | 129Xe | 124Sn | 65 | M>=3 | Phys | 449927 |  Arrets faisceaux nombreux |
| 4615 | 17-SEP-98 08:06:02 | 129Xe | 124Sn | 65 | M>=3 | Phys | 557411 |  Arrets faisceaux nombreux |
| 4616 | 17-SEP-98 09:10:14 | 129Xe | 124Sn | 65 | M>=3 | Phys | 552623 |  Arrets faisceaux nombreux |
| 4617 | 17-SEP-98 10:14:46 | 129Xe | 124Sn | 65 | M>=3 | Phys | 560035 |
| 4618 | 17-SEP-98 11:17:03 | 129Xe | 124Sn | 65 | M>=3 | Phys | 555524 |
| 4619 | 17-SEP-98 12:18:38 | 129Xe | 124Sn | 65 | M>=3 | Phys | 372146 |  Arret sur disjonction HT |
| 4620 | 17-SEP-98 13:41:40 | 129Xe | 124Sn | 65 | M>=3 | Phys | 558837 |
| 4621 | 17-SEP-98 14:44:02 | 129Xe | 124Sn | 65 | M>=3 | Phys | 561570 |
| 4622 | 17-SEP-98 15:46:16 | 129Xe | 124Sn | 65 | M>=3 | Phys | 556327 |
| 4623 | 17-SEP-98 16:48:00 | 129Xe | 124Sn | 65 | M>=3 | Phys | 540805 |
| 4624 | 17-SEP-98 18:01:31 | 129Xe | 124Sn | 65 | M>=1 | Phys | 1248465 |  RUN SINGLES |
| 4625 | 17-SEP-98 21:12:51 | 129Xe | natSn | 50 | M>=3 | Phys | 558956 |
| 4626 | 17-SEP-98 22:52:08 | 129Xe | natSn | 50 | M>=3 | Phys | 578930 |
| 4627 | 18-SEP-98 00:10:36 | 129Xe | natSn | 50 | M>=3 | Phys | 577114 |
| 4628 | 18-SEP-98 01:31:40 | 129Xe | natSn | 50 | M>=3 | Phys | 571572 |
| 4629 | 18-SEP-98 03:03:10 | 129Xe | natSn | 50 | M>=3 | Phys | 567820 |
| 4630 | 18-SEP-98 04:36:34 | 129Xe | natSn | 50 | M>=3 | Phys | 572241 |
| 4631 | 18-SEP-98 06:09:46 | 129Xe | natSn | 50 | M>=3 | Phys | 573210 |  Beaucoup de disjonctions HT couronne 2-3 |
| 4632 | 18-SEP-98 07:38:03 | 129Xe | natSn | 50 | M>=3 | Phys | 576741 |
| 4633 | 18-SEP-98 09:00:31 | 129Xe | natSn | 50 | M>=3 | Phys | 147452 |
| 4634 | 18-SEP-98 10:17:15 | 129Xe | natSn | 50 | M>=3 | Phys | 579123 |
| 4635 | 18-SEP-98 11:33:38 | 129Xe | natSn | 50 | M>=3 | Phys | 579583 |
| 4636 | 18-SEP-98 12:51:11 | 129Xe | natSn | 50 | M>=3 | Phys | 317785 |
| 4637 | 18-SEP-98 14:17:13 |  |  |   |  | Unknown | 10554 |
| 4638 | 18-SEP-98 14:26:27 |  |  |   |  | Pedestal | 6459 |  Run piedestal CsI |
| 4639 | 18-SEP-98 14:38:00 |  |  |   | M>=1 | Cosmics | 1127564 |  Cosmiques (singles) |
| 4640 | 18-SEP-98 16:05:02 |  |  |   | M>=1 | Alpha | 829047 |  Source Alpha 3 pics couronne 2-9 |
| 4641 | 18-SEP-98 16:56:51 |  |  |   | M>=1 | Alpha | 129762 |  Source Alpha 3 pics couronne 1-5 |
| 4642 | 18-SEP-98 18:09:55 |  |  |   | M>=1 | Alpha | 793879 |  Source Alpha 3 pics couronne 10-12 |
| 4643 | 18-SEP-98 18:48:23 |  |  |   | M>=1 | Alpha | 2046832 |  Source Alpha 3 pics couronne 13-17 |
| 4644 | 18-SEP-98 19:26:04 |  |  |   | M>=1 | Alpha | 450907 |  Source Alpha 3 pics couronne 13-17 |
| 4645 | 18-SEP-98 22:13:18 | 129Xe | 112Sn | 100 | M>=3 | Phys | 522631 |
| 4646 | 18-SEP-98 23:01:23 | 129Xe | 112Sn | 100 | M>=3 | Phys | 401740 |
| 4647 | 18-SEP-98 23:44:46 | 129Xe | 112Sn | 100 | M>=3 | Phys | 196573 |
| 4648 | 19-SEP-98 00:07:31 | 129Xe | 112Sn | 100 | M>=3 | Phys | 526528 |
| 4649 | 19-SEP-98 00:56:42 | 129Xe | 112Sn | 100 | M>=3 | Phys | 92742 |
| 4650 | 19-SEP-98 01:07:57 | 129Xe | 112Sn | 100 | M>=3 | Phys | 522911 |
| 4651 | 19-SEP-98 01:56:19 | 129Xe | 112Sn | 100 | M>=3 | Phys | 520771 |
| 4652 | 19-SEP-98 02:44:22 | 129Xe | 112Sn | 100 | M>=3 | Phys | 318823 |  Plantage erreur VME |
| 4653 | 19-SEP-98 03:15:56 | 129Xe | 112Sn | 100 | M>=3 | Phys | 520226 |
| 4654 | 19-SEP-98 04:04:08 | 129Xe | 112Sn | 100 | M>=3 | Phys | 522480 |
| 4655 | 19-SEP-98 04:53:03 | 129Xe | 112Sn | 100 | M>=3 | Phys | 274374 |
| 4656 | 19-SEP-98 05:28:15 | 129Xe | 112Sn | 100 | M>=3 | Phys | 521681 |
| 4657 | 19-SEP-98 06:16:24 | 129Xe | 112Sn | 100 | M>=3 | Phys | 0 |  fausse maneuvre acquisition |
| 4658 | 19-SEP-98 06:23:02 | 129Xe | 112Sn | 100 | M>=3 | Phys | 521483 |
| 4659 | 19-SEP-98 07:10:53 | 129Xe | 112Sn | 100 | M>=3 | Phys | 523207 |
| 4660 | 19-SEP-98 07:58:38 | 129Xe | 112Sn | 100 | M>=3 | Phys | 519255 |
| 4661 | 19-SEP-98 08:46:35 | 129Xe | 112Sn | 100 | M>=3 | Phys | 520377 |
| 4662 | 19-SEP-98 09:34:43 | 129Xe | 112Sn | 100 | M>=3 | Phys | 519198 |
| 4663 | 19-SEP-98 10:21:31 | 129Xe | 112Sn | 100 | M>=3 | Phys | 513050 |
| 4664 | 19-SEP-98 11:42:56 | 129Xe | 112Sn | 100 | M>=3 | Phys | 519592 |
| 4665 | 19-SEP-98 12:29:32 | 129Xe | 112Sn | 100 | M>=3 | Phys | 520341 |
| 4666 | 19-SEP-98 13:16:01 | 129Xe | 112Sn | 100 | M>=3 | Phys | 524758 |
| 4667 | 19-SEP-98 14:02:55 | 129Xe | 112Sn | 100 | M>=3 | Phys | 521169 |
| 4668 | 19-SEP-98 14:58:45 | 129Xe | 112Sn | 100 | M>=3 | Phys | 132805 |
| 4669 | 19-SEP-98 15:45:39 | 129Xe | 112Sn | 100 | M>=3 | Phys | 523791 |
| 4670 | 19-SEP-98 16:37:34 | 129Xe | 112Sn | 100 | M>=3 | Phys | 529008 |
| 4671 | 19-SEP-98 17:25:26 | 129Xe | 112Sn | 100 | M>=3 | Phys | 529576 |
| 4672 | 19-SEP-98 18:14:38 | 129Xe | 112Sn | 100 | M>=3 | Phys | 122639 |
| 4673 | 19-SEP-98 18:36:03 | 129Xe | 112Sn | 100 | M>=3 | Phys | 523720 |
| 4674 | 19-SEP-98 19:24:12 | 129Xe | 112Sn | 100 | M>=3 | Phys | 527956 |  FIN sur ERREUR TAPE DRIVER (apres verif. EOF existant) |
| 4676 | 19-SEP-98 20:20:33 | 129Xe | 112Sn | 100 | M>=3 | Phys | 526379 |
| 4677 | 19-SEP-98 21:09:07 | 129Xe | 112Sn | 100 | M>=3 | Phys | 528492 |
| 4678 | 19-SEP-98 21:57:21 | 129Xe | 112Sn | 100 | M>=3 | Phys | 527807 |
| 4679 | 19-SEP-98 22:45:45 | 129Xe | 112Sn | 100 | M>=3 | Phys | 526684 |
| 4680 | 19-SEP-98 23:33:48 | 129Xe | 112Sn | 100 | M>=3 | Phys | 526893 |
| 4681 | 20-SEP-98 00:21:51 | 129Xe | 112Sn | 100 | M>=3 | Phys | 527564 |
| 4682 | 20-SEP-98 01:09:27 | 129Xe | 112Sn | 100 | M>=3 | Phys | 527442 |
| 4683 | 20-SEP-98 01:57:11 | 129Xe | 112Sn | 100 | M>=3 | Phys | 526877 |
| 4684 | 20-SEP-98 02:44:55 | 129Xe | 112Sn | 100 | M>=3 | Phys | 528461 |
| 4685 | 20-SEP-98 03:33:21 | 129Xe | 112Sn | 100 | M>=3 | Phys | 527978 |
| 4686 | 20-SEP-98 04:23:21 | 129Xe | 112Sn | 100 | M>=3 | Phys | 528572 |
| 4687 | 20-SEP-98 05:11:41 | 129Xe | 112Sn | 100 | M>=3 | Phys | 399064 |
| 4688 | 20-SEP-98 05:53:38 | 129Xe | 112Sn | 100 | M>=3 | Phys | 204020 |
| 4689 | 20-SEP-98 06:17:09 | 129Xe | 112Sn | 100 | M>=1 | Phys | 1633137 |
| 4690 | 20-SEP-98 12:18:57 | 129Xe | 124Sn | 150 | M>=3 | Phys | 511313 |
| 4691 | 20-SEP-98 13:10:59 | 129Xe | 124Sn | 150 | M>=3 | Phys | 511146 |
| 4692 | 20-SEP-98 14:02:56 | 129Xe | 124Sn | 150 | M>=3 | Phys | 511452 |
| 4693 | 20-SEP-98 14:55:25 | 129Xe | 124Sn | 150 | M>=3 | Phys | 510044 |
| 4694 | 20-SEP-98 15:47:22 | 129Xe | 124Sn | 150 | M>=3 | Phys | 510633 |
| 4695 | 20-SEP-98 16:39:51 | 129Xe | 124Sn | 150 | M>=3 | Phys | 303573 |
| 4696 | 20-SEP-98 17:44:37 |  |  |   |  | Automate | 204824 |  automate Silicium |
| 4697 | 20-SEP-98 19:22:09 |  |  |   |  | Automate | 172885 |  automate ChIo |
| 4698 | 20-SEP-98 23:25:41 | 129Xe | 124Sn | 150 | M>=3 | Bad | 11121 |  RUN BIDON |
| 4699 | 20-SEP-98 23:32:24 | 129Xe | 124Sn | 150 | M>=3 | Bad | 0 |  RUN BIDON |
| 4700 | 20-SEP-98 23:36:35 | 129Xe | 124Sn | 150 | M>=3 | Phys | 490264 |  Arret sur Fatal Error VME. |
| 4701 | 21-SEP-98 00:25:50 | 129Xe | 124Sn | 150 | M>=3 | Phys | 124741 |  Arret sur Fatal Error VME. |
| 4702 | 21-SEP-98 00:40:02 | 129Xe | 124Sn | 150 | M>=3 | Phys | 220790 |  Arret sur Fatal Error VME. |
| 4703 | 21-SEP-98 01:04:54 | 129Xe | 124Sn | 150 | M>=3 | Phys | 515930 |
| 4704 | 21-SEP-98 01:56:43 | 129Xe | 124Sn | 150 | M>=3 | Phys | 517576 |  Plein de disjonctions HT |
| 4705 | 21-SEP-98 02:47:05 | 129Xe | 124Sn | 150 | M>=3 | Phys | 513404 |
| 4706 | 21-SEP-98 03:36:46 | 129Xe | 124Sn | 150 | M>=3 | Phys | 532357 |  Plein de disjonctions HT |
| 4707 | 21-SEP-98 04:30:46 | 129Xe | 124Sn | 150 | M>=3 | Phys | 518822 |  Plein de disjonctions HT |
| 4708 | 21-SEP-98 05:20:12 | 129Xe | 124Sn | 150 | M>=3 | Phys | 519253 |
| 4709 | 21-SEP-98 06:09:31 | 129Xe | 124Sn | 150 | M>=3 | Phys | 514007 |
| 4710 | 21-SEP-98 07:00:04 | 129Xe | 124Sn | 150 | M>=3 | Phys | 514525 |
| 4711 | 21-SEP-98 07:50:26 | 129Xe | 124Sn | 150 | M>=3 | Phys | 0 |  arret sur probleme VME |
| 4712 | 21-SEP-98 07:55:39 | 129Xe | 124Sn | 150 | M>=3 | Phys | 244093 |
| 4713 | 21-SEP-98 08:27:22 |  |  |   |  | Unknown | 375559 |
| 4714 | 21-SEP-98 08:51:51 |  |  |   |  | Pedestal | 3973 |  Piedestaux ChIo  Si  Etalons |
| 4715 | 21-SEP-98 08:57:16 |  |  |   |  | Pedestal | 5128 |  Piedestaux CsI |
| 4716 | 21-SEP-98 10:37:40 |  |  |   | M>=1 | Alpha | 579957 |  Source alphas couronnes 1-12 |
| 4717 | 21-SEP-98 10:59:35 |  |  |   | M>=1 | Alpha | 1792873 |  Source Alphas couronnes 1-9 |
| 4718 | 21-SEP-98 12:51:06 |  |  |   | M>=1 | Alpha | 1983466 |  Source Alphas couronne 13-17 |
| 4719 | 21-SEP-98 13:26:52 |  |  |   | M>=1 | Alpha | 690109 |  Source Alphas couronne 13-17 |
| 4720 | 21-SEP-98 19:04:34 | 124Xe | 112Sn | 100 | M>=3 | Phys | 604065 |
| 4721 | 21-SEP-98 20:59:58 | 124Xe | 112Sn | 100 | M>=3 | Phys | 607850 |
| 4722 | 21-SEP-98 22:54:19 | 124Xe | 112Sn | 100 | M>=3 | Phys | 583952 |
| 4723 | 22-SEP-98 00:25:09 | 124Xe | 112Sn | 100 | M>=3 | Phys | 572985 |
| 4724 | 22-SEP-98 01:38:49 | 124Xe | 112Sn | 100 | M>=3 | Phys | 575418 |
| 4725 | 22-SEP-98 02:58:51 | 124Xe | 112Sn | 100 | M>=3 | Phys | 569755 |
| 4726 | 22-SEP-98 04:09:07 | 124Xe | 112Sn | 100 | M>=3 | Phys | 568904 |
| 4727 | 22-SEP-98 05:18:47 | 124Xe | 112Sn | 100 | M>=3 | Phys | 572418 |
