# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : SILI_CSI_1002
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> CSI_R
<VARY> SILI_GG
<PARAMETER> IDTelescopes=SILI_CSI_1002
<PARAMETER> Grid Type=GG
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=1 A=1
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=1 A=1
1	1
5
59.808   1798.91
150.248   1538.93
264.488   1294.71
385.868   1058.36
516.768   829.894
+KVIDZALine
ID:Z=1 A=2
1	2
10
52.668   2492.19
147.868   2232.21
250.208   2003.74
335.888   1791.03
454.888   1546.81
585.788   1341.98
714.308   1192.29
857.108   1034.73
983.248   932.311
1116.53   845.651
+KVIDZALine
ID:Z=1 A=3
1	3
9
62.188   2949.13
190.708   2618.24
293.048   2350.39
416.808   2074.65
540.568   1822.55
697.648   1594.08
847.588   1420.76
1002.29   1286.83
1187.93   1145.02
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : SILI_CSI_1403
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> CSI_R
<VARY> SILI_GG
<PARAMETER> IDTelescopes=SILI_CSI_1403
<PARAMETER> Grid Type=GG
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=1 A=1
1	1
11
37.6496   1942.08
96.0222   1788.82
168.404   1572.45
224.442   1419.18
306.164   1220.84
397.225   1040.53
530.314   869.235
602.696   788.095
749.795   679.909
903.899   571.723
1153.73   481.567
+KVIDZALine
ID:Z=1 A=2
1	2
9
42.3194   2681.36
121.706   2419.91
203.428   2194.52
327.178   1860.94
455.597   1581.46
565.338   1374.11
717.107   1193.79
875.88   1040.53
1039.32   923.329
+KVIDZALine
ID:Z=1 A=3
1	3
10
46.9892   3150.17
107.697   2978.87
208.098   2708.4
313.168   2410.89
429.914   2122.39
555.998   1887.99
698.427   1635.56
861.871   1446.23
980.951   1311
1153.73   1175.76
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : SILI_CSI_1503
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> CSI_R
<VARY> SILI_GG
<PARAMETER> IDTelescopes=SILI_CSI_1503
<PARAMETER> Grid Type=GG
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=1 A=1
1	1
10
54.4457   1989.19
148.743   1767.27
239.79   1563.1
343.842   1350.05
486.915   1119.26
629.987   941.72
789.318   826.321
1013.68   675.415
1225.04   595.524
1550.2   480.125
+KVIDZALine
ID:Z=1 A=2
1	2
9
41.4391   2743.72
181.26   2433.03
337.339   2095.71
460.902   1829.4
558.451   1687.37
698.272   1483.21
854.351   1305.67
1029.94   1172.52
1329.09   941.72
+KVIDZALine
ID:Z=1 A=3
1	3
8
44.6908   3267.45
197.518   2903.5
350.346   2566.18
577.961   2140.09
747.047   1873.79
1003.93   1589.73
1199.03   1429.95
1390.87   1314.55
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : SILI_CSI_1602
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> CSI_R
<VARY> SILI_GG
<PARAMETER> IDTelescopes=SILI_CSI_1602
<PARAMETER> Grid Type=GG
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=1 A=1
1	1
10
62.7639   2000.49
147.27   1788.78
242.681   1577.07
357.174   1347.71
460.762   1162.46
613.419   977.216
752.446   836.075
962.349   703.754
1218.59   589.077
1376.7   536.149
+KVIDZALine
ID:Z=1 A=2
1	2
7
68.2159   2732.67
163.626   2485.67
294.475   2194.56
455.31   1868.17
646.131   1559.43
861.486   1294.79
1112.28   1074.25
+KVIDZALine
ID:Z=1 A=3
1	3
9
62.7639   3226.66
160.9   3006.13
286.297   2732.67
422.598   2450.38
586.159   2176.92
763.35   1894.64
967.801   1621.18
1134.09   1462.39
1363.07   1312.43
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : SILI_CSI_1702
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> CSI_R
<VARY> SILI_GG
<PARAMETER> IDTelescopes=SILI_CSI_1702
<PARAMETER> Grid Type=GG
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=1 A=1
1	1
11
70.5444   2044.78
330.482   1841.81
732.204   1556.14
1110.29   1323.1
1449   1180.26
1858.6   1007.36
2165.8   917.148
2378.48   857.007
2717.18   796.867
3260.69   706.656
3961.73   608.928
+KVIDZALine
ID:Z=1 A=2
1	2
8
62.6675   2789.02
346.236   2548.46
818.85   2202.65
1449   1849.33
1945.25   1601.25
2543.89   1375.72
3189.8   1195.3
3969.61   1014.88
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : SILI_CSI_1002
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> CSI_R
<VARY> SILI_PG
<PARAMETER> IDTelescopes=SILI_CSI_1002
<PARAMETER> Grid Type=PG
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=2 A=4
2	4
8
54.7602   575.594
194.247   515.598
350.744   448.544
565.076   377.961
762.399   328.553
1058.38   275.616
1388.39   235.031
1687.77   212.091
+KVIDZALine
ID:Z=2 A=3
2	3
8
59.4179   517.605
189.629   460.276
350.744   392.078
527.653   333.847
735.182   280.91
966.525   243.853
1211.48   213.856
1621.95   183.746
+KVIDZALine
ID:Z=2 A=6
2	6
8
71.2552   672.732
217.249   608.658
434.268   524.35
631.557   460.276
919.599   382.712
1126.42   344.434
1511.47   288.287
1898.15   257.937
+KVIDZALine
ID:Z=1 A=2
1	2
8
67.3095   221.324
126.496   195.036
193.575   166.996
288.273   139.831
384.765   121.477
576.316   102.152
734.147   92.5125
907.762   89.0075
+KVIDZALine
ID:Z=1 A=1
1	1
6
44.5539   182.385
115.998   148.372
207.855   117.522
337.135   96.9555
497.034   85.0902
585.489   80.3441
+KVIDZALine
ID:Z=1 A=3
1	3
8
67.3095   256.375
158.063   213.438
221.463   190.295
340.537   159.446
465.834   136.326
627.611   118.801
820.954   106.533
1041.92   96.8939
+KVIDZALine
ID:Z=3 A=6
3	6
6
65.4789   1021.3
193.161   963.375
320.843   903.379
551.494   810.282
848.046   702.704
1099.29   622.02
+KVIDZALine
ID:Z=3 A=7
3	7
8
61.3601   1093.71
213.755   1015.09
370.268   944.755
584.444   857.865
810.977   770.975
1053.98   696.498
1243.45   636.502
1272.28   628.227
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : SILI_CSI_1102
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> CSI_R
<VARY> SILI_PG
<PARAMETER> IDTelescopes=SILI_CSI_1102
<PARAMETER> Grid Type=PG
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=2 A=4
2	4
8
68.4751   516.428
291.866   463.694
687.096   386.62
973.494   339.971
1305.72   299.406
1712.4   262.897
2210.74   230.445
2623.15   208.134
+KVIDZALine
ID:Z=2 A=3
2	3
8
74.2031   463.694
303.322   406.903
496.966   366.93
736.966   322.673
1082.33   279.123
1385.91   246.671
1804.05   214.219
2428.4   177.711
+KVIDZALine
ID:Z=1 A=1
1	1
8
51.2912   168.908
171.579   139.701
286.138   118.932
417.881   102.706
595.448   90.3743
841.751   81.9368
1139.61   76.0955
1426   71.5522
+KVIDZALine
ID:Z=1 A=2
1	2
9
51.2912   210.447
154.395   187.73
268.954   163.067
360.602   146.841
549.625   123.475
784.471   107.898
1105.24   94.2686
1609.3   82.5859
1998.8   77.3936
+KVIDZALine
ID:Z=1 A=3
1	3
10
51.2912   241.601
183.034   208.5
286.138   189.677
412.153   168.908
543.897   150.086
727.192   132.562
956.31   118.283
1265.62   104.653
1695.22   93.6195
2067.54   86.4801
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : SILI_CSI_1202
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> CSI_R
<VARY> SILI_PG
<PARAMETER> IDTelescopes=SILI_CSI_1202
<PARAMETER> Grid Type=PG
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=2 A=4
2	4
6
62.7471   565.106
366.329   504.259
665.32   451.351
1082.33   396.762
1563.48   348.084
2083.05   299.947
+KVIDZALine
ID:Z=2 A=3
2	3
6
74.2031   512.372
266.153   470.277
601.086   411.134
1050.72   350.809
1477.42   305.861
2038.9   256.812
+KVIDZALine
ID:Z=1 A=1
1	1
10
62.7471   178.183
200.218   155.158
343.418   130.738
452.249   119.575
595.448   109.807
795.927   97.9454
1088.05   87.4796
1477.56   80.5025
1821.23   76.3162
2233.65   73.5253
+KVIDZALine
ID:Z=1 A=2
1	2
8
68.4751   224.93
228.858   196.324
389.241   172.601
606.904   146.088
893.303   125.854
1214.07   109.807
1729.59   95.1545
2405.49   83.991
+KVIDZALine
ID:Z=1 A=3
1	3
9
68.4751   259.118
240.314   227.023
394.969   203.301
601.176   177.485
824.567   155.856
1133.88   137.018
1448.92   123.063
2164.91   102.829
2457.04   98.6431
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : SILI_CSI_1304
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> CSI_R
<VARY> SILI_PG
<PARAMETER> IDTelescopes=SILI_CSI_1304
<PARAMETER> Grid Type=PG
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=1 A=1
1	1
4
57.0192   169.842
263.226   136.639
457.977   110.752
556.206   102.347
+KVIDZALine
ID:Z=1 A=2
1	2
5
85.659   210.423
268.954   177.835
457.977   151.375
672.294   131.764
1056.28   108.651
+KVIDZALine
ID:Z=1 A=3
1	3
6
74.2031   241.781
251.77   213.497
475.161   182.139
669.912   159.389
958.051   138.768
1249.76   123.359
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : SILI_CSI_1403
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> CSI_R
<VARY> SILI_PG
<PARAMETER> IDTelescopes=SILI_CSI_1403
<PARAMETER> Grid Type=PG
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=1 A=1
1	1
7
62.7471   177.835
165.851   155.7
263.226   137.254
383.513   120.652
549.625   104.051
750.103   94.2126
1196.84   79.6434
+KVIDZALine
ID:Z=1 A=2
1	2
7
68.4751   225.795
188.762   198.126
343.418   172.301
505.209   149.406
681.368   133.564
984.95   113.274
1355.28   98.1519
+KVIDZALine
ID:Z=1 A=3
1	3
7
57.0192   258.998
171.579   235.018
314.778   211.038
509.529   182.754
704.28   158.774
956.31   139.098
1309.57   120.22
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : SILI_CSI_1503
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> CSI_R
<VARY> SILI_PG
<PARAMETER> IDTelescopes=SILI_CSI_1503
<PARAMETER> Grid Type=PG
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=1 A=1
1	1
7
28.3793   187.162
142.939   166.936
274.325   145.481
476.826   123.967
715.736   106.258
1033.7   91.0226
1587.42   79.593
+KVIDZALine
ID:Z=1 A=2
1	2
6
28.3793   231.659
194.49   207.388
452.249   170.981
692.824   146.71
1047.96   122.438
1445.03   109.175
+KVIDZALine
ID:Z=1 A=3
1	3
6
57.0192   259.975
359.755   216.748
629.816   185.139
916.633   158.928
1188.74   143.464
1451.36   136.069
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : SILI_CSI_1602
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> CSI_R
<VARY> SILI_PG
<PARAMETER> IDTelescopes=SILI_CSI_1602
<PARAMETER> Grid Type=PG
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=1 A=1
1	1
6
68.4751   188.997
309.05   145.245
589.72   117.403
864.643   101.459
1282.8   87.5729
1631.86   82.2861
+KVIDZALine
ID:Z=1 A=2
1	2
6
39.8352   238.714
234.586   202.918
554.269   163.771
885.567   135.696
1175.02   122.001
1502.83   112.415
+KVIDZALine
ID:Z=1 A=3
1	3
6
66.0386   269.222
254.356   235.669
529.857   200.747
847.206   167.879
1049.47   152.13
1293.59   140.489
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : SILI_CSI_1702
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> CSI_R
<VARY> SILI_PG
<PARAMETER> IDTelescopes=SILI_CSI_1702
<PARAMETER> Grid Type=PG
<PARAMETER> Runlist=6000-8900
+KVIDZALine
ID:Z=1 A=1
1	1
7
49.2286   191.025
423.441   169.496
895.808   147.295
1429.52   128.457
1908.02   116.347
2435.6   105.583
2957.05   98.8555
+KVIDZALine
ID:Z=1 A=2
1	2
6
55.3632   240.137
326.234   222.472
853.207   195.945
1411.12   173.533
1993.91   154.022
2858.89   135.185
+KVIDZALine
ID:Z=1 A=3
1	3
6
39.8352   278.646
400.697   250.559
876.119   226.373
1426   206.868
1957.1   188.334
2466.28   173.533
!
