#################################################################
# $Id: kvpeak_base.dat,v 1.3 2006/11/02 16:58:32 cussol Exp $ #
#
# DATABASE OF CALIBRATION PEAKS USED FOR 5TH CAMPAIGN
#
#  --- Includes :    alpha peaks,  elastic peaks ....
#
# la base a le format suivant                                   #
# cour mod type type2 moy d(moy) sigma entrie const run1 run2   #
#                                                               #
# cour          couronne                                        #
#                                                               #
# mod           module                                          #
#                                                               #
# type          type de signal                                  #
#                       1 ChIo_GG (enum EBaseIndra_type::ChIo_GG, see KVINDRA.h)  #
#                       2 ChIo_PG                               #
#                       4 Si _GG                                #
#                       5 Si _PG                                #
#                       7 CsI_R                                #
#                       8 CsI_L                                #
#                                                               #
# type2         ce que l'on regarde                             #
#                       1  1er Pic Thoron                       #
#                       2  2� Pic Thoron                       #
#                       3  Pic �astique                        #
#                       4  1er Pic Thoron ss gaz ds la ChIo     #
#                       5  2e  Pic Thoron ss gaz ds la ChIo     #
# moy           Centro�e de la gaussienne qui "fitte" le pic   #
#                                                               #
# d(moy)        erreur statistique sur moy                      #
#                                                               #
# sigma         largeur de la gaussienne                        #
#                                                               #
# entries       Nombre de coups dans le Pic                     #
#                                                               #
# Constante     Constante multiplicative de l[a gaussienne      #
#                                                               #
# run1          1er#trace on run de la s�ie utilis�           #
# run2          dernier run       
#
# run 6759-6771 calibration alpha gain 1                        #
#################################################################
#Pic alpha extrait du fichier alphapic.root  (arbre R_L ) run alpha # 8447 
#de la 5eme campagne fabrique par le programme analChioCsI.C 
#realise par Josiane et Abdou avec l'aide de John en mars 2005, 
#le programme est :
#/usr2/chbihi/camp5/raw/runalpha/Extract_peaks.cpp, lance_Extract... 
#corrige en Mai 2005 
# meme format que dans les fichiers KVFiles/kvpeak_base.dat 
# avec l'erreur statistic d(moy) = 0 et entries = 0 (nb de coup dans le pic)
# l'erreur a considerer est a deduire de la largeur et du facteur multplicatif de la gaussienne
Run Range : 6001 8842
10    1    7    1    52.7983    0    1.32099    0    684.003    8447    8447
10    1    7    2    71.5122    0    1.37047    0    1157.37    8447    8447
10    1    8    1    48.1364    0    0.982556    0    1013.23    8447    8447
10    1    8    2    55.0826    0    0.960893    0    1721.79    8447    8447
10    2    7    1    70.6653    0    1.53851    0    236.839    8447    8447
10    2    7    2    95.3838    0    1.64708    0    394.978    8447    8447
10    2    8    1    57.3312    0    1.20845    0    360.547    8447    8447
10    2    8    2    66.2979    0    1.12025    0    628.455    8447    8447
10    3    7    1    55.311    0    1.31398    0    679.565    8447    8447
10    3    7    2    74.5405    0    1.3211    0    1172.98    8447    8447
10    3    8    1    50.1181    0    -0.976045    0    979.937    8447    8447
10    3    8    2    57.58    0    0.968659    0    1672.86    8447    8447
10    4    7    1    55.9408    0    1.40291    0    643.402    8447    8447
10    4    7    2    75.1462    0    1.42258    0    1153.98    8447    8447
10    4    8    1    48.4713    0    -1.04025    0    985.15    8447    8447
10    4    8    2    55.6718    0    0.997991    0    1716.66    8447    8447
10    6    7    1    57.2592    0    1.46083    0    578.746    8447    8447
10    6    7    2    78.0814    0    1.49422    0    1047.53    8447    8447
10    6    8    1    52.7847    0    -1.17224    0    776.685    8447    8447
10    6    8    2    61.7609    0    1.16033    0    1415.8    8447    8447
10    7    7    1    53.0699    0    1.53743    0    532.642    8447    8447
10    7    7    2    71.7389    0    1.54464    0    927.899    8447    8447
10    7    8    1    46.337    0    -1.03192    0    827.704    8447    8447
10    7    8    2    53.7446    0    0.995248    0    1458.53    8447    8447
10    8    7    1    49.0697    0    1.32078    0    669.561    8447    8447
10    8    7    2    66.0436    0    1.3817    0    1174.32    8447    8447
10    8    8    1    46.7998    0    0.980572    0    948.736    8447    8447
10    8    8    2    54.0207    0    1.02146    0    1628.27    8447    8447
10    9    7    1    51.4164    0    1.35077    0    588.852    8447    8447
10    9    7    2    70.8848    0    1.30238    0    1057.02    8447    8447
10    9    8    1    47.4664    0    0.998104    0    848.358    8447    8447
10    9    8    2    55.112    0    0.994136    0    1435.97    8447    8447
10    10    7    1    54.9306    0    1.27923    0    691.925    8447    8447
10    10    7    2    74.3846    0    1.32038    0    1224.16    8447    8447
10    10    8    1    47.4935    0    0.989673    0    1000.89    8447    8447
10    10    8    2    54.6043    0    0.984131    0    1712.24    8447    8447
10    11    7    1    57.8402    0    1.60919    0    375.313    8447    8447
10    11    7    2    79.1455    0    1.52363    0    807.344    8447    8447
10    11    8    1    49.9415    0    1.18354    0    602.46    8447    8447
10    11    8    2    57.7695    0    1.08035    0    1234.43    8447    8447
10    12    7    1    58.7508    0    1.35272    0    630.518    8447    8447
10    12    7    2    80.0057    0    1.30414    0    1172.64    8447    8447
10    12    8    1    48.2233    0    0.995442    0    946.598    8447    8447
10    12    8    2    55.9036    0    0.955333    0    1667.11    8447    8447
10    13    7    1    49.8792    0    1.1906    0    710.082    8447    8447
10    13    7    2    68.4788    0    1.30835    0    1148.97    8447    8447
10    13    8    1    46.7327    0    -0.917608    0    993.175    8447    8447
10    13    8    2    54.0728    0    0.911193    0    1686.31    8447    8447
