Run 7646  18-APR-01 14:13:55 
Total    4126 ev.  Physical       0 ev.
-------------------------------------------------------------
 c  m  t   n_phys ave_phys sig_phys  n_gene ave_gene sig_gene
-------------------------------------------------------------
 1  1  7        0    0.000    0.000    4126   14.005    0.082
 1  1  8        0    0.000    0.000    4126   31.862    0.746
 1  2  7        0    0.000    0.000    4126   22.990    0.113
 1  2  8        0    0.000    0.000    4126   37.636    0.798
 1  3  7        0    0.000    0.000    4126   20.939    0.240
 1  3  8        0    0.000    0.000    4126   38.907    0.755
 1  4  7        0    0.000    0.000    4126   22.154    0.361
 1  4  8        0    0.000    0.000    4126   36.086    0.780
 1  5  7        0    0.000    0.000    4126   20.968    0.177
 1  5  8        0    0.000    0.000    4126   36.256    0.799
 1  6  7        0    0.000    0.000    4126   21.929    0.258
 1  6  8        0    0.000    0.000    4126   34.589    0.786
 1  7  7        0    0.000    0.000    4126   16.441    0.497
 1  7  8        0    0.000    0.000    4126   32.879    0.757
 1  8  7        0    0.000    0.000    4126   15.437    0.496
 1  8  8        0    0.000    0.000    4126   31.980    0.805
 1  9  7        0    0.000    0.000    4126   16.377    0.485
 1  9  8        0    0.000    0.000    4126   31.440    0.767
 1 10  7        0    0.000    0.000    4126   15.619    0.486
 1 10  8        0    0.000    0.000    4126   29.602    0.778
 1 11  7        0    0.000    0.000    4126   13.004    0.078
 1 11  8        0    0.000    0.000    4126   31.968    0.770
 1 12  7        0    0.000    0.000    4126   10.044    0.206
 1 12  8        0    0.000    0.000    4126   23.932    0.757
 2  1  7        0    0.000    0.000    4126   22.032    0.177
 2  1  8        0    0.000    0.000    4126   43.546    0.504
 2  3  7        0    0.000    0.000    4126   22.992    0.096
 2  3  8        0    0.000    0.000    4126   44.387    0.497
 2  5  7        0    0.000    0.000    4126   23.753    0.431
 2  5  8        0    0.000    0.000    4126   43.716    0.519
 2  7  7        0    0.000    0.000    4126   24.600    0.490
 2  7  8        0    0.000    0.000    4126   46.670    0.482
 2  9  7        0    0.000    0.000    4126   22.159    0.366
 2  9  8        0    0.000    0.000    4126   40.790    0.464
 2 11  7        0    0.000    0.000    4126   22.991    0.099
 2 11  8        0    0.000    0.000    4126   45.464    0.500
 2 13  7        0    0.000    0.000    4126   17.994    0.084
 2 13  8        0    0.000    0.000    4126   40.141    0.590
 2 15  7        0    0.000    0.000    4126   18.058    0.234
 2 15  8        0    0.000    0.000    4126   37.392    0.489
 2 17  7        0    0.000    0.000    4126   17.892    0.310
 2 17  8        0    0.000    0.000    4126   37.653    0.495
 2 19  7        0    0.000    0.000    4126   16.165    0.371
 2 19  8        0    0.000    0.000    4126   38.344    0.480
 2 21  7        0    0.000    0.000    4126   11.001    0.027
 2 21  8        0    0.000    0.000    4126   31.048    0.288
 2 23  7        0    0.000    0.000    4126   10.635    0.482
 2 23  8        0    0.000    0.000    4126    0.000    0.000
 3  1  7        0    0.000    0.000    4126   17.977    0.150
 3  1  8        0    0.000    0.000    4126   36.705    0.459
 3  2  7        0    0.000    0.000    4126   22.476    0.499
 3  2  8        0    0.000    0.000    4126   40.860    0.504
 3  3  7        0    0.000    0.000    4126   24.328    0.469
 3  3  8        0    0.000    0.000    4126   42.238    0.447
 3  4  7        0    0.000    0.000    4126   24.688    0.463
 3  4  8        0    0.000    0.000    4126   42.969    0.453
 3  5  7        0    0.000    0.000    4126   22.046    0.210
 3  5  8        0    0.000    0.000    4126   40.859    0.559
 3  6  7        0    0.000    0.000    4126   23.008    0.090
 3  6  8        0    0.000    0.000    4126   40.949    0.457
 3  7  7        0    0.000    0.000    4126   25.010    0.102
 3  7  8        0    0.000    0.000    4126   42.254    0.485
 3  8  7        0    0.000    0.000    4126   24.996    0.064
 3  8  8        0    0.000    0.000    4126   44.405    0.502
 3  9  7        0    0.000    0.000    4126   21.514    0.500
 3  9  8        0    0.000    0.000    4126   42.670    0.472
 3 10  7        0    0.000    0.000    4126   23.230    0.421
 3 10  8        0    0.000    0.000    4126   44.010    0.403
 3 11  7        0    0.000    0.000    4126   23.001    0.062
 3 11  8        0    0.000    0.000    4126   44.476    0.500
 3 12  7        0    0.000    0.000    4126   21.556    0.497
 3 12  8        0    0.000    0.000    4126   41.560    0.502
 3 13  7        0    0.000    0.000    4126   17.008    0.094
 3 13  8        0    0.000    0.000    4126   37.388    0.491
 3 14  7        0    0.000    0.000    4126   18.152    0.359
 3 14  8        0    0.000    0.000    4126   40.666    0.484
 3 15  7        0    0.000    0.000    4126   17.756    0.429
 3 15  8        0    0.000    0.000    4126   39.300    0.458
 3 16  7        0    0.000    0.000    4126   15.995    0.076
 3 16  8        0    0.000    0.000    4126   35.588    0.494
 3 17  7        0    0.000    0.000    4126   18.004    0.078
 3 17  8        0    0.000    0.000    4126   35.319    0.481
 3 18  7        0    0.000    0.000    4126   17.939    0.239
 3 18  8        0    0.000    0.000    4126   35.679    0.492
 3 19  7        0    0.000    0.000    4126   17.767    0.423
 3 19  8        0    0.000    0.000    4126   34.563    0.498
 3 20  7        0    0.000    0.000    4126   18.009    0.093
 3 20  8        0    0.000    0.000    4126   35.643    0.485
 3 21  7        0    0.000    0.000    4126   12.169    0.374
 3 21  8        0    0.000    0.000    4126   28.340    0.474
 3 22  7        0    0.000    0.000    4126   10.961    0.194
 3 22  8        0    0.000    0.000    4126   29.020    0.284
 3 23  7        0    0.000    0.000    4126   12.275    0.446
 3 23  8        0    0.000    0.000    4126   32.857    0.384
 3 24  7        0    0.000    0.000    4126   12.125    0.331
 3 24  8        0    0.000    0.000    4126   29.684    0.467
 4  1  7        0    0.000    0.000    4126   26.119    0.324
 4  1  8        0    0.000    0.000    4126   38.411    0.492
 4  2  7        0    0.000    0.000    4126   28.792    0.406
 4  2  8        0    0.000    0.000    4126   41.478    0.502
 4  3  7        0    0.000    0.000    4126   28.055    0.228
 4  3  8        0    0.000    0.000    4126   39.114    0.359
 4  4  7        0    0.000    0.000    4126   30.980    0.140
 4  4  8        0    0.000    0.000    4126   42.226    0.511
 4  5  7        0    0.000    0.000    4126   27.944    0.231
 4  5  8        0    0.000    0.000    4126   38.308    0.466
 4  6  7        0    0.000    0.000    4126   31.021    0.142
 4  6  8        0    0.000    0.000    4126   40.035    0.456
 4  7  7        0    0.000    0.000    4126   31.554    0.497
 4  7  8        0    0.000    0.000    4126   42.567    0.496
 4  8  7        0    0.000    0.000    4126   29.593    0.491
 4  8  8        0    0.000    0.000    4126   41.469    0.499
 4  9  7        0    0.000    0.000    4126   30.057    0.231
 4  9  8        0    0.000    0.000    4126   40.758    0.447
 4 10  7        0    0.000    0.000    4126   30.970    0.170
 4 10  8        0    0.000    0.000    4126   40.031    0.396
 4 11  7        0    0.000    0.000    4126   30.622    0.485
 4 11  8        0    0.000    0.000    4126   39.483    0.502
 4 12  7        0    0.000    0.000    4126   31.291    0.454
 4 12  8        0    0.000    0.000    4126   40.379    0.493
 4 13  7        0    0.000    0.000    4126   27.023    0.151
 4 13  8        0    0.000    0.000    4126   35.770    0.440
 4 14  7        0    0.000    0.000    4126   26.207    0.405
 4 14  8        0    0.000    0.000    4126   36.859    0.392
 4 15  7        0    0.000    0.000    4126   25.314    0.464
 4 15  8        0    0.000    0.000    4126   34.802    0.424
 4 16  7        0    0.000    0.000    4126   27.957    0.203
 4 16  8        0    0.000    0.000    4126   36.740    0.449
 4 17  7        0    0.000    0.000    4126   24.905    0.293
 4 17  8        0    0.000    0.000    4126   34.499    0.500
 4 18  7        0    0.000    0.000    4126   24.017    0.129
 4 18  8        0    0.000    0.000    4126   35.331    0.470
 4 19  7        0    0.000    0.000    4126   24.995    0.074
 4 19  8        0    0.000    0.000    4126   36.243    0.444
 4 20  7        0    0.000    0.000    4126   21.996    0.064
 4 20  8        0    0.000    0.000    4126   31.433    0.496
 4 21  7        0    0.000    0.000    4126   17.366    0.482
 4 21  8        0    0.000    0.000    4126   26.554    0.497
 4 22  7        0    0.000    0.000    4126   20.000    0.022
 4 22  8        0    0.000    0.000    4126   30.429    0.495
 4 23  7        0    0.000    0.000    4126   17.728    0.445
 4 23  8        0    0.000    0.000    4126   27.960    0.249
 4 24  7        0    0.000    0.000    4126   19.000    0.027
 4 24  8        0    0.000    0.000    4126   28.190    0.397
 5  1  7        0    0.000    0.000    4126   23.888    0.315
 5  1  8        0    0.000    0.000    4126   48.143    0.427
 5  2  7        0    0.000    0.000    4126   27.735    0.442
 5  2  8        0    0.000    0.000    4126   47.697    0.547
 5  3  7        0    0.000    0.000    4126   30.019    0.142
 5  3  8        0    0.000    0.000    4126   54.638    0.515
 5  4  7        0    0.000    0.000    4126   29.046    0.210
 5  4  8        0    0.000    0.000    4126   54.226    0.531
 5  5  7        0    0.000    0.000    4126   28.171    0.377
 5  5  8        0    0.000    0.000    4126   52.697    0.478
 5  6  7        0    0.000    0.000    4126   31.786    0.410
 5  6  8        0    0.000    0.000    4126   57.006    0.400
 5  7  7        0    0.000    0.000    4126   30.150    0.357
 5  7  8        0    0.000    0.000    4126   55.294    0.460
 5  8  7        0    0.000    0.000    4126   29.902    0.299
 5  8  8        0    0.000    0.000    4126   52.733    0.452
 5  9  7        0    0.000    0.000    4126   27.548    0.498
 5  9  8        0    0.000    0.000    4126   50.270    0.476
 5 10  7        0    0.000    0.000    4126   28.033    0.179
 5 10  8        0    0.000    0.000    4126   50.765    0.435
 5 11  7        0    0.000    0.000    4126   29.950    0.220
 5 11  8        0    0.000    0.000    4126   52.880    0.446
 5 12  7        0    0.000    0.000    4126   24.144    0.351
 5 12  8        0    0.000    0.000    4126   47.294    0.457
 5 13  7        0    0.000    0.000    4126   23.674    0.469
 5 13  8        0    0.000    0.000    4126   47.215    0.430
 5 14  7        0    0.000    0.000    4126   22.988    0.124
 5 14  8        0    0.000    0.000    4126   46.588    0.497
 5 15  7        0    0.000    0.000    4126   25.334    0.472
 5 15  8        0    0.000    0.000    4126   46.981    0.462
