Run | Tape | Buffers (save) | Events (save) | Faraday1 | Faraday2 | Length (min) | Size (MB) | Gene Direct | Gene Laser | Gene Elect | Gene Test | Gene MRQ | Gene TM | DEC | FC | OK | FT | AVL | OCD | OA | RAZ | Plastic (all) | Plastic (G) | Plastic (C) | Plastic (D) | Temps mort (%) | Trigger | Date (start) | Date (end) | Comments | Cahier | 
253 | 0 | 12708 | 625087 | 14147 | 0 | 5.88333 | 198.562 | 2642997 | 0 | 0 | 0 | 0 | 958262 | 11709573 | 4771440 | 4771424 | 4771424 | 4771424 | 4771424 | 4771424 | 4771428 | 0 | 0 | 0 | 0 | 36.2566 | M>=0 | 27-SEP-2005 16:47:08.00 | 27-SEP-2005 16:53:04.00 | MIRES??? |  | 
254 | 0 | 12705 | 625199 | 16709 | 0 | 6.08333 | 198.516 | 2712861 | 0 | 0 | 0 | 0 | 990698 | 13376097 | 5396650 | 5396634 | 5396634 | 5396634 | 5396634 | 5396634 | 5396638 | 0 | 0 | 0 | 0 | 36.5186 | M>=0 | 27-SEP-2005 16:53:08.00 | 27-SEP-2005 16:59:10.00 | MIRES??? |  | 
255 | 0 | 12703 | 1015174 | 19098 | 0 | 5.5 | 198.484 | 2777315 | 0 | 0 | 0 | 0 | 1023585 | 7362840 | 6411817 | 6411800 | 6411800 | 6411800 | 6411800 | 6411800 | 6411804 | 0 | 0 | 0 | 0 | 36.8552 | M>=0 | 27-SEP-2005 16:59:16.00 | 27-SEP-2005 17:05:01.00 | MIRES??? |  | 
256 | 0 | 12705 | 625255 | 21723 | 0 | 6 | 198.516 | 2846684 | 0 | 0 | 0 | 0 | 1056278 | 9075061 | 7037081 | 7037064 | 7037064 | 7037064 | 7037064 | 7037064 | 7037068 | 0 | 0 | 0 | 0 | 37.1056 | M>=0 | 27-SEP-2005 17:05:06.00 | 27-SEP-2005 17:11:06.00 | MIRES??? |  | 
257 | 0 | 12710 | 625448 | 24361 | 0 | 6.08333 | 198.594 | 2917266 | 0 | 0 | 0 | 0 | 1089843 | 10789482 | 7662526 | 7662509 | 7662509 | 7662509 | 7662509 | 7662509 | 7662513 | 0 | 0 | 0 | 0 | 37.3584 | M>=0 | 27-SEP-2005 17:11:11.00 | 27-SEP-2005 17:17:14.00 | MIRES??? |  | 
258 | 0 | 12708 | 625479 | 27019 | 0 | 6.16667 | 198.562 | 2988863 | 0 | 0 | 0 | 0 | 1123224 | 12517281 | 8288006 | 8287989 | 8287989 | 8287989 | 8287989 | 8287989 | 8287993 | 0 | 0 | 0 | 0 | 37.5803 | M>=0 | 27-SEP-2005 17:17:19.00 | 27-SEP-2005 17:23:24.00 | MIRES??? |  | 
259 | 0 | 12706 | 625529 | 29692 | 0 | 6.23333 | 198.531 | 3061072 | 0 | 0 | 0 | 0 | 1156708 | 14253928 | 8913538 | 8913521 | 8913521 | 8913521 | 8913521 | 8913521 | 8913525 | 0 | 0 | 0 | 0 | 37.7877 | M>=0 | 27-SEP-2005 17:23:29.00 | 27-SEP-2005 17:30:06.00 | MIRES??? |  | 
260 | 0 | 1153 | 56505 | 30011 | 0 | 0.683333 | 18.0156 | 3070455 | 0 | 0 | 0 | 0 | 1161737 | 14458294 | 8970041 | 8970024 | 8970024 | 8970024 | 8970024 | 8970024 | 8970029 | 0 | 0 | 0 | 0 | 37.836 | M>=0 | 27-SEP-2005 17:30:11.00 | 27-SEP-2005 17:31:02.00 | MIRES??? |  | 
261 | 0 | 8096 | 429995 | 60503 | 0 | 50.65 | 126.5 | 3756259 | 0 | 0 | 0 | 0 | 1185018 | 15021656 | 9400037 | 9400020 | 9400020 | 9400020 | 9400020 | 9400020 | 9400025 | 0 | 0 | 0 | 0 | 31.5478 | M>=0 | 27-SEP-2005 17:41:19.00 | 27-SEP-2005 18:32:09.00 | impact=22 ELASTIC |  | 
262 | 0 | 10306 | 546459 | 95967 | 0 | 51.9167 | 161.031 | 4357916 | 0 | 0 | 0 | 0 | 1235189 | 15623537 | 9946507 | 9946490 | 9946490 | 9946490 | 9946490 | 9946490 | 9946495 | 0 | 0 | 0 | 0 | 28.3436 | M>=0 | 27-SEP-2005 18:34:03.00 | 27-SEP-2005 19:26:00.00 | impact=21 ELASTIC |  | 
263 | 0 | 12013 | 154301 | 102617 | 0 | 56.4 | 187.703 | 5261213 | 0 | 166919 | 0 | 709765 | 1317322 | 3054027 | 10113426 | 10113409 | 10113409 | 10113409 | 10113409 | 10113409 | 10113421 | 0 | 0 | 0 | 0 | 28.9429 | M>=0 | 27-SEP-2005 19:50:10.00 | 27-SEP-2005 20:46:22.00 | automates |  | 
264 | 0 | 7528 | 171848 | 102812 | 0 | 62.0167 | 117.625 | 5955738 | 0 | 338767 | 0 | 1404290 | 1317322 | 3248684 | 10285274 | 10285257 | 10285257 | 10285257 | 10285257 | 10285257 | 10285270 | 0 | 0 | 0 | 0 | 28.9429 | M>=0 | 27-SEP-2005 20:46:25.00 | 27-SEP-2005 21:48:26.00 | automates |  | 
265 | 0 | 1063 | 49465 | 102867 | 0 | 17.8833 | 16.6094 | 6156838 | 0 | 388232 | 0 | 1605390 | 1317322 | 3298593 | 10334739 | 10334722 | 10334722 | 10334722 | 10334722 | 10334722 | 10334736 | 0 | 0 | 0 | 0 | 28.9429 | M>=0 | 27-SEP-2005 21:48:29.00 | 27-SEP-2005 22:06:25.00 | automates |  | 
266 | 0 | 983 | 45854 | 102918 | 0 | 16.8167 | 15.3594 | 6346328 | 0 | 434086 | 0 | 1794880 | 1317322 | 3345325 | 10380593 | 10380576 | 10380576 | 10380576 | 10380576 | 10380576 | 10380591 | 0 | 0 | 0 | 0 | 28.9429 | M>=0 | 27-SEP-2005 22:06:29.00 | 27-SEP-2005 22:23:23.00 | automates |  | 
267 | 0 | 8508 | 154276 | 103096 | 0 | 56.5833 | 132.937 | 6982606 | 0 | 588362 | 0 | 2431158 | 1317322 | 3565139 | 10534869 | 10534852 | 10534852 | 10534852 | 10534852 | 10534852 | 10534868 | 0 | 0 | 0 | 0 | 28.9429 | M>=0 | 27-SEP-2005 22:24:03.00 | 27-SEP-2005 23:20:20.00 | automates |  | 
268 | 0 | 4449 | 171886 | 103291 | 0 | 62 | 69.5156 | 7677552 | 0 | 760248 | 0 | 3126104 | 1317322 | 3616170 | 10706755 | 10706738 | 10706738 | 10706738 | 10706738 | 10706738 | 10706755 | 0 | 0 | 0 | 0 | 28.9429 | M>=0 | 27-SEP-2005 23:20:24.00 | 28-SEP-2005 00:22:24.00 | automates |  | 
269 | 0 | 1063 | 49469 | 103346 | 0 | 17.8667 | 16.6094 | 7878663 | 0 | 809717 | 0 | 3327215 | 1317322 | 3671025 | 10756224 | 10756207 | 10756207 | 10756207 | 10756207 | 10756207 | 10756225 | 0 | 0 | 0 | 0 | 28.9429 | M>=0 | 28-SEP-2005 00:22:28.00 | 28-SEP-2005 00:40:24.00 | automates |  | 
270 | 0 | 989 | 45964 | 104761 | 0 | 573.117 | 15.4531 | 14281829 | 0 | 855681 | 0 | 9730381 | 1317322 | 3721123 | 10802188 | 10802171 | 10802171 | 10802171 | 10802171 | 10802171 | 10802190 | 0 | 0 | 0 | 0 | 28.9429 | M>=0 | 28-SEP-2005 00:40:27.00 | 28-SEP-2005 10:14:00.00 | automates |  | 
271 | 0 | 9235 | 46161 | 108 | 0 | 17.1167 | 144.297 | 191988 | 0 | 46166 | 0 | 191988 | 0 | 160672 | 46166 | 46166 | 46166 | 46166 | 46166 | 46166 | 46167 | 0 | 0 | 0 | 0 | 0 | M>=0 | 30-SEP-2005 15:19:23.00 | 30-SEP-2005 15:36:27.00 | automates |  | 
272 | 0 | 9226 | 46116 | 511 | 0 | 78.5167 | 144.156 | 880361 | 0 | 46121 | 0 | 880361 | 0 | 249026 | 46121 | 46121 | 46121 | 46121 | 46121 | 46121 | 46122 | 0 | 0 | 0 | 0 | 0 | M>=0 | 30-SEP-2005 16:32:03.00 | 30-SEP-2005 17:50:18.00 | automates |  | 
273 | 0 | 12757 | 1647895 | 8466 | 0 | 16.55 | 199.328 | 299903 | 0 | 0 | 0 | 0 | 127267 | 4141400 | 2000828 | 2000828 | 2000828 | 2000828 | 2000828 | 2000828 | 2000827 | 0 | 0 | 0 | 0 | 42.4361 | M>=0 | 1-OCT-2005 02:11:21.00 | 1-OCT-2005 02:28:08.00 |  |  | 
274 | 0 | 2931 | 377644 | 11159 | 0 | 8.48333 | 45.7969 | 397993 | 0 | 0 | 0 | 0 | 139718 | 5427378 | 2378361 | 2378360 | 2378360 | 2378360 | 2378360 | 2378360 | 2378360 | 0 | 0 | 0 | 0 | 35.1056 | M>=0 | 1-OCT-2005 02:28:15.00 | 1-OCT-2005 02:36:29.00 |  |  | 
275 | 0 | 12731 | 1593987 | 19969 | 0 | 16.5 | 198.922 | 720411 | 0 | 0 | 0 | 0 | 216073 | 11069561 | 5236334 | 5236333 | 5236333 | 5236333 | 5236333 | 5236333 | 5236333 | 0 | 0 | 0 | 0 | 29.993 | M>=0 | 1-OCT-2005 02:49:03.00 | 1-OCT-2005 03:05:18.00 |  |  | 
276 | 0 | 12734 | 1594202 | 25047 | 0 | 16.6833 | 198.969 | 910785 | 0 | 0 | 0 | 0 | 261039 | 14015628 | 6830499 | 6830498 | 6830498 | 6830498 | 6830498 | 6830498 | 6830498 | 0 | 0 | 0 | 0 | 28.6609 | M>=0 | 1-OCT-2005 03:05:25.00 | 1-OCT-2005 03:22:15.00 |  |  | 
277 | 0 | 12751 | 1590745 | 30266 | 0 | 16.3667 | 199.234 | 1097749 | 0 | 0 | 0 | 0 | 306010 | 196396 | 8421173 | 8421172 | 8421172 | 8421172 | 8421172 | 8421172 | 8421172 | 0 | 0 | 0 | 0 | 27.8761 | M>=0 | 1-OCT-2005 03:22:22.00 | 1-OCT-2005 03:39:03.00 |  |  | 
278 | 0 | 2271 | 288101 | 31401 | 0 | 3.08333 | 35.4844 | 1134912 | 0 | 0 | 0 | 0 | 318372 | 791704 | 8709321 | 8709320 | 8709320 | 8709320 | 8709320 | 8709320 | 8709320 | 0 | 0 | 0 | 0 | 28.0526 | M>=0 | 1-OCT-2005 03:39:09.00 | 1-OCT-2005 03:42:12.00 |  |  | 
279 | 0 | 929 | 44778 | 38899 | 0 | 12.7667 | 14.5156 | 1373090 | 0 | 0 | 0 | 0 | 338255 | 901237 | 8778507 | 8778506 | 8778506 | 8778506 | 8778506 | 8778506 | 8778507 | 0 | 0 | 0 | 0 | 24.6346 | M>=0 | 1-OCT-2005 03:50:26.00 | 1-OCT-2005 04:03:19.00 | blocking seuls |  | 
280 | 0 | 12708 | 1496480 | 46776 | 0 | 13.1667 | 198.562 | 1639344 | 0 | 0 | 0 | 0 | 391205 | 4340903 | 10419379 | 10419378 | 10419378 | 10419378 | 10419378 | 10419378 | 10419379 | 0 | 0 | 0 | 0 | 23.8635 | M>=0 | 1-OCT-2005 04:14:04.00 | 1-OCT-2005 04:27:09.00 | indra remis |  | 
281 | 0 | 12728 | 1504395 | 51380 | 0 | 13.4833 | 198.875 | 1793810 | 0 | 0 | 0 | 0 | 433272 | 7265050 | 11923697 | 11923696 | 11923696 | 11923696 | 11923696 | 11923696 | 11923697 | 0 | 0 | 0 | 0 | 24.1537 | M>=0 | 1-OCT-2005 04:27:16.00 | 1-OCT-2005 04:41:00.00 | indra remis |  | 
282 | 0 | 12721 | 1502197 | 55869 | 0 | 14.25 | 198.766 | 1957151 | 0 | 0 | 0 | 0 | 476164 | 10175684 | 13425942 | 13425941 | 13425941 | 13425941 | 13425941 | 13425941 | 13425942 | 0 | 0 | 0 | 0 | 24.3294 | M>=0 | 1-OCT-2005 04:41:07.00 | 1-OCT-2005 04:55:15.00 | indra remis |  | 
283 | 0 | 4715 | 561079 | 57520 | 0 | 5.9 | 73.6719 | 2026172 | 0 | 0 | 0 | 0 | 495970 | 11255711 | 13987029 | 13987028 | 13987028 | 13987028 | 13987028 | 13987028 | 13987029 | 0 | 0 | 0 | 0 | 24.4782 | M>=0 | 1-OCT-2005 04:55:22.00 | 1-OCT-2005 05:01:19.00 | indra remis |  | 
284 | 0 | 3132 | 563602 | 57682 | 0 | 6.76667 | 48.9375 | 2159621 | 0 | 0 | 0 | 0 | 557130 | 1871592 | 14830192 | 14830187 | 14830187 | 14830187 | 14830187 | 14830187 | 14830189 | 0 | 0 | 0 | 0 | 25.7976 | M>=0 | 1-OCT-2005 05:06:22.00 | 1-OCT-2005 05:13:15.00 |  |  | 
285 | 0 | 6518 | 812547 | 59674 | 0 | 7.98333 | 101.844 | 2599462 | 0 | 0 | 0 | 0 | 635956 | 4690918 | 15958440 | 15958435 | 15958435 | 15958435 | 15958435 | 15958435 | 15958437 | 0 | 0 | 0 | 0 | 24.4649 | M>=0 | 1-OCT-2005 05:44:22.00 | 1-OCT-2005 05:52:22.00 | dernier run inconnu |  | 
286 | 0 | 11747 | 1486839 | 62160 | 0 | 20.6833 | 183.547 | 2875968 | 0 | 0 | 0 | 0 | 723260 | 7291315 | 668201 | 668196 | 668196 | 668196 | 668196 | 668196 | 668198 | 0 | 0 | 0 | 0 | 25.1484 | M>=0 | 1-OCT-2005 05:56:19.00 | 1-OCT-2005 06:17:10.00 |  |  | 
287 | 0 | 5113 | 231778 | 19479 | 0 | 39.7167 | 79.8906 | 652220 | 0 | 0 | 0 | 0 | 44105 | 351441 | 265280 | 265280 | 264829 | 265280 | 265280 | 265280 | 265284 | 0 | 0 | 0 | 0 | 6.76229 | M>=0 | 1-OCT-2005 14:34:15.00 | 1-OCT-2005 15:14:07.00 | avec mires |  | 
288 | 0 | 274 | 12207 | 21561 | 0 | 2.11667 | 4.28125 | 725691 | 0 | 0 | 0 | 0 | 95668 | 389878 | 277488 | 277488 | 277037 | 277488 | 277488 | 277488 | 277492 | 0 | 0 | 0 | 0 | 13.183 | M>=0 | 1-OCT-2005 15:18:20.00 | 1-OCT-2005 15:20:24.00 | run mauvais |  | 
289 | 0 | 12706 | 243624 | 62471 | 0 | 213.45 | 198.531 | 2389392 | 0 | 0 | 0 | 0 | 13919 | 248708 | 243624 | 243624 | 243624 | 243624 | 243624 | 243624 | 243625 | 0 | 0 | 0 | 0 | 0.582533 | M>=0 | 1-OCT-2005 17:46:04.00 | 1-OCT-2005 21:19:17.00 | Cristal Ge 4. impact=1 |  | 
290 | 0 | 2338 | 60589 | 15868 | 0 | 39.2 | 36.5313 | 438794 | 0 | 0 | 0 | 0 | 3911 | 62503 | 60590 | 60590 | 60590 | 60590 | 60590 | 60590 | 60590 | 0 | 0 | 0 | 0 | 0.891307 | M>=0 | 1-OCT-2005 21:19:23.00 | 1-OCT-2005 21:58:29.00 | impact=1 |  | 
291 | 0 | 12705 | 316978 | 84522 | 0 | 213.467 | 198.516 | 2387607 | 0 | 0 | 0 | 0 | 18005 | 328137 | 316978 | 316978 | 316978 | 316978 | 316978 | 316978 | 316979 | 0 | 0 | 0 | 0 | 0.754102 | M>=0 | 1-OCT-2005 22:05:27.00 | 2-OCT-2005 01:39:11.00 | impact=2 |  | 
292 | 0 | 12705 | 348001 | 92538 | 0 | 212.267 | 198.516 | 2377783 | 0 | 0 | 0 | 0 | 19792 | 357469 | 348002 | 348002 | 348002 | 348002 | 348002 | 348002 | 348002 | 0 | 0 | 0 | 0 | 0.832372 | M>=0 | 2-OCT-2005 01:39:17.00 | 2-OCT-2005 05:11:25.00 | impact=2 |  | 
293 | 0 | 10666 | 326273 | 87418 | 0 | 178.05 | 166.656 | 1992312 | 0 | 0 | 0 | 0 | 18509 | 333286 | 326273 | 326273 | 326273 | 326273 | 326273 | 326273 | 326274 | 0 | 0 | 0 | 0 | 0.929021 | M>=0 | 2-OCT-2005 05:12:00.00 | 2-OCT-2005 08:10:02.00 | impact=2 |  | 
294 | 0 | 3755 | 114250 | 28463 | 0 | 62.5167 | 58.6719 | 699426 | 0 | 0 | 0 | 0 | 6335 | 116751 | 114250 | 114250 | 114250 | 114250 | 114250 | 114250 | 114251 | 0 | 0 | 0 | 0 | 0.905743 | M>=0 | 2-OCT-2005 08:23:09.00 | 2-OCT-2005 09:25:24.00 | impact=3 |  | 
295 | 0 | 12703 | 381487 | 97755 | 0 | 212.5 | 198.484 | 2375675 | 0 | 0 | 0 | 0 | 21669 | 388439 | 381488 | 381488 | 381488 | 381488 | 381488 | 381488 | 381488 | 0 | 0 | 0 | 0 | 0.91212 | M>=0 | 2-OCT-2005 09:27:13.00 | 2-OCT-2005 12:59:28.00 | gain chio4-5 modifie |  | 
296 | 0 | 12703 | 349039 | 88760 | 0 | 213.15 | 198.484 | 2386586 | 0 | 0 | 0 | 0 | 20362 | 354323 | 349040 | 349040 | 349040 | 349040 | 349040 | 349040 | 349040 | 0 | 0 | 0 | 0 | 0.853185 | M>=0 | 2-OCT-2005 13:00:04.00 | 2-OCT-2005 16:33:08.00 | gain chio4-5 modifie |  | 
297 | 0 | 6952 | 182546 | 45800 | 0 | 116.75 | 108.625 | 1304655 | 0 | 0 | 0 | 0 | 10457 | 185241 | 182546 | 182546 | 182546 | 182546 | 182546 | 182546 | 182547 | 0 | 0 | 0 | 0 | 0.801515 | M>=0 | 2-OCT-2005 16:33:14.00 | 2-OCT-2005 18:30:06.00 | gain chio4-5 modifie |  | 
298 | 0 | 12709 | 402794 | 103316 | 0 | 211.267 | 198.578 | 2358213 | 0 | 0 | 0 | 0 | 22718 | 409623 | 402794 | 402794 | 402794 | 402794 | 402794 | 402794 | 402795 | 0 | 0 | 0 | 0 | 0.963357 | M>=0 | 2-OCT-2005 18:40:21.00 | 2-OCT-2005 22:11:29.00 | impact=4 |  | 
299 | 0 | 5410 | 171617 | 43680 | 0 | 89.5333 | 84.5313 | 998844 | 0 | 0 | 0 | 0 | 9733 | 174745 | 171617 | 171617 | 171617 | 171617 | 171617 | 171617 | 171618 | 0 | 0 | 0 | 0 | 0.974426 | M>=0 | 2-OCT-2005 22:12:05.00 | 2-OCT-2005 23:41:21.00 | impact=4 |  | 
300 | 0 | 12709 | 419779 | 106464 | 0 | 210.383 | 198.578 | 2352548 | 0 | 0 | 0 | 0 | 23515 | 427843 | 419779 | 419779 | 419779 | 419779 | 419779 | 419779 | 419780 | 0 | 0 | 0 | 0 | 0.999555 | M>=0 | 2-OCT-2005 23:43:20.00 | 3-OCT-2005 03:14:01.00 | impact=4 |  | 
301 | 0 | 6795 | 222269 | 56709 | 0 | 112.783 | 106.172 | 1262668 | 0 | 0 | 0 | 0 | 13218 | 226625 | 222270 | 222270 | 222270 | 222270 | 222270 | 222270 | 222270 | 0 | 0 | 0 | 0 | 1.04683 | M>=0 | 3-OCT-2005 03:14:07.00 | 3-OCT-2005 05:07:01.00 | impact=4 |  | 
302 | 0 | 12705 | 363033 | 97640 | 0 | 213.033 | 198.516 | 2380411 | 0 | 0 | 0 | 0 | 20737 | 369782 | 363034 | 363034 | 363034 | 363034 | 363034 | 363034 | 363034 | 0 | 0 | 0 | 0 | 0.871152 | M>=0 | 3-OCT-2005 05:55:12.00 | 3-OCT-2005 09:28:13.00 | impact=5 |  | 
303 | 0 | 12709 | 350427 | 94343 | 0 | 213.117 | 198.578 | 2376785 | 0 | 0 | 0 | 0 | 19898 | 355474 | 350428 | 350428 | 350428 | 350428 | 350428 | 350428 | 350428 | 0 | 0 | 0 | 0 | 0.837181 | M>=0 | 3-OCT-2005 09:28:19.00 | 3-OCT-2005 13:01:23.00 | impact=5 |  | 
304 | 0 | 9417 | 265243 | 69728 | 0 | 157.883 | 147.141 | 1764509 | 0 | 0 | 0 | 0 | 14994 | 269004 | 265243 | 265243 | 265243 | 265243 | 265243 | 265243 | 265244 | 0 | 0 | 0 | 0 | 0.849755 | M>=0 | 3-OCT-2005 13:01:29.00 | 3-OCT-2005 15:39:25.00 | impact=5 |  | 
305 | 0 | 7338 | 216719 | 56715 | 0 | 123.017 | 114.656 | 1374702 | 0 | 0 | 0 | 0 | 12136 | 220240 | 216719 | 216719 | 216719 | 216719 | 216719 | 216719 | 216720 | 0 | 0 | 0 | 0 | 0.88281 | M>=0 | 3-OCT-2005 15:46:01.00 | 3-OCT-2005 17:49:02.00 | impact=6 |  | 
306 | 0 | 12710 | 569175 | 28393 | 0 | 63.0833 | 198.594 | 705140 | 0 | 0 | 0 | 0 | 32078 | 613394 | 569176 | 569176 | 569176 | 569176 | 569176 | 569176 | 569176 | 0 | 0 | 0 | 0 | 4.54917 | M>=0 | 3-OCT-2005 17:51:03.00 | 3-OCT-2005 18:54:06.00 | impact=6 |  | 
307 | 0 | 12703 | 567211 | 28539 | 0 | 61.1167 | 198.484 | 683247 | 0 | 0 | 0 | 0 | 32335 | 616783 | 567212 | 567212 | 567212 | 567212 | 567212 | 567212 | 567212 | 0 | 0 | 0 | 0 | 4.73255 | M>=0 | 3-OCT-2005 18:54:11.00 | 3-OCT-2005 19:55:15.00 | impact=6 |  | 
308 | 0 | 12710 | 566981 | 28783 | 0 | 57.5333 | 198.594 | 643909 | 0 | 0 | 0 | 0 | 32110 | 617753 | 566981 | 566981 | 566981 | 566981 | 566981 | 566981 | 566982 | 0 | 0 | 0 | 0 | 4.98673 | M>=0 | 3-OCT-2005 19:55:20.00 | 3-OCT-2005 20:53:06.00 | impact=6 |  | 
309 | 0 | 10263 | 457493 | 24245 | 0 | 47 | 160.359 | 525277 | 0 | 0 | 0 | 0 | 43935 | 518177 | 457528 | 457528 | 457528 | 457528 | 457528 | 457528 | 457528 | 0 | 0 | 0 | 0 | 8.36416 | M>=0 | 3-OCT-2005 20:53:11.00 | 3-OCT-2005 21:40:11.00 | impact=6 |  | 
310 | 0 | 12717 | 566120 | 29113 | 0 | 64.1667 | 198.703 | 717960 | 0 | 0 | 0 | 0 | 32711 | 620917 | 566106 | 566106 | 566106 | 566106 | 566106 | 566106 | 566106 | 0 | 0 | 0 | 0 | 4.5561 | M>=0 | 3-OCT-2005 21:40:20.00 | 3-OCT-2005 22:44:25.00 | impact=6 |  | 
311 | 0 | 12710 | 563736 | 29441 | 0 | 60 | 198.594 | 671514 | 0 | 0 | 0 | 0 | 32058 | 624186 | 563720 | 563720 | 563720 | 563720 | 563720 | 563720 | 563720 | 0 | 0 | 0 | 0 | 4.77399 | M>=0 | 3-OCT-2005 22:45:00.00 | 3-OCT-2005 23:45:00.00 | impact=6 |  | 
312 | 0 | 12717 | 562471 | 29674 | 0 | 59.3 | 198.703 | 663471 | 0 | 0 | 0 | 0 | 32034 | 627275 | 562472 | 562472 | 562472 | 562472 | 562472 | 562472 | 562472 | 0 | 0 | 0 | 0 | 4.82824 | M>=0 | 3-OCT-2005 23:45:06.00 | 4-OCT-2005 00:44:15.00 | impact=6 |  | 
313 | 0 | 12708 | 562762 | 29590 | 0 | 61.8 | 198.562 | 692081 | 0 | 0 | 0 | 0 | 32123 | 625382 | 562763 | 562763 | 562763 | 562763 | 562763 | 562763 | 562763 | 0 | 0 | 0 | 0 | 4.64151 | M>=0 | 4-OCT-2005 00:44:21.00 | 4-OCT-2005 01:46:15.00 | impact=6 |  | 
314 | 0 | 11886 | 526097 | 27671 | 0 | 58.3167 | 185.719 | 652853 | 0 | 0 | 0 | 0 | 30487 | 584801 | 526098 | 526098 | 526098 | 526098 | 526098 | 526098 | 526098 | 0 | 0 | 0 | 0 | 4.66981 | M>=0 | 4-OCT-2005 01:46:20.00 | 4-OCT-2005 02:44:30.00 | impact=6 |  | 
315 | 0 | 3 | 40 | 411 | 0 | 0.15 | 0.046875 | 19249 | 0 | 0 | 0 | 0 | 17711 | 171984 | 1 | 1 | 1 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 92.01 | M>=0 | 4-OCT-2005 03:21:12.00 | 4-OCT-2005 03:21:17.00 | INDRA cible pivote |  | 
316 | 0 | 12724 | 1096606 | 4621 | 0 | 19.5333 | 198.812 | 218817 | 0 | 0 | 0 | 0 | 31238 | 1922614 | 1096770 | 1096770 | 1096770 | 1096770 | 1096770 | 1096770 | 1096770 | 0 | 0 | 0 | 0 | 14.2759 | M>=0 | 4-OCT-2005 03:22:01.00 | 4-OCT-2005 03:41:17.00 | INDRA cible pivote |  | 
317 | 0 | 12737 | 1096787 | 4656 | 0 | 19.3333 | 199.016 | 216250 | 0 | 0 | 0 | 0 | 31318 | 1911727 | 1096764 | 1096764 | 1096764 | 1096764 | 1096764 | 1096764 | 1096764 | 0 | 0 | 0 | 0 | 14.4823 | M>=0 | 4-OCT-2005 03:41:23.00 | 4-OCT-2005 04:01:03.00 | INDRA cible pivote |  | 
318 | 0 | 5644 | 486245 | 2089 | 0 | 8.85 | 88.1875 | 98859 | 0 | 0 | 0 | 0 | 15591 | 845903 | 486212 | 486212 | 486212 | 486212 | 486212 | 486212 | 486212 | 0 | 0 | 0 | 0 | 15.7709 | M>=0 | 4-OCT-2005 04:01:08.00 | 4-OCT-2005 04:10:04.00 | INDRA cible pivote |  | 
319 | 0 | 12725 | 1106225 | 6722 | 0 | 27.7667 | 198.828 | 310867 | 0 | 0 | 0 | 0 | 34588 | 1608878 | 1106211 | 1106211 | 1106211 | 1106211 | 1106211 | 1106211 | 1106211 | 0 | 0 | 0 | 0 | 11.1263 | M>=0 | 4-OCT-2005 04:20:00.00 | 4-OCT-2005 04:47:23.00 | tests INDRA pivot cible |  | 
320 | 0 | 12742 | 1108443 | 6509 | 0 | 27.6833 | 199.094 | 310095 | 0 | 0 | 0 | 0 | 34319 | 1594798 | 1108444 | 1108444 | 1108444 | 1108444 | 1108444 | 1108444 | 1108445 | 0 | 0 | 0 | 0 | 11.0673 | M>=0 | 4-OCT-2005 04:47:29.00 | 4-OCT-2005 05:15:19.00 | tests INDRA pivot cible |  | 
321 | 0 | 3054 | 265269 | 1546 | 0 | 5.93333 | 47.7187 | 66214 | 0 | 0 | 0 | 0 | 8549 | 418939 | 265270 | 265270 | 265270 | 265270 | 265270 | 265270 | 265270 | 0 | 0 | 0 | 0 | 12.9112 | M>=0 | 4-OCT-2005 05:15:25.00 | 4-OCT-2005 05:21:23.00 | tests INDRA pivot cible |  | 
322 | 0 | 6961 | 604631 | 2565 | 0 | 10.6667 | 108.766 | 119271 | 0 | 0 | 0 | 0 | 18026 | 996703 | 604646 | 604646 | 604646 | 604646 | 604646 | 604646 | 604646 | 0 | 0 | 0 | 0 | 15.1135 | M>=0 | 4-OCT-2005 05:24:20.00 | 4-OCT-2005 05:35:10.00 | tests INDRA pivot cible |  | 
323 | 0 | 3917 | 118959 | 31513 | 0 | 64.95 | 61.2031 | 726109 | 0 | 0 | 0 | 0 | 6931 | 121287 | 118959 | 118959 | 118959 | 118959 | 118959 | 118959 | 118960 | 0 | 0 | 0 | 0 | 0.95454 | M>=0 | 4-OCT-2005 05:46:17.00 | 4-OCT-2005 06:51:16.00 | impact=7 FISSION |  | 
324 | 0 | 12707 | 350748 | 92993 | 0 | 213.1 | 198.547 | 2384777 | 0 | 0 | 0 | 0 | 19974 | 356620 | 350753 | 350753 | 350753 | 350753 | 350753 | 350753 | 350754 | 0 | 0 | 0 | 0 | 0.837563 | M>=0 | 4-OCT-2005 06:54:26.00 | 4-OCT-2005 10:27:29.00 | impact=7 FISSION |  | 
325 | 0 | 0 | 0 | 97064 | 0 | 248.283 | 0 | 2778286 | 0 | 0 | 0 | 0 | 19974 | 371792 | 350753 | 350753 | 350753 | 350753 | 350753 | 350753 | 350754 | 0 | 0 | 0 | 0 | 0.718932 | M>=0 | 4-OCT-2005 06:54:26.00 | 4-OCT-2005 11:03:04.00 | impact=7 FISSION |  | 
