Run | Tape | Buffers (save) | Events (save) | Faraday1 | Faraday2 | Length (min) | Size (MB) | Gene Direct | Gene Laser | Gene Elect | Gene Test | Gene MRQ | Gene TM | DEC | FC | OK | FT | AVL | OCD | OA | RAZ | Plastic (all) | Plastic (G) | Plastic (C) | Plastic (D) | Temps mort (%) | Trigger | Date (start) | Date (end) | Comments | Cahier | 
192 | 0 | 12707 | 1387775 | 25 | 0 | 45.4072 | 198.547 | 511163 | 203 | 610 | 0 | 16255 | 42239 | 1738266 | 1388508 | 1388508 | 1388508 | 1388508 | 1388508 | 1388508 | 1388509 | 2412542 | 1606646 | 1573521 | 1265925 | 8.53472 | M>=1 | 17-MAR-2006 02:53:19.00 | 17-MAR-2006 03:39:01.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
193 | 0 | 12704 | 1397248 | 24 | 0 | 41.3983 | 198.5 | 466257 | 204 | 406 | 0 | 13015 | 41911 | 1688122 | 1395994 | 1395994 | 1395994 | 1395994 | 1395994 | 1395994 | 1395994 | 2595966 | 1719372 | 1701205 | 1357435 | 9.24694 | M>=1 | 17-MAR-2006 03:39:02.00 | 17-MAR-2006 04:20:13.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
194 | 0 | 12703 | 1402059 | 24 | 0 | 43.6386 | 198.484 | 492389 | 203 | 406 | 0 | 13005 | 42516 | 1699024 | 1402055 | 1402055 | 1402055 | 1402055 | 1402055 | 1402055 | 1402056 | 2273146 | 1476164 | 1481571 | 1196734 | 8.86888 | M>=1 | 17-MAR-2006 04:20:17.00 | 17-MAR-2006 05:04:06.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
195 | 0 | 7406 | 812302 | 12 | 0 | 27.1534 | 115.719 | 305795 | 203 | 204 | 0 | 9759 | 25226 | 972645 | 812300 | 812300 | 812300 | 812300 | 812300 | 812300 | 812300 | 1321603 | 850362 | 860983 | 696184 | 8.52126 | M>=1 | 17-MAR-2006 05:04:09.00 | 17-MAR-2006 05:31:14.00 | 75Kr13+ + 40Ca 5.5 A.MeV. Stop pour changement d'eplucheur | p.100 | 
196 | 0 | 12703 | 1385840 | 23 | 0 | 46.4696 | 198.484 | 524340 | 203 | 610 | 0 | 16269 | 42241 | 1667577 | 1385834 | 1385834 | 1385834 | 1385834 | 1385834 | 1385834 | 1385835 | 2236462 | 1470070 | 1448446 | 1132852 | 8.314 | M>=1 | 17-MAR-2006 05:38:12.00 | 17-MAR-2006 06:24:26.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
197 | 0 | 12705 | 1384333 | 19 | 0 | 52.1871 | 198.516 | 588823 | 406 | 406 | 0 | 16247 | 42791 | 1630400 | 1384819 | 1384819 | 1384819 | 1384819 | 1384819 | 1384819 | 1384820 | 2002616 | 1320140 | 1296797 | 996659 | 7.47342 | M>=1 | 17-MAR-2006 06:24:30.00 | 17-MAR-2006 07:17:05.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
198 | 0 | 12707 | 1382933 | 25 | 0 | 47.147 | 198.547 | 530731 | 203 | 610 | 0 | 16257 | 42523 | 1649181 | 1383920 | 1383920 | 1383920 | 1383920 | 1383920 | 1383920 | 1383920 | 2146368 | 1375930 | 1395003 | 1100162 | 8.26534 | M>=1 | 17-MAR-2006 07:17:05.00 | 17-MAR-2006 08:04:09.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
199 | 0 | 12704 | 1388325 | 30 | 0 | 47.3452 | 198.5 | 533053 | 202 | 407 | 0 | 13009 | 42455 | 1647391 | 1387286 | 1387286 | 1387286 | 1387286 | 1387286 | 1387286 | 1387287 | 2099039 | 1336756 | 1364078 | 1072652 | 8.16373 | M>=1 | 17-MAR-2006 08:04:10.00 | 17-MAR-2006 08:51:20.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
200 | 0 | 12706 | 1379480 | 40 | 0 | 51.7254 | 198.531 | 582358 | 203 | 406 | 0 | 16259 | 43214 | 1627909 | 1380409 | 1380409 | 1380409 | 1380409 | 1380409 | 1380409 | 1380410 | 1952854 | 1255847 | 1264839 | 972952 | 7.63365 | M>=1 | 17-MAR-2006 08:51:20.00 | 17-MAR-2006 09:43:11.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
201 | 0 | 12143 | 1382301 | 30 | 0 | 38.8792 | 189.734 | 436543 | 204 | 406 | 0 | 13015 | 39250 | 1702298 | 1381350 | 1381350 | 1381350 | 1381350 | 1381350 | 1381350 | 1381351 | 1519640 | 988090 | 980510 | 740010 | 9.26739 | M>=1 | 17-MAR-2006 09:43:11.00 | 17-MAR-2006 10:22:07.00 | 75Kr13+ + 40Ca 5.5 A.MeV. Disjonction de tous les Si. Stop pour changement d'eplucheur | p.102 | 
202 | 0 | 12706 | 1391025 | 35 | 0 | 50.0871 | 198.531 | 565159 | 204 | 609 | 0 | 16262 | 42415 | 1648299 | 1392210 | 1392210 | 1392210 | 1392210 | 1392210 | 1392210 | 1392211 | 1684196 | 1105626 | 1080760 | 795651 | 7.72731 | M>=1 | 17-MAR-2006 11:21:24.00 | 17-MAR-2006 12:11:26.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
203 | 0 | 8422 | 923451 | 24 | 0 | 29.261 | 131.594 | 328461 | 203 | 203 | 0 | 9752 | 27903 | 1109565 | 922416 | 922416 | 922416 | 922416 | 922416 | 922416 | 922417 | 1376678 | 878737 | 885787 | 674974 | 8.75501 | M>=1 | 17-MAR-2006 12:11:26.00 | 17-MAR-2006 12:41:04.00 | 75Kr13+ + 40Ca 5.5 A.MeV Probleme machine |  | 
204 | 0 | 1165 | 118205 | 4 | 0 | 9.36616 | 18.2031 | 104962 | 0 | 204 | 0 | 3259 | 4059 | 130472 | 118204 | 118204 | 118204 | 118204 | 118204 | 118204 | 118205 | 1 | 0 | 0 | 0 | 3.99103 | M>=1 | 17-MAR-2006 13:05:29.00 | 17-MAR-2006 13:15:09.00 | Test sans faisceau avec la cible dans le sas |  | 
205 | 0 | 12703 | 1408669 | 27 | 0 | 40.2263 | 198.484 | 454197 | 203 | 407 | 0 | 13008 | 42042 | 1713881 | 1408743 | 1408743 | 1408743 | 1408743 | 1408743 | 1408743 | 1408743 | 1847518 | 800748 | 1189678 | 1282527 | 9.52925 | M>=1 | 17-MAR-2006 14:04:12.00 | 17-MAR-2006 14:44:19.00 | 75Kr13+ + 40Ca 5.5 A.MeV | p.105 disjonction chassis 1 | 
206 | 0 | 12707 | 1411564 | 26 | 0 | 40.0084 | 198.547 | 451492 | 204 | 406 | 0 | 13006 | 42298 | 1712555 | 1413110 | 1413110 | 1413110 | 1413110 | 1413110 | 1413110 | 1413111 | 1774185 | 773335 | 1141405 | 1219873 | 9.64637 | M>=1 | 17-MAR-2006 14:44:22.00 | 17-MAR-2006 15:24:22.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
207 | 0 | 12710 | 1410144 | 20 | 0 | 41.6705 | 198.594 | 468304 | 204 | 406 | 0 | 13006 | 42187 | 1708093 | 1409303 | 1409303 | 1409303 | 1409303 | 1409303 | 1409303 | 1409303 | 1669929 | 714555 | 1070375 | 1154019 | 9.2658 | M>=1 | 17-MAR-2006 15:24:23.00 | 17-MAR-2006 16:06:13.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
208 | 0 | 12707 | 1413561 | 21 | 0 | 40.6366 | 198.547 | 457452 | 204 | 406 | 0 | 13011 | 41867 | 1721683 | 1414479 | 1414478 | 1414478 | 1414478 | 1414478 | 1414478 | 1414478 | 1637789 | 691853 | 1044941 | 1134257 | 9.42015 | M>=1 | 17-MAR-2006 16:06:13.00 | 17-MAR-2006 16:47:02.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
209 | 0 | 12709 | 1409163 | 20 | 0 | 42.8945 | 198.578 | 482182 | 202 | 406 | 0 | 13011 | 42552 | 1704324 | 1408113 | 1408113 | 1408113 | 1408113 | 1408113 | 1408113 | 1408114 | 1603980 | 664312 | 1019841 | 1119156 | 9.06961 | M>=1 | 17-MAR-2006 16:47:02.00 | 17-MAR-2006 17:29:28.00 | 75Kr13+ + 40Ca 5.5 A.MeV Disjonction crate 1 | p.106 | 
210 | 0 | 12705 | 1421407 | 16 | 0 | 37.9927 | 198.516 | 426989 | 203 | 406 | 0 | 13005 | 41732 | 1732169 | 1421294 | 1421294 | 1421294 | 1421294 | 1421294 | 1421294 | 1421295 | 1590586 | 640785 | 1007622 | 1123648 | 10.0806 | M>=1 | 17-MAR-2006 17:29:29.00 | 17-MAR-2006 18:07:28.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
211 | 0 | 12711 | 1440580 | 10 | 0 | 27.8262 | 198.609 | 313818 | 0 | 203 | 0 | 6505 | 39638 | 1954612 | 1442272 | 1442272 | 1442272 | 1442272 | 1442272 | 1442272 | 1442273 | 1064651 | 438185 | 675222 | 739556 | 12.8983 | M>=1 | 17-MAR-2006 18:08:01.00 | 17-MAR-2006 18:35:26.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
212 | 0 | 12710 | 1419784 | 15 | 0 | 35.9232 | 198.594 | 403388 | 203 | 406 | 0 | 13008 | 41959 | 1755124 | 1418769 | 1418769 | 1418769 | 1418769 | 1418769 | 1418769 | 1418770 | 1401972 | 568297 | 886419 | 980260 | 10.7482 | M>=1 | 17-MAR-2006 18:35:26.00 | 17-MAR-2006 19:11:23.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
213 | 0 | 12707 | 1429800 | 13 | 0 | 35.6713 | 198.547 | 401583 | 203 | 204 | 0 | 9751 | 42029 | 1762157 | 1430965 | 1430965 | 1430965 | 1430965 | 1430965 | 1430965 | 1430966 | 1401829 | 543625 | 881834 | 1001268 | 10.7263 | M>=1 | 17-MAR-2006 19:11:24.00 | 17-MAR-2006 19:47:14.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
214 | 0 | 12703 | 1418452 | 11 | 0 | 37.9243 | 198.484 | 426961 | 203 | 406 | 0 | 13015 | 41797 | 1730396 | 1416912 | 1416912 | 1416912 | 1416912 | 1416912 | 1416912 | 1416912 | 1398492 | 548861 | 879039 | 988328 | 10.0972 | M>=1 | 17-MAR-2006 19:47:14.00 | 17-MAR-2006 20:25:12.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
215 | 0 | 12707 | 1415456 | 18 | 0 | 40.5992 | 198.547 | 458025 | 203 | 405 | 0 | 13001 | 42590 | 1705306 | 1416742 | 1416742 | 1416742 | 1416742 | 1416742 | 1416742 | 1416743 | 1431155 | 533799 | 895823 | 1035242 | 9.57027 | M>=1 | 17-MAR-2006 20:25:15.00 | 17-MAR-2006 21:06:03.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
216 | 0 | 12704 | 1421558 | 14 | 0 | 39.1553 | 198.5 | 440695 | 203 | 407 | 0 | 13015 | 42048 | 1721526 | 1420735 | 1420735 | 1420735 | 1420735 | 1420735 | 1420735 | 1420736 | 1338884 | 478707 | 834391 | 985812 | 9.83165 | M>=1 | 17-MAR-2006 21:06:03.00 | 17-MAR-2006 21:45:07.00 | 75Kr13+ + 40Ca 5.5 A.MeV | P.107 disjonction chassis 1 | 
217 | 0 | 12704 | 1413097 | 17 | 0 | 41.8353 | 198.5 | 470799 | 203 | 407 | 0 | 13000 | 42407 | 1696062 | 1412968 | 1412968 | 1412968 | 1412968 | 1412968 | 1412968 | 1412969 | 1298905 | 457688 | 807656 | 959880 | 9.26324 | M>=1 | 17-MAR-2006 21:45:07.00 | 17-MAR-2006 22:27:02.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
218 | 0 | 12705 | 1422099 | 20 | 0 | 35.943 | 198.516 | 404881 | 203 | 407 | 0 | 13013 | 41323 | 1777220 | 1423155 | 1423155 | 1423155 | 1423155 | 1423155 | 1423155 | 1423156 | 1173251 | 407236 | 726092 | 871497 | 10.5451 | M>=1 | 17-MAR-2006 22:27:03.00 | 17-MAR-2006 23:03:01.00 | 75Kr13+ + 40Ca 5.5 A.MeV |  | 
219 | 0 | 12710 | 1421734 | 18 | 0 | 37.4873 | 198.594 | 421324 | 203 | 407 | 0 | 9755 | 41628 | 1730695 | 1421221 | 1421221 | 1421221 | 1421221 | 1421221 | 1421221 | 1421221 | 1185357 | 408685 | 730524 | 880751 | 10.1145 | M>=1 | 17-MAR-2006 23:03:02.00 | 17-MAR-2006 23:40:16.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
220 | 0 | 12704 | 1418003 | 21 | 0 | 37.4982 | 198.5 | 421853 | 203 | 406 | 0 | 13003 | 41405 | 1816275 | 1417528 | 1417528 | 1417528 | 1417528 | 1417528 | 1417528 | 1417528 | 1103408 | 378266 | 678031 | 819618 | 10.1272 | M>=1 | 17-MAR-2006 23:40:16.00 | 18-MAR-2006 00:18:01.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
221 | 0 | 12708 | 1420778 | 13 | 0 | 43.6912 | 198.562 | 492323 | 203 | 406 | 0 | 13018 | 42228 | 1716969 | 1420849 | 1420849 | 1420849 | 1420849 | 1420849 | 1420849 | 1420850 | 1034890 | 349086 | 634860 | 772616 | 8.81026 | M>=1 | 18-MAR-2006 00:18:04.00 | 18-MAR-2006 01:01:25.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
222 | 0 | 12704 | 1414187 | 15 | 0 | 46.6297 | 198.5 | 526702 | 204 | 406 | 0 | 16256 | 43141 | 1676721 | 1414107 | 1414107 | 1414107 | 1414107 | 1414107 | 1414107 | 1414107 | 1097300 | 374482 | 677301 | 812407 | 8.45163 | M>=1 | 18-MAR-2006 01:01:28.00 | 18-MAR-2006 01:48:16.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
223 | 0 | 12711 | 1419391 | 18 | 0 | 46.4585 | 198.609 | 523516 | 202 | 407 | 0 | 13014 | 43333 | 1677038 | 1420446 | 1420446 | 1420446 | 1420446 | 1420446 | 1420446 | 1420446 | 1116468 | 369004 | 682941 | 836400 | 8.48831 | M>=1 | 18-MAR-2006 01:48:20.00 | 18-MAR-2006 02:35:03.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
224 | 0 | 12710 | 1412470 | 20 | 0 | 46.4971 | 198.594 | 522646 | 203 | 610 | 0 | 16255 | 42640 | 1672920 | 1411952 | 1411952 | 1411952 | 1411952 | 1411952 | 1411952 | 1411953 | 1103790 | 365750 | 672857 | 824575 | 8.42037 | M>=1 | 18-MAR-2006 02:35:03.00 | 18-MAR-2006 03:21:18.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
225 | 0 | 12711 | 1413227 | 19 | 0 | 49.6505 | 198.609 | 558239 | 406 | 407 | 0 | 16260 | 42683 | 1672031 | 1413710 | 1413710 | 1413710 | 1413710 | 1413710 | 1413710 | 1413711 | 1073623 | 358719 | 653116 | 797521 | 7.8754 | M>=1 | 18-MAR-2006 03:21:18.00 | 18-MAR-2006 04:11:08.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
226 | 0 | 12706 | 1417117 | 20 | 0 | 48.0587 | 198.531 | 541528 | 203 | 406 | 0 | 13002 | 42674 | 1699187 | 1418407 | 1418407 | 1418407 | 1418407 | 1418407 | 1418407 | 1418408 | 965887 | 354027 | 589592 | 685870 | 8.07415 | M>=1 | 18-MAR-2006 04:11:09.00 | 18-MAR-2006 04:59:10.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
227 | 0 | 12703 | 1414758 | 22 | 0 | 42.5341 | 198.484 | 478723 | 204 | 609 | 0 | 16270 | 41921 | 1701509 | 1412775 | 1412775 | 1412775 | 1412775 | 1412775 | 1412775 | 1412776 | 1087197 | 448012 | 667589 | 722246 | 9.06492 | M>=1 | 18-MAR-2006 04:59:10.00 | 18-MAR-2006 05:41:26.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
228 | 0 | 12708 | 1435321 | 22 | 0 | 39.7041 | 198.562 | 447330 | 203 | 203 | 0 | 9757 | 42249 | 1773374 | 1435373 | 1435373 | 1435373 | 1435373 | 1435373 | 1435373 | 1435374 | 974466 | 399090 | 597108 | 647872 | 9.6553 | M>=1 | 18-MAR-2006 05:41:29.00 | 18-MAR-2006 06:21:20.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
229 | 0 | 12706 | 1420250 | 16 | 0 | 45.4067 | 198.531 | 512457 | 203 | 407 | 0 | 13870 | 42738 | 1698229 | 1421328 | 1421328 | 1421328 | 1421328 | 1421328 | 1421328 | 1421329 | 911825 | 353306 | 553923 | 624389 | 8.57182 | M>=1 | 18-MAR-2006 06:21:24.00 | 18-MAR-2006 07:07:06.00 |  | P.108 disjonction chassis 1 | 
230 | 0 | 12704 | 1413330 | 17 | 0 | 43.949 | 198.5 | 494901 | 203 | 405 | 0 | 13008 | 42493 | 1684306 | 1412522 | 1412522 | 1412522 | 1412522 | 1412522 | 1412522 | 1412523 | 905994 | 319163 | 543215 | 649907 | 8.81793 | M>=1 | 18-MAR-2006 07:07:06.00 | 18-MAR-2006 07:51:04.00 |  | P.107 disjonction chassis 1 | 
231 | 0 | 12707 | 1416047 | 20 | 0 | 42.2494 | 198.547 | 475648 | 203 | 408 | 0 | 13010 | 42073 | 1728665 | 1417769 | 1417769 | 1417769 | 1417769 | 1417769 | 1417769 | 1417770 | 892013 | 310954 | 533513 | 642309 | 9.09415 | M>=1 | 18-MAR-2006 07:51:05.00 | 18-MAR-2006 08:33:12.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
232 | 0 | 12703 | 1405458 | 39 | 0 | 43.1967 | 198.484 | 486250 | 203 | 609 | 0 | 16253 | 42147 | 1685467 | 1403716 | 1403716 | 1403716 | 1403716 | 1403716 | 1403716 | 1403716 | 911461 | 326515 | 544439 | 646939 | 8.9675 | M>=1 | 18-MAR-2006 08:33:12.00 | 18-MAR-2006 09:16:18.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
233 | 0 | 12707 | 1401881 | 51 | 0 | 51.7455 | 198.547 | 583900 | 203 | 407 | 0 | 16266 | 43052 | 1640634 | 1402895 | 1402895 | 1402895 | 1402895 | 1402895 | 1402895 | 1402895 | 889695 | 339804 | 534363 | 608231 | 7.58446 | M>=1 | 18-MAR-2006 09:16:21.00 | 18-MAR-2006 10:08:13.00 |  | P.111 disjonction chassis 1, puis HF CIME | 
234 | 0 | 12707 | 1415877 | 25 | 0 | 39.8204 | 198.547 | 448061 | 203 | 405 | 0 | 12998 | 40479 | 1884142 | 1417668 | 1417668 | 1417668 | 1417668 | 1417668 | 1417668 | 1417668 | 841517 | 385792 | 517602 | 510230 | 9.30417 | M>=1 | 18-MAR-2006 10:08:13.00 | 18-MAR-2006 10:48:08.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
235 | 0 | 12706 | 1424835 | 24 | 0 | 36.1538 | 198.531 | 406799 | 203 | 407 | 0 | 9757 | 40740 | 1926384 | 1423374 | 1423374 | 1423374 | 1423374 | 1423374 | 1423374 | 1423374 | 759532 | 360706 | 469923 | 445951 | 10.2609 | M>=1 | 18-MAR-2006 10:48:08.00 | 18-MAR-2006 11:24:12.00 |  | P.111 bouffees de bruit ss doute Si75 16 | 
236 | 0 | 9784 | 1077643 | 31 | 0 | 39.2378 | 152.875 | 441017 | 203 | 407 | 0 | 13013 | 32806 | 1320032 | 1077635 | 1077635 | 1077635 | 1077635 | 1077635 | 1077635 | 1077636 | 676788 | 318719 | 417613 | 399059 | 7.66488 | M>=1 | 18-MAR-2006 11:24:12.00 | 18-MAR-2006 12:03:19.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
237 | 0 | 12706 | 1410655 | 37 | 0 | 47.7388 | 198.531 | 538849 | 407 | 407 | 0 | 16264 | 42943 | 1675372 | 1411836 | 1411836 | 1411836 | 1411836 | 1411836 | 1411836 | 1411836 | 1014496 | 469811 | 620719 | 606615 | 8.21742 | M>=1 | 18-MAR-2006 12:06:10.00 | 18-MAR-2006 12:54:02.00 |  | P.113 disjonction chassis 1 fin de ce run ou debut suivant | 
238 | 0 | 12704 | 1393228 | 30 | 0 | 52.4461 | 198.5 | 590534 | 406 | 610 | 0 | 16253 | 42850 | 1633473 | 1392434 | 1392434 | 1392434 | 1392434 | 1392434 | 1392434 | 1392435 | 889660 | 417446 | 546636 | 523428 | 7.4615 | M>=1 | 18-MAR-2006 12:54:02.00 | 18-MAR-2006 13:46:15.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
239 | 0 | 12705 | 1407630 | 28 | 0 | 47.1212 | 198.516 | 530260 | 609 | 408 | 0 | 16255 | 42668 | 1673412 | 1408047 | 1408047 | 1408047 | 1408047 | 1408047 | 1408047 | 1408048 | 1009119 | 509030 | 623487 | 557371 | 8.30109 | M>=1 | 18-MAR-2006 13:46:15.00 | 18-MAR-2006 14:33:18.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
240 | 0 | 12707 | 1409842 | 27 | 0 | 48.4098 | 198.547 | 545165 | 408 | 407 | 0 | 13011 | 42911 | 1662156 | 1410952 | 1410952 | 1410952 | 1410952 | 1410952 | 1410952 | 1410953 | 933864 | 444920 | 572074 | 540235 | 8.06364 | M>=1 | 18-MAR-2006 14:33:18.00 | 18-MAR-2006 15:22:00.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
241 | 0 | 12705 | 1402456 | 24 | 0 | 47.343 | 198.516 | 533021 | 406 | 609 | 0 | 16259 | 42377 | 1659490 | 1401506 | 1401506 | 1401506 | 1401506 | 1401506 | 1401506 | 1401506 | 946029 | 452238 | 578708 | 544423 | 8.20049 | M>=1 | 18-MAR-2006 15:22:00.00 | 18-MAR-2006 16:09:10.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
242 | 0 | 12704 | 1406647 | 21 | 0 | 48.4655 | 198.5 | 545736 | 609 | 408 | 0 | 16257 | 42966 | 1662747 | 1406829 | 1406829 | 1406829 | 1406829 | 1406829 | 1406829 | 1406830 | 914046 | 423156 | 555239 | 539008 | 8.11477 | M>=1 | 18-MAR-2006 16:09:11.00 | 18-MAR-2006 16:57:24.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
243 | 0 | 12711 | 1410478 | 21 | 0 | 47.3786 | 198.609 | 532615 | 407 | 406 | 0 | 13017 | 43218 | 1666843 | 1411322 | 1411322 | 1411322 | 1411322 | 1411322 | 1411322 | 1411323 | 933024 | 420514 | 564897 | 560083 | 8.31758 | M>=1 | 18-MAR-2006 16:57:24.00 | 18-MAR-2006 17:45:05.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
244 | 0 | 12704 | 1405167 | 19 | 0 | 49.2397 | 198.5 | 554462 | 406 | 610 | 0 | 16264 | 42575 | 1672024 | 1404406 | 1404406 | 1404406 | 1404406 | 1404406 | 1404406 | 1404407 | 889931 | 390618 | 535000 | 544166 | 7.91066 | M>=1 | 18-MAR-2006 17:45:05.00 | 18-MAR-2006 18:34:12.00 | 75Kr13+ +40Ca 5.5 A.MeV |  | 
245 | 0 | 12709 | 1408283 | 23 | 0 | 48.3913 | 198.578 | 544124 | 609 | 406 | 0 | 16262 | 42888 | 1696195 | 1408294 | 1408294 | 1408294 | 1408294 | 1408294 | 1408294 | 1408295 | 904285 | 384069 | 540491 | 565458 | 8.12485 | M>=1 | 18-MAR-2006 18:34:12.00 | 18-MAR-2006 19:22:24.00 | disjonction chassis 1 | 115 | 
246 | 0 | 12704 | 1400989 | 13 | 0 | 47.6363 | 198.5 | 537595 | 407 | 610 | 0 | 16262 | 42886 | 1673754 | 1400890 | 1400890 | 1400890 | 1400890 | 1400890 | 1400890 | 1400891 | 816212 | 337318 | 484717 | 519241 | 8.22622 | M>=1 | 18-MAR-2006 19:22:27.00 | 18-MAR-2006 20:10:16.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
247 | 0 | 4093 | 456221 | 5 | 0 | 15.8404 | 63.9531 | 177259 | 203 | 0 | 0 | 3248 | 14160 | 537590 | 456312 | 456312 | 456312 | 456312 | 456312 | 456312 | 456312 | 288146 | 116634 | 170494 | 185603 | 8.13742 | M>=1 | 18-MAR-2006 20:10:20.00 | 18-MAR-2006 20:26:15.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
248 | 0 | 862 | 86945 | 0 | 0 | 5.67633 | 13.4688 | 63195 | 0 | 204 | 0 | 3256 | 2968 | 98681 | 86949 | 86949 | 86949 | 86949 | 86949 | 86949 | 86950 | 92 | 38 | 55 | 58 | 4.9517 | M>=1 | 18-MAR-2006 20:28:28.00 | 18-MAR-2006 20:34:18.00 | RUN SANS FAISCEAU (LOG BOOK page 115) |  | 
249 | 0 | 12704 | 1411053 | 19 | 0 | 44.8929 | 198.5 | 506696 | 406 | 406 | 0 | 13006 | 42409 | 1704322 | 1411160 | 1411160 | 1411160 | 1411160 | 1411160 | 1411160 | 1411161 | 937896 | 365210 | 550106 | 619561 | 8.59021 | M>=1 | 18-MAR-2006 20:35:09.00 | 18-MAR-2006 21:20:05.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
250 | 0 | 12706 | 1408566 | 19 | 0 | 47.9154 | 198.531 | 540729 | 609 | 406 | 0 | 16257 | 42820 | 1724300 | 1409475 | 1409475 | 1409475 | 1409475 | 1409475 | 1409475 | 1409476 | 831620 | 311373 | 486563 | 559649 | 8.1644 | M>=1 | 18-MAR-2006 21:20:09.00 | 18-MAR-2006 22:08:06.00 | disjonction chassis 1 | 115 | 
251 | 0 | 12704 | 1403921 | 20 | 0 | 47.2293 | 198.5 | 531867 | 406 | 608 | 0 | 16268 | 42908 | 1667279 | 1403395 | 1403395 | 1403395 | 1403395 | 1403395 | 1403395 | 1403396 | 846027 | 300381 | 490951 | 585928 | 8.32197 | M>=1 | 18-MAR-2006 22:08:06.00 | 18-MAR-2006 22:55:13.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
252 | 0 | 12708 | 1417786 | 20 | 0 | 45.4809 | 198.562 | 511424 | 406 | 406 | 0 | 13006 | 42689 | 1693971 | 1417611 | 1417611 | 1417611 | 1417611 | 1417611 | 1417611 | 1417612 | 773747 | 268962 | 448706 | 540434 | 8.5649 | M>=1 | 18-MAR-2006 22:55:13.00 | 18-MAR-2006 23:40:27.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
253 | 0 | 12707 | 1424415 | 22 | 0 | 46.56 | 198.547 | 525459 | 610 | 406 | 0 | 16260 | 42661 | 1723252 | 1425837 | 1425837 | 1425837 | 1425837 | 1425837 | 1425837 | 1425838 | 759551 | 259568 | 439840 | 534140 | 8.37806 | M>=1 | 18-MAR-2006 23:41:01.00 | 19-MAR-2006 00:27:17.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
254 | 0 | 12705 | 1404253 | 18 | 0 | 49.0609 | 198.516 | 552466 | 407 | 609 | 0 | 16268 | 42985 | 1665892 | 1403695 | 1403695 | 1403695 | 1403695 | 1403695 | 1403695 | 1403695 | 763240 | 254433 | 440651 | 542239 | 8.01663 | M>=1 | 19-MAR-2006 00:27:17.00 | 19-MAR-2006 01:16:19.00 | disjonction HT chassis 1 |  | 
255 | 0 | 12706 | 1412749 | 26 | 0 | 48.3927 | 198.531 | 544827 | 405 | 406 | 0 | 13007 | 43051 | 1672210 | 1412793 | 1412793 | 1412793 | 1412793 | 1412793 | 1412793 | 1412794 | 779026 | 249748 | 447038 | 562697 | 8.09503 | M>=1 | 19-MAR-2006 01:16:19.00 | 19-MAR-2006 02:05:00.00 | 75Kr13+ +40Ca 5.5 AMeV |  | 
