Run | Tape | Buffers (save) | Events (save) | Faraday1 | Faraday2 | Length (min) | Size (MB) | Gene Direct | Gene Laser | Gene Elect | Gene Test | Gene MRQ | Gene TM | DEC | FC | OK | FT | AVL | OCD | OA | RAZ | Plastic (all) | Plastic (G) | Plastic (C) | Plastic (D) | Temps mort (%) | Trigger | Date (start) | Date (end) | Comments | Cahier | 
326 | 0 | 12708 | 1529695 | 13 | 0 | 44.8582 | 198.562 | 502878 | 0 | 0 | 0 | 0 | 35880 | 2969160 | 1528668 | 1528668 | 1528668 | 1528668 | 1528668 | 1528668 | 1528669 | 1 | 1 | 1 | 0 | 7.13493 | M>=1 | 21-MAR-2006 19:00:09.00 | 21-MAR-2006 19:45:05.00 | Cf + cosmiques |  | 
327 | 0 | 12707 | 1639858 | 7 | 0 | 13.2039 | 198.547 | 147499 | 0 | 0 | 0 | 0 | 51802 | 2946967 | 1640284 | 1640284 | 1640284 | 1640284 | 1640284 | 1640284 | 1640285 | 1 | 0 | 0 | 0 | 35.1202 | M>=1 | 21-MAR-2006 19:45:05.00 | 21-MAR-2006 19:58:11.00 | Cf + cosmiques |  | 
328 | 0 | 12709 | 1519643 | 13 | 0 | 47.1761 | 198.578 | 530029 | 0 | 0 | 0 | 0 | 42267 | 1838698 | 1515682 | 1515682 | 1515682 | 1515682 | 1515682 | 1515682 | 1515683 | 2 | 0 | 0 | 0 | 7.97447 | M>=1 | 21-MAR-2006 19:58:11.00 | 21-MAR-2006 20:45:16.00 | Cf + cosmiques |  | 
329 | 0 | 8809 | 1047063 | 8 | 0 | 33.6344 | 137.641 | 379118 | 0 | 0 | 0 | 0 | 29576 | 1253529 | 1047027 | 1047027 | 1047027 | 1047027 | 1047027 | 1047027 | 1047027 | 0 | 1 | 0 | 0 | 7.80127 | M>=1 | 21-MAR-2006 20:45:19.00 | 21-MAR-2006 21:19:08.00 | Cf + cosmiques |  | 
330 | 0 | 12744 | 1418954 | 17 | 0 | 44.3166 | 199.125 | 488694 | 1017 | 1017 | 0 | 16265 | 39838 | 3945424 | 1419063 | 1419063 | 1419063 | 1419063 | 1419063 | 1419063 | 1419063 | 612971 | 288455 | 379828 | 312481 | 8.43259 | M>=1 | 21-MAR-2006 22:16:24.00 | 21-MAR-2006 23:01:03.00 | 75Kr+40Ca  Le retour |  | 
331 | 0 | 12707 | 1373091 | 27 | 0 | 52.0888 | 198.547 | 588196 | 1016 | 1016 | 0 | 16268 | 42916 | 1630533 | 1375554 | 1375554 | 1375554 | 1375554 | 1375554 | 1375554 | 1375555 | 732628 | 353765 | 450086 | 363648 | 7.50374 | M>=1 | 21-MAR-2006 23:01:07.00 | 21-MAR-2006 23:53:09.00 |  |  | 
332 | 0 | 12706 | 1367357 | 23 | 0 | 52.96 | 198.531 | 596350 | 1016 | 1016 | 0 | 16260 | 44007 | 1614945 | 1368333 | 1368333 | 1368333 | 1368333 | 1368333 | 1368333 | 1368334 | 735465 | 349912 | 450079 | 369527 | 7.58624 | M>=1 | 21-MAR-2006 23:53:09.00 | 22-MAR-2006 00:46:08.00 |  |  | 
333 | 0 | 12703 | 1369389 | 21 | 0 | 52.0723 | 198.484 | 586159 | 1015 | 1015 | 0 | 16255 | 44180 | 1637327 | 1369715 | 1369715 | 1369715 | 1369715 | 1369715 | 1369715 | 1369716 | 726971 | 334350 | 446769 | 375561 | 7.75218 | M>=1 | 22-MAR-2006 00:46:08.00 | 22-MAR-2006 01:38:10.00 |  |  | 
334 | 0 | 12710 | 1368502 | 23 | 0 | 51.842 | 198.594 | 583445 | 1016 | 1016 | 0 | 16248 | 44156 | 1623127 | 1370158 | 1370158 | 1370158 | 1370158 | 1370158 | 1370158 | 1370159 | 736425 | 342145 | 454076 | 375864 | 7.78495 | M>=1 | 22-MAR-2006 01:38:13.00 | 22-MAR-2006 02:30:08.00 |  |  | 
335 | 0 | 12704 | 1371167 | 22 | 0 | 52.0376 | 198.5 | 583800 | 1014 | 1014 | 0 | 16228 | 43754 | 1631403 | 1372154 | 1372154 | 1372154 | 1372154 | 1372154 | 1372154 | 1372155 | 710500 | 328973 | 438014 | 362501 | 7.70898 | M>=1 | 22-MAR-2006 02:30:08.00 | 22-MAR-2006 03:22:09.00 |  |  | 
336 | 0 | 10936 | 1161913 | 23 | 0 | 49.8887 | 170.875 | 560076 | 1012 | 1012 | 0 | 16182 | 40639 | 1369620 | 1164629 | 1164629 | 1164629 | 1164629 | 1164629 | 1164629 | 1164630 | 488874 | 219178 | 297499 | 256559 | 7.47186 | M>=1 | 22-MAR-2006 03:22:12.00 | 22-MAR-2006 04:12:08.00 | p 135,arret run sur probleme faisceau |  | 
337 | 0 | 12709 | 1375238 | 27 | 0 | 48.7001 | 198.578 | 547636 | 1013 | 1013 | 0 | 16220 | 43797 | 1645598 | 1376614 | 1376614 | 1376614 | 1376614 | 1376614 | 1376614 | 1376615 | 770707 | 337672 | 452291 | 416305 | 8.24157 | M>=1 | 22-MAR-2006 04:20:25.00 | 22-MAR-2006 05:09:16.00 |  |  | 
338 | 0 | 12710 | 1376233 | 25 | 0 | 49.082 | 198.594 | 550331 | 1013 | 1013 | 0 | 16188 | 43876 | 1665907 | 1377914 | 1377914 | 1377914 | 1377914 | 1377914 | 1377914 | 1377914 | 746872 | 328840 | 438317 | 400413 | 8.21428 | M>=1 | 22-MAR-2006 05:09:19.00 | 22-MAR-2006 05:58:21.00 |  |  | 
339 | 0 | 12705 | 1384068 | 25 | 0 | 48.2228 | 198.516 | 540628 | 809 | 809 | 0 | 12946 | 43984 | 1652429 | 1385783 | 1385783 | 1385783 | 1385783 | 1385783 | 1385783 | 1385784 | 771745 | 346847 | 454362 | 404872 | 8.33532 | M>=1 | 22-MAR-2006 05:58:21.00 | 22-MAR-2006 06:46:28.00 |  |  | 
340 | 0 | 371 | 32485 | 1 | 0 | 2.40746 | 5.79688 | 24877 | 203 | 203 | 0 | 3247 | 1296 | 40226 | 32512 | 32512 | 32512 | 32512 | 32512 | 32512 | 32513 | 4411 | 2020 | 2591 | 2275 | 5.99168 | M>=1 | 22-MAR-2006 06:46:28.00 | 22-MAR-2006 06:49:10.00 | arret run, probleme machine |  | 
341 | 0 | 1532 | 161138 | 3 | 0 | 6.64642 | 23.9375 | 73023 | 202 | 202 | 0 | 3233 | 5428 | 192263 | 161463 | 161463 | 161463 | 161463 | 161463 | 161463 | 161464 | 81947 | 36456 | 48284 | 43302 | 7.77762 | M>=1 | 22-MAR-2006 06:55:16.00 | 22-MAR-2006 07:02:05.00 | arret pour nouveau probleme HF |  | 
342 | 0 | 12724 | 1371456 | 32 | 0 | 50.5272 | 198.812 | 564678 | 1012 | 1012 | 0 | 16206 | 44402 | 1630389 | 1372724 | 1372724 | 1372724 | 1372724 | 1372724 | 1372724 | 1372724 | 753464 | 343477 | 442066 | 389296 | 8.09558 | M>=1 | 22-MAR-2006 07:06:30.00 | 22-MAR-2006 07:57:15.00 |  |  | 
343 | 0 | 9439 | 1017601 | 19 | 0 | 38.5984 | 147.484 | 433667 | 810 | 810 | 0 | 12965 | 32318 | 1212937 | 1018517 | 1018517 | 1018517 | 1018517 | 1018517 | 1018517 | 1018517 | 523165 | 241218 | 306513 | 266804 | 7.68192 | M>=1 | 22-MAR-2006 07:57:19.00 | 22-MAR-2006 08:36:07.00 |  | p.135 pas de faisceau a la fin. arret manuel | 
344 | 0 | 12703 | 1387330 | 27 | 0 | 46.4104 | 198.484 | 521896 | 1012 | 1012 | 0 | 16196 | 43364 | 1725533 | 1388937 | 1388937 | 1388937 | 1388937 | 1388937 | 1388937 | 1388937 | 735549 | 344892 | 430469 | 369420 | 8.57504 | M>=1 | 22-MAR-2006 08:47:16.00 | 22-MAR-2006 09:33:28.00 |  |  | 
345 | 0 | 12708 | 1458188 | 14 | 0 | 38.1804 | 198.562 | 428664 | 606 | 606 | 0 | 9721 | 40757 | 2598368 | 1465770 | 1465770 | 1465770 | 1465770 | 1465770 | 1465770 | 1465770 | 523154 | 243175 | 306170 | 263883 | 9.72853 | M>=1 | 22-MAR-2006 09:34:02.00 | 22-MAR-2006 10:12:07.00 |  |  | 
346 | 0 | 12703 | 1417548 | 16 | 0 | 42.0126 | 198.484 | 472018 | 1013 | 1013 | 0 | 16212 | 46039 | 2694992 | 1420499 | 1420499 | 1420499 | 1420499 | 1420499 | 1420499 | 1420499 | 636064 | 300716 | 371825 | 315639 | 10.1006 | M>=1 | 22-MAR-2006 10:12:08.00 | 22-MAR-2006 10:54:08.00 |  |  | 
347 | 0 | 12705 | 1410205 | 53 | 0 | 44.1292 | 198.516 | 496510 | 811 | 811 | 0 | 12976 | 42833 | 1790727 | 1412512 | 1412512 | 1412512 | 1412512 | 1412512 | 1412512 | 1412513 | 662094 | 311589 | 386917 | 329107 | 8.85832 | M>=1 | 22-MAR-2006 10:54:12.00 | 22-MAR-2006 11:38:15.00 |  |  | 
348 | 0 | 861 | 98559 | 3 | 0 | 3.30484 | 13.4531 | 35022 | 0 | 0 | 0 | 0 | 3069 | 137232 | 98544 | 98544 | 98544 | 98544 | 98544 | 98544 | 98545 | 24284 | 11569 | 14192 | 11902 | 8.76306 | M>=1 | 22-MAR-2006 11:38:16.00 | 22-MAR-2006 11:41:25.00 |  | p.136 disjonction HF CIME; run arrete | 
349 | 0 | 12703 | 1378742 | 48 | 0 | 51.1198 | 198.484 | 575288 | 1015 | 1015 | 0 | 16223 | 43623 | 1735076 | 1380451 | 1380451 | 1380451 | 1380451 | 1380451 | 1380451 | 1380452 | 691170 | 391560 | 413718 | 272604 | 7.80285 | M>=1 | 22-MAR-2006 11:46:11.00 | 22-MAR-2006 12:37:15.00 |  |  | 
350 | 0 | 12712 | 1367549 | 40 | 0 | 54.0323 | 198.625 | 607418 | 1013 | 1013 | 0 | 16210 | 44977 | 1623432 | 1369474 | 1369474 | 1369474 | 1369474 | 1369474 | 1369474 | 1369475 | 716274 | 403728 | 428506 | 283853 | 7.60764 | M>=1 | 22-MAR-2006 12:37:18.00 | 22-MAR-2006 13:31:19.00 |  |  | 
351 | 0 | 6471 | 690807 | 22 | 0 | 29.0331 | 101.109 | 325224 | 607 | 607 | 0 | 9729 | 22596 | 823740 | 690702 | 690702 | 690702 | 690702 | 690702 | 690702 | 690703 | 330671 | 187177 | 197920 | 129717 | 7.16208 | M>=1 | 22-MAR-2006 13:31:20.00 | 22-MAR-2006 14:00:21.00 |  |  | 
352 | 0 | 12710 | 1373340 | 35 | 0 | 50.4087 | 198.594 | 566981 | 1014 | 1014 | 0 | 16215 | 44422 | 1662892 | 1375812 | 1375812 | 1375812 | 1375812 | 1375812 | 1375812 | 1375813 | 721061 | 342383 | 427319 | 350752 | 8.06549 | M>=1 | 22-MAR-2006 14:05:17.00 | 22-MAR-2006 14:55:29.00 | FIN MANIP 75Kr |  | 
354 | 0 | 8285 | 33109 | 0 | 0 | 11.8638 | 129.453 | 132665 | 0 | 0 | 33112 | 132665 | 0 | 3 | 33112 | 33112 | 33112 | 33112 | 33112 | 33112 | 33113 | 2 | 1 | 0 | 1 | 0 | M>=0 | 22-MAR-2006 15:38:25.00 | 22-MAR-2006 15:50:20.00 | piedestaux Silicium/Chio/etalons | page 137 | 
355 | 0 | 2815 | 11241 | 0 | 0 | 4.09344 | 43.9844 | 45194 | 0 | 0 | 11245 | 45194 | 0 | 2 | 11245 | 11245 | 11245 | 11245 | 11245 | 11245 | 11246 | 1 | 0 | 0 | 0 | 0 | M>=0 | 22-MAR-2006 15:59:00.00 | 22-MAR-2006 16:03:03.00 | piedestaux CsI |  | 
356 | 0 | 5072 | 36818 | 7 | 0 | 13.6412 | 79.25 | 152930 | 0 | 36828 | 0 | 152930 | 0 | 76548 | 36828 | 36828 | 36828 | 36828 | 36828 | 36828 | 36829 | 1 | 1 | 1 | 1 | 0 | M>=0 | 22-MAR-2006 16:38:04.00 | 22-MAR-2006 16:51:23.00 | automate mes 1: Si 2-5 | page 138 | 
357 | 0 | 2980 | 36824 | 8 | 0 | 13.34 | 46.5625 | 149508 | 0 | 36824 | 0 | 149508 | 0 | 40067 | 36824 | 36824 | 36824 | 36824 | 36824 | 36824 | 36825 | 2 | 0 | 0 | 0 | 0 | M>=0 | 22-MAR-2006 16:51:28.00 | 22-MAR-2006 17:05:08.00 | automate mes 2: Si 6-7 |  | 
358 | 0 | 3930 | 48576 | 9 | 0 | 17.4718 | 61.4062 | 196127 | 0 | 48576 | 0 | 196127 | 0 | 51969 | 48576 | 48576 | 48576 | 48576 | 48576 | 48576 | 48577 | 4 | 1 | 2 | 0 | 0 | M>=0 | 22-MAR-2006 17:05:14.00 | 22-MAR-2006 17:22:28.00 | automate mes 3: Si 8-9 |  | 
359 | 0 | 920 | 33290 | 6 | 0 | 11.984 | 14.375 | 134270 | 0 | 33290 | 0 | 134270 | 0 | 33150 | 33290 | 33290 | 33290 | 33290 | 33290 | 33290 | 33291 | 1 | 0 | 1 | 1 | 0 | M>=0 | 22-MAR-2006 17:23:03.00 | 22-MAR-2006 17:35:03.00 | automate mes 4: Si75 |  | 
360 | 0 | 1052 | 37989 | 6 | 0 | 13.6311 | 16.4375 | 152842 | 0 | 37989 | 0 | 152842 | 0 | 38989 | 37989 | 37989 | 37989 | 37989 | 37989 | 37989 | 37990 | 1 | 0 | 0 | 0 | 0 | M>=0 | 22-MAR-2006 17:35:08.00 | 22-MAR-2006 17:48:27.00 | automate mes 5 SiLi |  | 
361 | 0 | 1676 | 32090 | 7 | 0 | 11.77 | 26.1875 | 131602 | 0 | 32090 | 0 | 131602 | 0 | 3 | 32090 | 32090 | 32090 | 32090 | 32090 | 32090 | 32091 | 1 | 0 | 2 | 0 | 0 | M>=0 | 22-MAR-2006 17:49:02.00 | 22-MAR-2006 18:00:25.00 | automate mes 6: CI 2, 4, 6 |  | 
362 | 0 | 517 | 23868 | 3 | 0 | 8.67367 | 8.07812 | 96816 | 0 | 23868 | 0 | 96816 | 0 | 3 | 23868 | 23868 | 23868 | 23868 | 23868 | 23868 | 23869 | 1 | 0 | 0 | 0 | 0 | M>=0 | 22-MAR-2006 18:01:01.00 | 22-MAR-2006 18:09:21.00 | automate mes 7:CI 8 |  | 
363 | 0 | 516 | 23852 | 2 | 0 | 8.67445 | 8.0625 | 96786 | 0 | 23852 | 0 | 96786 | 0 | 3 | 23852 | 23852 | 23852 | 23852 | 23852 | 23852 | 23853 | 0 | 0 | 0 | 1 | 0 | M>=0 | 22-MAR-2006 18:09:26.00 | 22-MAR-2006 18:18:16.00 | automate mes 8: CI 8 |  | 
364 | 0 | 510 | 23862 | 3 | 0 | 8.67595 | 7.96875 | 96774 | 0 | 23862 | 0 | 96774 | 0 | 3 | 23862 | 23862 | 23862 | 23862 | 23862 | 23862 | 23863 | 1 | 1 | 0 | 0 | 0 | M>=0 | 22-MAR-2006 18:18:22.00 | 22-MAR-2006 18:27:12.00 | automate mes 9: CI 10 |  | 
365 | 0 | 516 | 23849 | 2 | 0 | 8.67612 | 8.0625 | 96743 | 0 | 23849 | 0 | 96743 | 0 | 2 | 23849 | 23849 | 23849 | 23849 | 23849 | 23849 | 23850 | 0 | 0 | 0 | 0 | 0 | M>=0 | 22-MAR-2006 18:27:17.00 | 22-MAR-2006 18:36:07.00 | automate mes 10: CI 10 |  | 
366 | 0 | 510 | 23852 | 2 | 0 | 8.67613 | 7.96875 | 96727 | 0 | 23852 | 0 | 96727 | 0 | 3 | 23852 | 23852 | 23852 | 23852 | 23852 | 23852 | 23853 | 1 | 0 | 1 | 0 | 0 | M>=0 | 22-MAR-2006 18:36:13.00 | 22-MAR-2006 18:45:03.00 | automate mes 11: CI 12 |  | 
367 | 0 | 516 | 23849 | 2 | 0 | 8.67815 | 8.0625 | 96735 | 0 | 23849 | 0 | 96735 | 0 | 2 | 23849 | 23849 | 23849 | 23849 | 23849 | 23849 | 23850 | 0 | 0 | 0 | 0 | 0 | M>=0 | 22-MAR-2006 18:45:08.00 | 22-MAR-2006 18:53:28.00 | automate mes 12: CI 12 |  | 
368 | 0 | 12708 | 1012936 | 43 | 0 | 149.798 | 198.562 | 1683226 | 0 | 273357 | 0 | 1093430 | 25825 | 15105948 | 1012966 | 1012966 | 1012966 | 1012966 | 1012966 | 1012966 | 1012967 | 6 | 2 | 3 | 2 | 4.37863 | M>=1 | 22-MAR-2006 19:09:01.00 | 22-MAR-2006 21:38:25.00 | Pollution Cf(?)+cosmique |  | 
369 | 0 | 12706 | 599803 | 66 | 0 | 213.584 | 198.531 | 2399425 | 0 | 599802 | 0 | 2399425 | 0 | 14916115 | 599802 | 599802 | 599802 | 599802 | 599802 | 599802 | 599803 | 12 | 2 | 7 | 1 | 0 | M>=1 | 22-MAR-2006 21:38:29.00 | 23-MAR-2006 01:12:16.00 | Pollution Cf(?)+cosmique |  | 
370 | 0 | 12703 | 600043 | 58 | 0 | 213.444 | 198.484 | 2400389 | 0 | 600043 | 0 | 2400389 | 0 | 3767315 | 600043 | 600043 | 600043 | 600043 | 600043 | 600043 | 600044 | 12 | 3 | 7 | 1 | 0 | M>=1 | 23-MAR-2006 01:12:20.00 | 23-MAR-2006 04:46:03.00 | Pollution Cf(?)+cosmique |  | 
371 | 0 | 12707 | 600450 | 46 | 0 | 213.536 | 198.547 | 2402017 | 0 | 600449 | 0 | 2402017 | 0 | 2925029 | 600449 | 600449 | 600449 | 600449 | 600449 | 600449 | 600450 | 7 | 2 | 5 | 1 | 0 | M>=1 | 23-MAR-2006 04:46:06.00 | 23-MAR-2006 08:19:22.00 | Pollution Cf(?)+cosmique |  | 
372 | 0 | 1493 | 70658 | 8 | 0 | 25.2261 | 23.3281 | 282846 | 0 | 70657 | 0 | 282846 | 0 | 389669 | 70657 | 70657 | 70657 | 70657 | 70657 | 70657 | 70658 | 1 | 0 | 1 | 0 | 0 | M>=1 | 23-MAR-2006 08:19:25.00 | 23-MAR-2006 08:45:02.00 | Pollution Cf(?)+cosmique |  | 
373 | 0 | 12710 | 1587420 | 16 | 0 | 26.1583 | 198.594 | 295047 | 0 | 0 | 0 | 0 | 43795 | 1898904 | 1589298 | 1589298 | 1589298 | 1589298 | 1589298 | 1589298 | 1589299 | 12 | 1 | 9 | 0 | 14.8434 | M>=1 | 23-MAR-2006 14:48:02.00 | 23-MAR-2006 15:14:07.00 | !!!!!panne du circuit de refroidissement |  | 
374 | 0 | 12711 | 1586286 | 14 | 0 | 25.9823 | 198.609 | 291667 | 0 | 0 | 0 | 0 | 43246 | 1911827 | 1587518 | 1587518 | 1587518 | 1587518 | 1587518 | 1587518 | 1587518 | 16 | 0 | 15 | 0 | 14.8272 | M>=1 | 23-MAR-2006 15:14:07.00 | 23-MAR-2006 15:40:06.00 | !!!!!panne du circuit de refroidissement |  | 
375 | 0 | 12710 | 1588558 | 12 | 0 | 26.0375 | 198.594 | 291665 | 0 | 0 | 0 | 0 | 43450 | 1901556 | 1587771 | 1587771 | 1587771 | 1587771 | 1587771 | 1587771 | 1587771 | 12 | 0 | 11 | 0 | 14.8972 | M>=1 | 23-MAR-2006 15:40:06.00 | 23-MAR-2006 16:06:07.00 | !!!!!panne du circuit de refroidissement |  | 
376 | 0 | 12704 | 1590461 | 3 | 0 | 25.832 | 198.5 | 289962 | 0 | 0 | 0 | 0 | 43609 | 1943475 | 1589235 | 1589235 | 1589235 | 1589235 | 1589235 | 1589235 | 1589236 | 13 | 1 | 12 | 0 | 15.0396 | M>=1 | 23-MAR-2006 16:06:07.00 | 23-MAR-2006 16:32:02.00 | !!!!!panne du circuit de refroidissement |  | 
377 | 0 | 12708 | 1586840 | 8 | 0 | 25.8252 | 198.562 | 289542 | 0 | 0 | 0 | 0 | 43498 | 1927125 | 1586319 | 1586319 | 1586319 | 1586319 | 1586319 | 1586319 | 1586320 | 9 | 0 | 8 | 1 | 15.023 | M>=1 | 23-MAR-2006 16:32:02.00 | 23-MAR-2006 16:57:27.00 | !!!!!panne du circuit de refroidissement |  | 
378 | 0 | 12705 | 1592668 | 1 | 0 | 25.6331 | 198.516 | 289124 | 0 | 0 | 0 | 0 | 43741 | 1941675 | 1594455 | 1594455 | 1594455 | 1594455 | 1594455 | 1594455 | 1594456 | 5 | 0 | 4 | 0 | 15.1288 | M>=1 | 23-MAR-2006 16:58:00.00 | 23-MAR-2006 17:23:19.00 | !!!!!panne du circuit de refroidissement |  | 
379 | 0 | 12707 | 1613797 | 5 | 0 | 19.9234 | 198.547 | 223621 | 0 | 0 | 0 | 0 | 40651 | 2118922 | 1613052 | 1613052 | 1613052 | 1613052 | 1613052 | 1613052 | 1613053 | 5 | 0 | 4 | 0 | 18.1785 | M>=1 | 23-MAR-2006 17:23:20.00 | 23-MAR-2006 17:43:18.00 | !!!!!panne du circuit de refroidissement |  | 
380 | 0 | 12712 | 1631761 | 5 | 0 | 14.4724 | 198.625 | 160753 | 0 | 0 | 0 | 0 | 37994 | 2287864 | 1628430 | 1628430 | 1628430 | 1628430 | 1628430 | 1628430 | 1628430 | 4 | 1 | 4 | 0 | 23.635 | M>=1 | 23-MAR-2006 17:43:18.00 | 23-MAR-2006 17:58:02.00 | !!!!!panne du circuit de refroidissement |  | 
381 | 0 | 4035 | 512263 | 3060 | 0 | 944.544 | 63.0469 | 10654475 | 0 | 0 | 0 | 0 | 10616839 | 717603 | 508881 | 508881 | 508881 | 508881 | 508881 | 508881 | 508881 | 531 | 12 | 512 | 9 | 99.6468 | M>=1 | 23-MAR-2006 17:58:02.00 | 24-MAR-2006 09:42:18.00 | !!!!!panne du circuit de refroidissement,disjonction HT |  | 
383 | 0 | 7407 | 948845 | 41 | 0 | 2.90797 | 115.734 | 31264 | 0 | 0 | 0 | 0 | 20851 | 12762144 | 948863 | 948863 | 948863 | 948863 | 948863 | 948863 | 948863 | 0 | 0 | 1 | 0 | 66.6933 | M>=0 | 24-MAR-2006 14:00:13.00 | 24-MAR-2006 14:03:10.00 | Tentative calibration alpha. Trop de disjonction. |  | 
385 | 0 | 12704 | 1642436 | 1856 | 0 | 94.3854 | 198.5 | 1060153 | 0 | 0 | 0 | 0 | 53576 | 2322619 | 1642435 | 1642435 | 1642435 | 1642435 | 1642435 | 1642435 | 1642436 | 0 | 0 | 0 | 0 | 5.05361 | M>=0 | 26-MAR-2006 19:53:24.00 | 26-MAR-2006 21:28:05.00 | calibration source alpha |  | 
386 | 0 | 12705 | 1644286 | 1605 | 0 | 90.5995 | 198.516 | 1017483 | 0 | 0 | 0 | 0 | 52546 | 2395471 | 1644390 | 1644390 | 1644390 | 1644390 | 1644390 | 1644390 | 1644391 | 0 | 0 | 0 | 0 | 5.16431 | M>=0 | 26-MAR-2006 21:28:09.00 | 26-MAR-2006 22:58:26.00 | calibration source alpha |  | 
387 | 0 | 12735 | 1646645 | 786 | 0 | 1255.32 | 198.984 | 571224 | 0 | 0 | 0 | 0 | 44259 | 3330373 | 1647558 | 1647558 | 1647558 | 1647558 | 1647558 | 1647558 | 1647559 | 0 | 0 | 0 | 0 | 7.7481 | M>=0 | 26-MAR-2006 22:58:29.00 | 27-MAR-2006 19:54:09.00 | calibration source alpha |  | 
388 | 0 | 12707 | 1607671 | 229 | 0 | 68.7581 | 198.547 | 773649 | 0 | 0 | 0 | 0 | 45309 | 1994879 | 1609431 | 1609431 | 1609431 | 1609431 | 1609431 | 1609431 | 1609432 | 0 | 0 | 0 | 0 | 5.85653 | M>=0 | 28-MAR-2006 11:29:06.00 | 28-MAR-2006 12:37:28.00 | calibration source alpha et plantage acquisition |  | 
389 | 0 | 12706 | 1630072 | 221 | 0 | 79.1749 | 198.531 | 888706 | 0 | 0 | 0 | 0 | 47010 | 2144617 | 1628694 | 1628694 | 1628694 | 1628694 | 1628694 | 1628694 | 1628695 | 0 | 0 | 0 | 0 | 5.28971 | M>=0 | 28-MAR-2006 12:37:28.00 | 28-MAR-2006 13:57:03.00 | calibration source alpha redemarage |  | 
390 | 0 | 12710 | 1629477 | 193 | 0 | 85.4878 | 198.594 | 958587 | 0 | 0 | 0 | 0 | 48695 | 2009944 | 1630231 | 1630231 | 1630231 | 1630231 | 1630231 | 1630231 | 1630232 | 0 | 0 | 0 | 0 | 5.07987 | M>=0 | 28-MAR-2006 13:57:03.00 | 28-MAR-2006 15:22:18.00 | calibration source alpha |  | 
391 | 0 | 12710 | 1630573 | 179 | 0 | 89.0892 | 198.594 | 999648 | 0 | 0 | 0 | 0 | 49295 | 1785183 | 1629859 | 1629859 | 1629859 | 1629859 | 1629859 | 1629859 | 1629860 | 0 | 0 | 0 | 0 | 4.93124 | M>=0 | 28-MAR-2006 15:22:18.00 | 28-MAR-2006 16:51:20.00 | calibration source alpha |  | 
392 | 0 | 12704 | 1628949 | 186 | 0 | 93.8738 | 198.5 | 1055603 | 0 | 0 | 0 | 0 | 49213 | 1876155 | 1628871 | 1628871 | 1628871 | 1628871 | 1628871 | 1628871 | 1628872 | 0 | 0 | 0 | 0 | 4.66207 | M>=0 | 28-MAR-2006 16:51:24.00 | 28-MAR-2006 18:25:20.00 | calibration source alpha |  | 
393 | 0 | 12706 | 1638079 | 163 | 0 | 96.8056 | 198.531 | 1088845 | 0 | 0 | 0 | 0 | 49783 | 1808188 | 1638197 | 1638197 | 1638197 | 1638197 | 1638197 | 1638197 | 1638198 | 0 | 0 | 0 | 0 | 4.57209 | M>=0 | 28-MAR-2006 18:25:23.00 | 28-MAR-2006 20:02:17.00 | calibration source alpha |  | 
394 | 0 | 12704 | 1624705 | 147 | 0 | 87.7546 | 198.5 | 985759 | 0 | 0 | 0 | 0 | 49467 | 1752650 | 1624703 | 1624703 | 1624703 | 1624703 | 1624703 | 1624703 | 1624704 | 0 | 0 | 0 | 0 | 5.01816 | M>=0 | 28-MAR-2006 20:02:17.00 | 28-MAR-2006 21:30:10.00 | calibration source alpha |  | 
395 | 0 | 12708 | 1631496 | 138 | 0 | 83.3407 | 198.562 | 937319 | 0 | 0 | 0 | 0 | 48359 | 1925896 | 1631603 | 1631603 | 1631603 | 1631603 | 1631603 | 1631603 | 1631604 | 0 | 0 | 0 | 0 | 5.15929 | M>=0 | 28-MAR-2006 21:30:13.00 | 28-MAR-2006 22:53:23.00 | calibration source alpha |  | 
396 | 0 | 12706 | 1632172 | 139 | 0 | 83.7558 | 198.531 | 943392 | 0 | 0 | 0 | 0 | 48224 | 2025305 | 1632192 | 1632192 | 1632192 | 1632192 | 1632192 | 1632192 | 1632193 | 0 | 0 | 0 | 0 | 5.11177 | M>=0 | 28-MAR-2006 22:53:26.00 | 29-MAR-2006 00:17:18.00 | calibration source alpha |  | 
397 | 0 | 12704 | 1635458 | 189 | 0 | 88.4126 | 198.5 | 994729 | 0 | 0 | 0 | 0 | 49299 | 1781127 | 1635446 | 1635446 | 1635446 | 1635446 | 1635446 | 1635446 | 1635447 | 0 | 0 | 0 | 0 | 4.95602 | M>=0 | 29-MAR-2006 00:17:19.00 | 29-MAR-2006 01:46:01.00 | calibration source alpha |  | 
398 | 0 | 12707 | 1636171 | 273 | 0 | 89.0544 | 198.547 | 1002895 | 0 | 0 | 0 | 0 | 49626 | 1762521 | 1636735 | 1636735 | 1636735 | 1636735 | 1636735 | 1636735 | 1636736 | 0 | 0 | 0 | 0 | 4.94827 | M>=0 | 29-MAR-2006 01:46:04.00 | 29-MAR-2006 03:15:06.00 | calibration source alpha |  | 
399 | 0 | 12707 | 1644688 | 299 | 0 | 93.6094 | 198.547 | 1052934 | 0 | 0 | 0 | 0 | 49455 | 1766601 | 1644690 | 1644690 | 1644690 | 1644690 | 1644690 | 1644690 | 1644690 | 0 | 0 | 0 | 0 | 4.69688 | M>=0 | 29-MAR-2006 03:15:06.00 | 29-MAR-2006 04:48:24.00 | calibration source alpha |  | 
