########################################################
#Z	A	Q	Brho0	Run1	Run2	Brhomin	Brhomax
########################################################
15	36	15	1.293	353	354     1.32000 1.42800
15	36	15	1.189	355	356     1.16400 1.32000
15	36	15	1.094	357	357     1.11600 1.16400
15	36	15	1.008	358	358     1.08000 1.11600
15	37	15	1.962	327	331     2.00400 2.12400
15	37	15	1.805	333	338     1.74000 2.00400
15	37	15	1.523	344	347     1.45200 1.46400
15	37	15	1.293	353	354     1.27200 1.28400
15	37	15	1.094	357	357     1.09200 1.14000
15	37	15	1.008	358	358     0.972000 1.09200
15	38	14	1.962	327	331     1.98000 1.99200
15	38	15	1.962	327	331     1.88400 2.12400
15	38	15	1.805	333	338     1.81200 1.88400
15	39	15	1.962	327	331     2.07600 2.12400
16	28	14	1.962	327	331     1.76400 1.93200
16	28	14	1.805	333	338     1.78800 1.76400
16	28	14	1.660	339	343     1.57200 1.78800
16	28	14	1.405	348	350     1.38000 1.57200
16	28	14	1.293	353	354     1.30800 1.38000
16	28	14	1.189	355	356     1.29600 1.30800
16	29	14	1.962	327	331     1.84800 1.90800
16	29	14	1.805	333	338     1.81200 1.84800
16	29	14	1.660	339	343     1.56000 1.81200
16	29	14	1.523	344	347     1.53600 1.56000
16	29	14	1.405	348	350     1.39200 1.53600
16	29	14	1.293	353	354     1.29600 1.39200
16	29	14	1.189	355	356     1.24800 1.29600
16	29	14	1.094	357	357     1.12800 1.24800
16	29	15	1.523	344	347     1.39200 1.52400
16	29	15	1.405	348	350     1.38000 1.39200
16	29	15	1.189	355	356     1.29600 1.30800
16	30	14	1.962	327	331     1.93200 1.92000
16	30	14	1.805	333	338     1.75200 1.93200
16	30	14	1.660	339	343     1.66800 1.75200
16	30	14	1.523	344	347     1.56000 1.66800
16	30	14	1.405	348	350     1.33200 1.56000
16	30	14	1.293	353	354     1.27200 1.33200
16	30	14	1.189	355	356     1.27200 1.27200
16	30	14	1.094	357	357     1.10400 1.27200
16	30	14	1.008	358	358     1.09200 1.10400
16	30	15	1.805	333	338     1.77600 1.78800
16	30	15	1.660	339	343     1.60800 1.77600
16	30	15	1.523	344	347     1.47600 1.60800
16	30	15	1.405	348	350     1.40400 1.47600
16	30	15	1.293	353	354     1.23600 1.40400
16	30	15	1.189	355	356     1.27200 1.23600
16	30	15	1.094	357	357     1.26000 1.27200
16	31	14	1.962	327	331     1.93200 2.00400
16	31	14	1.805	333	338     1.72800 1.93200
16	31	14	1.660	339	343     1.66800 1.72800
16	31	14	1.523	344	347     1.59600 1.66800
16	31	14	1.405	348	350     1.42800 1.59600
16	31	14	1.293	353	354     1.27200 1.42800
16	31	14	1.189	355	356     1.20000 1.27200
16	31	14	1.094	357	357     1.04400 1.20000
16	31	14	1.008	358	358     0.948000 1.04400
16	31	15	1.805	333	338     1.77600 1.87200
16	31	15	1.660	339	343     1.63200 1.77600
16	31	15	1.523	344	347     1.53600 1.63200
16	31	15	1.405	348	350     1.42800 1.53600
16	31	15	1.293	353	354     1.30800 1.42800
16	31	15	1.189	355	356     1.14000 1.30800
16	31	15	1.094	357	357     1.11600 1.14000
16	31	15	1.008	358	358     1.00800 1.11600
16	31	16	1.660	339	343     1.59600 1.71600
16	31	16	1.523	344	347     1.38000 1.59600
16	31	16	1.405	348	350     1.41600 1.38000
16	31	16	1.293	353	354     1.32000 1.41600
16	31	16	1.189	355	356     1.30800 1.32000
16	32	14	1.962	327	331     1.93200 2.02800
16	32	14	1.805	333	338     1.70400 1.93200
16	32	14	1.660	339	343     1.63200 1.70400
16	32	14	1.405	348	350     1.38000 1.57200
16	32	14	1.293	353	354     1.28400 1.38000
16	32	14	1.189	355	356     1.16400 1.28400
16	32	14	1.094	357	357     1.11600 1.16400
16	32	14	1.008	358	358     0.948000 1.11600
16	32	15	1.962	327	331     1.94400 1.93200
16	32	15	1.805	333	338     1.76400 1.94400
16	32	15	1.660	339	343     1.60800 1.76400
16	32	15	1.523	344	347     1.53600 1.60800
16	32	15	1.405	348	350     1.40400 1.53600
16	32	15	1.293	353	354     1.30800 1.40400
16	32	15	1.189	355	356     1.20000 1.30800
16	32	15	1.094	357	357     1.05600 1.20000
16	32	15	1.008	358	358     0.948000 1.05600
16	32	16	1.805	333	338     1.75200 1.80000
16	32	16	1.660	339	343     1.60800 1.75200
16	32	16	1.523	344	347     1.45200 1.60800
16	32	16	1.405	348	350     1.42800 1.45200
16	32	16	1.293	353	354     1.21200 1.42800
16	32	16	1.094	357	357     1.05600 1.11600
16	32	16	1.008	358	358     1.04400 1.05600
16	33	14	1.962	327	331     1.98000 2.08800
16	33	14	1.805	333	338     1.84800 1.98000
16	33	14	1.660	339	343     1.71600 1.84800
16	33	14	1.523	344	347     1.58400 1.71600
16	33	14	1.405	348	350     1.42800 1.58400
16	33	14	1.293	353	354     1.30800 1.42800
16	33	14	1.189	355	356     1.27200 1.30800
16	33	14	1.094	357	357     1.08000 1.27200
16	33	14	1.008	358	358     0.948000 1.08000
16	33	15	1.962	327	331     1.96800 1.98000
16	33	15	1.805	333	338     1.75200 1.96800
16	33	15	1.660	339	343     1.62000 1.75200
16	33	15	1.523	344	347     1.56000 1.62000
16	33	15	1.405	348	350     1.38000 1.56000
16	33	15	1.293	353	354     1.27200 1.38000
16	33	15	1.189	355	356     1.21200 1.27200
16	33	15	1.094	357	357     1.15200 1.21200
16	33	15	1.008	358	358     0.948000 1.15200
16	33	16	1.805	333	338     1.75200 1.88400
16	33	16	1.660	339	343     1.60800 1.75200
16	33	16	1.523	344	347     1.46400 1.60800
16	33	16	1.405	348	350     1.47600 1.46400
16	33	16	1.293	353	354     1.21200 1.47600
16	33	16	1.094	357	357     1.05600 1.11600
16	33	16	1.008	358	358     0.936000 1.05600
16	34	14	1.962	327	331     1.95600 2.08800
16	34	14	1.805	333	338     1.81200 1.95600
16	34	14	1.660	339	343     1.75200 1.81200
16	34	14	1.405	348	350     1.47600 1.53600
16	34	14	1.293	353	354     1.32000 1.47600
16	34	14	1.189	355	356     1.22400 1.32000
16	34	14	1.094	357	357     1.11600 1.22400
16	34	14	1.008	358	358     0.948000 1.11600
16	34	15	1.962	327	331     1.95600 2.04000
16	34	15	1.805	333	338     1.75200 1.95600
16	34	15	1.660	339	343     1.64400 1.75200
16	34	15	1.523	344	347     1.57200 1.64400
16	34	15	1.405	348	350     1.33200 1.57200
16	34	15	1.293	353	354     1.23600 1.33200
16	34	15	1.189	355	356     1.21200 1.23600
16	34	15	1.094	357	357     1.16400 1.21200
16	34	15	1.008	358	358     0.948000 1.16400
16	34	16	1.962	327	331     1.92000 1.93200
16	34	16	1.805	333	338     1.75200 1.92000
16	34	16	1.660	339	343     1.60800 1.75200
16	34	16	1.523	344	347     1.50000 1.60800
16	34	16	1.405	348	350     1.34400 1.50000
16	34	16	1.293	353	354     1.15200 1.34400
16	34	16	1.189	355	356     1.18800 1.15200
16	34	16	1.094	357	357     1.04400 1.18800
16	34	16	1.008	358	358     0.948000 1.04400
16	35	14	1.962	327	331     2.02800 2.11200
16	35	14	1.805	333	338     1.78800 2.02800
16	35	14	1.405	348	350     1.27200 1.53600
16	35	14	1.293	353	354     1.34400 1.27200
16	35	14	1.189	355	356     1.16400 1.34400
16	35	14	1.094	357	357     1.09200 1.16400
16	35	14	1.008	358	358     0.948000 1.09200
16	35	15	1.962	327	331     1.93200 2.10000
16	35	15	1.805	333	338     1.75200 1.93200
16	35	15	1.660	339	343     1.59600 1.75200
16	35	15	1.523	344	347     1.44000 1.59600
16	35	15	1.405	348	350     1.35600 1.44000
16	35	15	1.293	353	354     1.27200 1.35600
16	35	15	1.189	355	356     1.21200 1.27200
16	35	15	1.094	357	357     1.15200 1.21200
16	35	15	1.008	358	358     0.948000 1.15200
16	35	16	1.962	327	331     1.93200 1.99200
16	35	16	1.805	333	338     1.75200 1.93200
16	35	16	1.660	339	343     1.62000 1.75200
16	35	16	1.523	344	347     1.52400 1.62000
16	35	16	1.405	348	350     1.32000 1.52400
16	35	16	1.293	353	354     1.21200 1.32000
16	35	16	1.094	357	357     1.05600 1.11600
16	35	16	1.008	358	358     0.960000 1.05600
16	36	14	1.962	327	331     1.92000 2.07600
16	36	14	1.805	333	338     1.90800 1.92000
16	36	14	1.405	348	350     1.39200 1.45200
16	36	14	1.293	353	354     1.34400 1.39200
16	36	14	1.189	355	356     1.21200 1.34400
16	36	14	1.094	357	357     1.05600 1.21200
16	36	14	1.008	358	358     1.00800 1.05600
16	36	15	1.962	327	331     1.93200 2.12400
16	36	15	1.805	333	338     1.75200 1.93200
16	36	15	1.660	339	343     1.60800 1.75200
16	36	15	1.523	344	347     1.44000 1.60800
16	36	15	1.405	348	350     1.36800 1.44000
16	36	15	1.293	353	354     1.27200 1.36800
16	36	15	1.189	355	356     1.20000 1.27200
16	36	15	1.094	357	357     1.16400 1.20000
16	36	15	1.008	358	358     0.960000 1.16400
16	36	16	1.962	327	331     1.93200 2.04000
16	36	16	1.805	333	338     1.75200 1.93200
16	36	16	1.660	339	343     1.62000 1.75200
16	36	16	1.523	344	347     1.52400 1.62000
16	36	16	1.405	348	350     1.38000 1.52400
16	36	16	1.293	353	354     1.21200 1.38000
16	37	14	1.962	327	331     2.07600 2.08800
16	37	14	1.293	353	354     1.27200 1.35600
16	37	14	1.189	355	356     1.12800 1.27200
16	37	14	1.094	357	357     1.11600 1.12800
16	37	15	1.962	327	331     1.94400 2.16000
16	37	15	1.805	333	338     1.81200 1.94400
16	37	15	1.660	339	343     1.62000 1.81200
16	37	15	1.523	344	347     1.46400 1.62000
16	37	15	1.405	348	350     1.30800 1.46400
16	37	15	1.293	353	354     1.28400 1.30800
16	37	15	1.189	355	356     1.21200 1.28400
16	37	15	1.094	357	357     1.10400 1.21200
16	37	15	1.008	358	358     1.04400 1.10400
16	37	16	1.962	327	331     1.93200 2.06400
16	37	16	1.805	333	338     1.75200 1.93200
16	37	16	1.660	339	343     1.65600 1.75200
16	37	16	1.523	344	347     1.42800 1.65600
16	37	16	1.405	348	350     1.38000 1.42800
16	37	16	1.293	353	354     1.21200 1.38000
16	38	15	1.962	327	331     1.92000 2.12400
16	38	15	1.805	333	338     1.89600 1.92000
16	38	15	1.523	344	347     1.44000 1.57200
16	38	15	1.405	348	350     1.38000 1.44000
16	38	15	1.293	353	354     1.32000 1.38000
16	38	15	1.094	357	357     1.15200 1.16400
16	38	16	1.962	327	331     1.93200 2.11200
16	38	16	1.805	333	338     1.76400 1.93200
16	38	16	1.660	339	343     1.54800 1.76400
16	38	16	1.523	344	347     1.57200 1.54800
16	38	16	1.405	348	350     1.44000 1.57200
16	38	16	1.293	353	354     1.21200 1.44000
16	39	15	1.805	333	338     1.96800 1.98000
16	39	15	1.523	344	347     1.45200 1.53600
16	39	15	1.405	348	350     1.24800 1.45200
16	39	15	1.293	353	354     1.23600 1.24800
16	39	16	1.962	327	331     1.96800 2.11200
16	39	16	1.805	333	338     1.75200 1.96800
16	39	16	1.660	339	343     1.56000 1.75200
16	39	16	1.523	344	347     1.51200 1.56000
16	39	16	1.405	348	350     1.39200 1.51200
16	39	16	1.293	353	354     1.27200 1.39200
16	40	16	1.962	327	331     1.92000 2.13600
16	40	16	1.805	333	338     1.76400 1.92000
16	40	16	1.523	344	347     1.56000 1.57200
16	41	16	1.962	327	331     1.87200 2.12400
17	30	15	1.805	333	338     1.71600 1.76400
17	30	15	1.660	339	343     1.58400 1.71600
17	30	15	1.523	344	347     1.53600 1.58400
17	30	15	1.405	348	350     1.39200 1.53600
17	30	15	1.293	353	354     1.30800 1.39200
17	30	15	1.189	355	356     1.29600 1.30800
17	31	15	1.805	333	338     1.77600 1.82400
17	31	15	1.660	339	343     1.57200 1.77600
17	31	15	1.523	344	347     1.54800 1.57200
17	31	15	1.405	348	350     1.39200 1.54800
17	31	15	1.293	353	354     1.32000 1.39200
17	31	15	1.189	355	356     1.20000 1.32000
17	31	15	1.094	357	357     0.984000 1.20000
17	31	15	1.008	358	358     0.972000 0.984000
17	31	16	1.523	344	347     1.45200 1.51200
17	31	16	1.405	348	350     1.44000 1.45200
17	32	15	1.962	327	331     1.90800 1.93200
17	32	15	1.805	333	338     1.75200 1.90800
17	32	15	1.660	339	343     1.66800 1.75200
17	32	15	1.523	344	347     1.54800 1.66800
17	32	15	1.405	348	350     1.34400 1.54800
17	32	15	1.293	353	354     1.27200 1.34400
17	32	15	1.189	355	356     1.23600 1.27200
17	32	15	1.008	358	358     1.00800 1.02000
17	32	16	1.660	339	343     1.60800 1.78800
17	32	16	1.523	344	347     1.53600 1.60800
17	32	16	1.405	348	350     1.41600 1.53600
17	32	16	1.293	353	354     1.35600 1.41600
17	32	17	1.660	339	343     1.64400 1.65600
17	33	15	1.962	327	331     1.93200 2.00400
17	33	15	1.805	333	338     1.75200 1.93200
17	33	15	1.660	339	343     1.60800 1.75200
17	33	15	1.523	344	347     1.52400 1.60800
17	33	15	1.405	348	350     1.38000 1.52400
17	33	15	1.293	353	354     1.26000 1.38000
17	33	15	1.189	355	356     1.18800 1.26000
17	33	15	1.094	357	357     1.06800 1.18800
17	33	15	1.008	358	358     0.948000 1.06800
17	33	16	1.805	333	338     1.77600 1.83600
17	33	16	1.660	339	343     1.58400 1.77600
17	33	16	1.523	344	347     1.54800 1.58400
17	33	16	1.405	348	350     1.39200 1.54800
17	33	16	1.293	353	354     1.23600 1.39200
17	33	17	1.660	339	343     1.54800 1.69200
17	33	17	1.523	344	347     1.42800 1.54800
17	33	17	1.405	348	350     1.35600 1.42800
17	33	17	1.293	353	354     1.27200 1.35600
17	34	15	1.962	327	331     1.93200 2.04000
17	34	15	1.805	333	338     1.74000 1.93200
17	34	15	1.660	339	343     1.66800 1.74000
17	34	15	1.523	344	347     1.48800 1.66800
17	34	15	1.405	348	350     1.38000 1.48800
17	34	15	1.293	353	354     1.32000 1.38000
17	34	15	1.189	355	356     1.14000 1.32000
17	34	15	1.094	357	357     1.05600 1.14000
17	34	15	1.008	358	358     0.948000 1.05600
17	34	16	1.805	333	338     1.77600 1.92000
17	34	16	1.660	339	343     1.59600 1.77600
17	34	16	1.523	344	347     1.54800 1.59600
17	34	16	1.405	348	350     1.42800 1.54800
17	34	16	1.293	353	354     1.23600 1.42800
17	34	17	1.805	333	338     1.78800 1.80000
17	34	17	1.660	339	343     1.63200 1.78800
17	34	17	1.523	344	347     1.44000 1.63200
17	34	17	1.405	348	350     1.46400 1.44000
17	34	17	1.293	353	354     1.21200 1.46400
17	35	15	1.962	327	331     1.93200 2.08800
17	35	15	1.805	333	338     1.74000 1.93200
17	35	15	1.660	339	343     1.71600 1.74000
17	35	15	1.523	344	347     1.50000 1.71600
17	35	15	1.405	348	350     1.41600 1.50000
17	35	15	1.293	353	354     1.27200 1.41600
17	35	15	1.189	355	356     1.18800 1.27200
17	35	15	1.094	357	357     1.10400 1.18800
17	35	15	1.008	358	358     0.948000 1.10400
17	35	16	1.962	327	331     1.95600 1.98000
17	35	16	1.805	333	338     1.75200 1.95600
17	35	16	1.660	339	343     1.63200 1.75200
17	35	16	1.523	344	347     1.57200 1.63200
17	35	16	1.405	348	350     1.39200 1.57200
17	35	16	1.293	353	354     1.21200 1.39200
17	35	16	1.094	357	357     0.984000 1.04400
17	35	16	1.008	358	358     0.972000 0.984000
17	35	17	1.962	327	331     1.86000 1.90800
17	35	17	1.805	333	338     1.75200 1.86000
17	35	17	1.660	339	343     1.60800 1.75200
17	35	17	1.523	344	347     1.50000 1.60800
17	35	17	1.405	348	350     1.34400 1.50000
17	35	17	1.293	353	354     1.21200 1.34400
17	36	15	1.962	327	331     1.96800 2.12400
17	36	15	1.805	333	338     1.82400 1.96800
17	36	15	1.660	339	343     1.63200 1.82400
17	36	15	1.523	344	347     1.52400 1.63200
17	36	15	1.405	348	350     1.38000 1.52400
17	36	15	1.293	353	354     1.33200 1.38000
17	36	15	1.189	355	356     1.20000 1.33200
17	36	15	1.094	357	357     1.10400 1.20000
17	36	15	1.008	358	358     0.948000 1.10400
17	36	16	1.962	327	331     1.93200 2.04000
17	36	16	1.805	333	338     1.75200 1.93200
17	36	16	1.660	339	343     1.66800 1.75200
17	36	16	1.523	344	347     1.57200 1.66800
17	36	16	1.405	348	350     1.38000 1.57200
17	36	16	1.293	353	354     1.21200 1.38000
17	36	17	1.962	327	331     1.93200 1.92000
17	36	17	1.805	333	338     1.75200 1.93200
17	36	17	1.660	339	343     1.62000 1.75200
17	36	17	1.523	344	347     1.51200 1.62000
17	36	17	1.405	348	350     1.34400 1.51200
17	36	17	1.293	353	354     1.21200 1.34400
17	37	15	1.962	327	331     1.96800 2.10000
17	37	15	1.805	333	338     1.80000 1.96800
17	37	15	1.523	344	347     1.48800 1.65600
17	37	15	1.405	348	350     1.44000 1.48800
17	37	15	1.293	353	354     1.32000 1.44000
17	37	15	1.189	355	356     1.20000 1.32000
17	37	15	1.094	357	357     1.10400 1.20000
17	37	15	1.008	358	358     0.948000 1.10400
17	37	16	1.962	327	331     1.93200 2.08800
17	37	16	1.805	333	338     1.75200 1.93200
17	37	16	1.660	339	343     1.68000 1.75200
17	37	16	1.523	344	347     1.63200 1.68000
17	37	16	1.405	348	350     1.35600 1.63200
17	37	16	1.293	353	354     1.21200 1.35600
17	37	17	1.962	327	331     1.92000 1.96800
17	37	17	1.805	333	338     1.75200 1.92000
17	37	17	1.660	339	343     1.63200 1.75200
17	37	17	1.523	344	347     1.52400 1.63200
17	37	17	1.405	348	350     1.34400 1.52400
17	37	17	1.293	353	354     1.21200 1.34400
17	38	15	1.962	327	331     1.92000 2.14800
17	38	15	1.805	333	338     1.86000 1.92000
17	38	15	1.523	344	347     1.57200 1.65600
17	38	15	1.405	348	350     1.38000 1.57200
17	38	15	1.293	353	354     1.27200 1.38000
17	38	15	1.189	355	356     1.21200 1.27200
17	38	15	1.094	357	357     1.11600 1.21200
17	38	15	1.008	358	358     0.960000 1.11600
17	38	16	1.962	327	331     1.93200 2.10000
17	38	16	1.805	333	338     1.71600 1.93200
17	38	16	1.660	339	343     1.60800 1.71600
17	38	16	1.523	344	347     1.45200 1.60800
17	38	16	1.405	348	350     1.32000 1.45200
17	38	16	1.293	353	354     1.21200 1.32000
17	38	17	1.962	327	331     1.93200 2.00400
17	38	17	1.805	333	338     1.75200 1.93200
17	38	17	1.660	339	343     1.51200 1.75200
17	38	17	1.523	344	347     1.54800 1.51200
17	38	17	1.405	348	350     1.34400 1.54800
17	38	17	1.293	353	354     1.21200 1.34400
17	39	15	1.962	327	331     1.96800 2.14800
17	39	15	1.523	344	347     1.50000 1.53600
17	39	15	1.405	348	350     1.34400 1.50000
17	39	15	1.293	353	354     1.12800 1.34400
17	39	15	1.189	355	356     1.15200 1.12800
17	39	15	1.094	357	357     1.12800 1.15200
17	39	15	1.008	358	358     1.10400 1.12800
17	39	16	1.962	327	331     1.93200 2.12400
17	39	16	1.805	333	338     1.76400 1.93200
17	39	16	1.660	339	343     1.62000 1.76400
17	39	16	1.523	344	347     1.47600 1.62000
17	39	16	1.405	348	350     1.34400 1.47600
17	39	16	1.293	353	354     1.21200 1.34400
17	39	17	1.962	327	331     1.93200 2.06400
17	39	17	1.805	333	338     1.74000 1.93200
17	39	17	1.660	339	343     1.66800 1.74000
17	39	17	1.523	344	347     1.42800 1.66800
17	39	17	1.405	348	350     1.32000 1.42800
17	39	17	1.293	353	354     1.21200 1.32000
17	40	15	1.523	344	347     1.51200 1.52400
17	40	15	1.293	353	354     1.24800 1.26000
17	40	16	1.962	327	331     1.93200 2.13600
17	40	16	1.805	333	338     1.83600 1.93200
17	40	16	1.523	344	347     1.42800 1.62000
17	40	16	1.405	348	350     1.41600 1.42800
17	40	16	1.293	353	354     1.22400 1.41600
17	40	17	1.962	327	331     1.93200 2.10000
17	40	17	1.805	333	338     1.77600 1.93200
17	40	17	1.660	339	343     1.56000 1.77600
17	40	17	1.523	344	347     1.42800 1.56000
17	40	17	1.405	348	350     1.40400 1.42800
17	40	17	1.293	353	354     1.21200 1.40400
17	41	16	1.962	327	331     1.95600 2.17200
17	41	16	1.805	333	338     1.89600 1.95600
17	41	16	1.523	344	347     1.45200 1.53600
17	41	16	1.405	348	350     1.38000 1.45200
17	41	16	1.293	353	354     1.36800 1.38000
17	41	17	1.962	327	331     1.93200 2.11200
17	41	17	1.805	333	338     1.76400 1.93200
17	41	17	1.660	339	343     1.52400 1.76400
17	41	17	1.523	344	347     1.50000 1.52400
17	41	17	1.405	348	350     1.41600 1.50000
17	41	17	1.293	353	354     1.28400 1.41600
17	42	16	1.962	327	331     1.99200 2.08800
17	42	16	1.523	344	347     1.50000 1.51200
17	42	16	1.293	353	354     1.36800 1.38000
17	42	17	1.962	327	331     1.96800 2.12400
17	42	17	1.805	333	338     1.84800 1.96800
17	42	17	1.523	344	347     1.46400 1.47600
17	43	16	1.523	344	347     1.44000 1.45200
17	43	17	1.962	327	331     2.00400 2.13600
17	43	17	1.805	333	338     1.87200 2.00400
18	32	16	1.805	333	338     1.70400 1.71600
18	32	16	1.660	339	343     1.52400 1.70400
18	32	16	1.523	344	347     1.56000 1.52400
18	32	16	1.405	348	350     1.45200 1.56000
18	33	16	1.805	333	338     1.77600 1.82400
18	33	16	1.660	339	343     1.66800 1.77600
18	33	16	1.523	344	347     1.52400 1.66800
18	33	16	1.405	348	350     1.44000 1.52400
18	33	16	1.293	353	354     1.34400 1.44000
18	33	17	1.660	339	343     1.56000 1.64400
18	33	17	1.293	353	354     1.36800 1.38000
18	34	16	1.962	327	331     1.88400 1.92000
18	34	16	1.805	333	338     1.70400 1.88400
18	34	16	1.660	339	343     1.62000 1.70400
18	34	16	1.523	344	347     1.56000 1.62000
18	34	16	1.405	348	350     1.38000 1.56000
18	34	16	1.293	353	354     1.29600 1.38000
18	34	17	1.805	333	338     1.69200 1.74000
18	34	17	1.660	339	343     1.63200 1.69200
18	34	17	1.523	344	347     1.54800 1.63200
18	34	17	1.405	348	350     1.45200 1.54800
18	34	17	1.293	353	354     1.35600 1.45200
18	35	16	1.962	327	331     1.92000 1.98000
18	35	16	1.805	333	338     1.70400 1.92000
18	35	16	1.660	339	343     1.66800 1.70400
18	35	16	1.523	344	347     1.50000 1.66800
18	35	16	1.405	348	350     1.35600 1.50000
18	35	16	1.293	353	354     1.26000 1.35600
18	35	17	1.805	333	338     1.81200 1.87200
18	35	17	1.660	339	343     1.60800 1.81200
18	35	17	1.523	344	347     1.57200 1.60800
18	35	17	1.405	348	350     1.39200 1.57200
18	35	17	1.293	353	354     1.23600 1.39200
18	35	18	1.660	339	343     1.57200 1.65600
18	35	18	1.405	348	350     1.28400 1.48800
18	35	18	1.293	353	354     1.27200 1.28400
18	36	16	1.962	327	331     1.93200 2.02800
18	36	16	1.805	333	338     1.72800 1.93200
18	36	16	1.660	339	343     1.66800 1.72800
18	36	16	1.523	344	347     1.50000 1.66800
18	36	16	1.405	348	350     1.39200 1.50000
18	36	16	1.293	353	354     1.29600 1.39200
18	36	17	1.805	333	338     1.76400 1.89600
18	36	17	1.660	339	343     1.62000 1.76400
18	36	17	1.523	344	347     1.59600 1.62000
18	36	17	1.405	348	350     1.32000 1.59600
18	36	17	1.293	353	354     1.29600 1.32000
18	36	18	1.805	333	338     1.76400 1.74000
18	36	18	1.660	339	343     1.57200 1.76400
18	36	18	1.523	344	347     1.53600 1.57200
18	36	18	1.405	348	350     1.34400 1.53600
18	36	18	1.293	353	354     1.22400 1.34400
18	37	16	1.962	327	331     1.93200 2.05200
18	37	16	1.805	333	338     1.74000 1.93200
18	37	16	1.660	339	343     1.72800 1.74000
18	37	16	1.523	344	347     1.51200 1.72800
18	37	16	1.405	348	350     1.35600 1.51200
18	37	16	1.293	353	354     1.33200 1.35600
18	37	17	1.962	327	331     1.94400 1.95600
18	37	17	1.805	333	338     1.75200 1.94400
18	37	17	1.660	339	343     1.64400 1.75200
18	37	17	1.523	344	347     1.53600 1.64400
18	37	17	1.405	348	350     1.40400 1.53600
18	37	17	1.293	353	354     1.21200 1.40400
18	37	18	1.805	333	338     1.74000 1.82400
18	37	18	1.660	339	343     1.60800 1.74000
18	37	18	1.523	344	347     1.56000 1.60800
18	37	18	1.405	348	350     1.34400 1.56000
18	37	18	1.293	353	354     1.21200 1.34400
18	38	16	1.962	327	331     1.94400 2.10000
18	38	16	1.805	333	338     1.76400 1.94400
18	38	16	1.660	339	343     1.70400 1.76400
18	38	16	1.523	344	347     1.54800 1.70400
18	38	16	1.405	348	350     1.39200 1.54800
18	38	16	1.293	353	354     1.21200 1.39200
18	38	17	1.962	327	331     1.93200 2.00400
18	38	17	1.805	333	338     1.74000 1.93200
18	38	17	1.660	339	343     1.66800 1.74000
18	38	17	1.523	344	347     1.51200 1.66800
18	38	17	1.405	348	350     1.38000 1.51200
18	38	17	1.293	353	354     1.21200 1.38000
18	38	18	1.962	327	331     1.89600 1.87200
18	38	18	1.805	333	338     1.75200 1.89600
18	38	18	1.660	339	343     1.62000 1.75200
18	38	18	1.523	344	347     1.58400 1.62000
18	38	18	1.405	348	350     1.38000 1.58400
18	38	18	1.293	353	354     1.21200 1.38000
18	39	16	1.962	327	331     1.93200 2.12400
18	39	16	1.805	333	338     1.82400 1.93200
18	39	16	1.523	344	347     1.45200 1.69200
18	39	16	1.405	348	350     1.38000 1.45200
18	39	16	1.293	353	354     1.21200 1.38000
18	39	17	1.962	327	331     1.93200 2.04000
18	39	17	1.805	333	338     1.76400 1.93200
18	39	17	1.660	339	343     1.65600 1.76400
18	39	17	1.523	344	347     1.45200 1.65600
18	39	17	1.405	348	350     1.34400 1.45200
18	39	17	1.293	353	354     1.21200 1.34400
18	39	18	1.962	327	331     1.92000 1.94400
18	39	18	1.805	333	338     1.75200 1.92000
18	39	18	1.660	339	343     1.59600 1.75200
18	39	18	1.523	344	347     1.56000 1.59600
18	39	18	1.405	348	350     1.38000 1.56000
18	39	18	1.293	353	354     1.21200 1.38000
18	40	16	1.962	327	331     1.96800 2.11200
18	40	16	1.805	333	338     1.84800 1.96800
18	40	16	1.523	344	347     1.54800 1.66800
18	40	16	1.405	348	350     1.36800 1.54800
18	40	16	1.293	353	354     1.22400 1.36800
18	40	17	1.962	327	331     1.93200 2.10000
18	40	17	1.805	333	338     1.74000 1.93200
18	40	17	1.660	339	343     1.66800 1.74000
18	40	17	1.523	344	347     1.45200 1.66800
18	40	17	1.405	348	350     1.34400 1.45200
18	40	17	1.293	353	354     1.21200 1.34400
18	40	18	1.962	327	331     1.93200 1.99200
18	40	18	1.805	333	338     1.75200 1.93200
18	40	18	1.660	339	343     1.57200 1.75200
18	40	18	1.523	344	347     1.44000 1.57200
18	40	18	1.405	348	350     1.38000 1.44000
18	40	18	1.293	353	354     1.21200 1.38000
18	41	16	1.962	327	331     1.94400 2.17200
18	41	16	1.805	333	338     1.93200 1.94400
18	41	16	1.523	344	347     1.46400 1.70400
18	41	16	1.405	348	350     1.34400 1.46400
18	41	16	1.293	353	354     1.26000 1.34400
18	41	17	1.962	327	331     1.93200 2.12400
18	41	17	1.805	333	338     1.77600 1.93200
18	41	17	1.660	339	343     1.68000 1.77600
18	41	17	1.523	344	347     1.44000 1.68000
18	41	17	1.405	348	350     1.36800 1.44000
18	41	17	1.293	353	354     1.21200 1.36800
18	41	18	1.962	327	331     1.93200 2.05200
18	41	18	1.805	333	338     1.75200 1.93200
18	41	18	1.660	339	343     1.58400 1.75200
18	41	18	1.523	344	347     1.44000 1.58400
18	41	18	1.405	348	350     1.38000 1.44000
18	41	18	1.293	353	354     1.21200 1.38000
18	42	16	1.962	327	331     1.96800 2.04000
18	42	16	1.805	333	338     1.95600 1.96800
18	42	16	1.523	344	347     1.44000 1.63200
18	42	17	1.962	327	331     1.94400 2.12400
18	42	17	1.805	333	338     1.81200 1.94400
18	42	17	1.523	344	347     1.59600 1.65600
