########################################################
#Z	A	Q	Brho0	Run1	Run2	Brhomin	Brhomax
########################################################
10	21	10	0.849	505	506	0.996000 0.996000
10	21	10	0.782	507	508	0.840000 0.996000
10	21	10	0.719	509	509	0.768000 0.840000
10	22	8	1.289	490	492	1.33200 1.34400
10	22	8	0.923	502	504	0.996000 1.00800
10	22	9	1.800	466	474	1.75200 2.02800
10	22	9	1.656	455	465	1.63200 1.75200
10	22	9	1.523	475	483	1.53600 1.63200
10	22	9	1.186	493	495	1.21200 1.32000
10	22	9	1.091	496	500	1.06800 1.21200
10	22	9	1.004	501	501	1.02000 1.06800
10	22	9	0.923	502	504	0.972000 1.02000
10	22	9	0.849	505	506	0.972000 0.972000
10	22	9	0.782	507	508	0.804000 0.972000
10	22	10	1.800	466	474	1.69200 2.00400
10	22	10	1.656	455	465	1.56000 1.69200
10	22	10	1.523	475	483	1.45200 1.56000
10	22	10	1.401	484	489	1.29600 1.45200
10	22	10	1.289	490	492	1.21200 1.29600
10	22	10	1.186	493	495	1.11600 1.21200
10	22	10	1.091	496	500	1.04400 1.11600
10	22	10	1.004	501	501	1.02000 1.04400
10	22	10	0.923	502	504	0.996000 1.02000
10	22	10	0.849	505	506	0.996000 0.996000
10	22	10	0.782	507	508	0.828000 0.996000
10	22	10	0.719	509	509	0.756000 0.828000
10	23	9	1.800	466	474	1.77600 1.94400
10	23	9	1.656	455	465	1.58400 1.77600
10	23	9	1.186	493	495	1.21200 1.23600
10	23	9	1.091	496	500	1.08000 1.21200
10	23	9	1.004	501	501	1.02000 1.08000
10	23	9	0.923	502	504	0.936000 1.02000
10	23	9	0.849	505	506	0.936000 0.936000
10	23	9	0.782	507	508	0.840000 0.936000
10	23	10	1.800	466	474	1.71600 2.01600
10	23	10	1.656	455	465	1.54800 1.71600
10	23	10	1.523	475	483	1.50000 1.54800
10	23	10	1.401	484	489	1.32000 1.50000
10	23	10	1.289	490	492	1.23600 1.32000
10	23	10	1.186	493	495	1.11600 1.23600
10	23	10	1.091	496	500	1.03200 1.11600
10	23	10	1.004	501	501	1.02000 1.03200
10	23	10	0.923	502	504	1.00800 1.02000
10	23	10	0.849	505	506	1.00800 1.00800
10	23	10	0.782	507	508	0.792000 1.00800
10	24	9	1.091	496	500	1.03200 1.09200
10	24	10	1.800	466	474	1.76400 1.99200
10	24	10	1.656	455	465	1.63200 1.76400
10	24	10	1.523	475	483	1.52400 1.63200
10	24	10	1.289	490	492	1.30800 1.34400
10	24	10	1.186	493	495	1.16400 1.30800
10	24	10	1.091	496	500	1.10400 1.16400
10	24	10	1.004	501	501	1.02000 1.10400
10	24	10	0.923	502	504	0.936000 1.02000
10	24	10	0.849	505	506	0.936000 0.936000
10	24	10	0.782	507	508	0.864000 0.936000
10	25	9	1.091	496	500	1.09200 1.10400
10	25	10	1.800	466	474	1.82400 1.88400
10	25	10	1.656	455	465	1.70400 1.82400
10	25	10	1.523	475	483	1.69200 1.70400
10	25	10	1.289	490	492	1.22400 1.29600
10	25	10	1.186	493	495	1.27200 1.22400
10	25	10	1.091	496	500	0.972000 1.27200
10	25	10	1.004	501	501	0.960000 0.972000
10	25	10	0.849	505	506	0.900000 0.900000
10	25	10	0.782	507	508	0.888000 0.900000
10	26	10	1.800	466	474	1.72800 1.93200
10	26	10	1.656	455	465	1.71600 1.72800
10	26	10	1.091	496	500	1.02000 1.03200
10	26	10	0.923	502	504	0.984000 0.996000
10	27	10	1.656	455	465	1.64400 1.65600
11	18	9	1.800	466	474	1.76400 1.86000
11	18	9	1.656	455	465	1.56000 1.76400
11	18	9	1.523	475	483	1.42800 1.56000
11	18	9	1.401	484	489	1.35600 1.42800
11	18	9	1.289	490	492	1.32000 1.35600
11	18	9	1.186	493	495	1.16400 1.32000
11	18	9	1.091	496	500	1.09200 1.16400
11	18	9	1.004	501	501	1.00800 1.09200
11	18	9	0.923	502	504	0.888000 1.00800
11	18	9	0.719	509	509	0.684000 0.732000
11	18	10	1.656	455	465	1.59600 1.58400
11	18	10	1.523	475	483	1.56000 1.59600
11	18	10	1.401	484	489	1.32000 1.56000
11	18	10	1.289	490	492	1.16400 1.32000
11	18	10	1.186	493	495	1.20000 1.16400
11	18	10	1.091	496	500	1.10400 1.20000
11	19	9	1.800	466	474	1.69200 1.94400
11	19	9	1.656	455	465	1.54800 1.69200
11	19	9	1.523	475	483	1.42800 1.54800
11	19	9	1.401	484	489	1.38000 1.42800
11	19	9	1.289	490	492	1.33200 1.38000
11	19	9	1.186	493	495	1.14000 1.33200
11	19	9	1.091	496	500	1.10400 1.14000
11	19	9	1.004	501	501	1.00800 1.10400
11	19	9	0.923	502	504	0.900000 1.00800
11	19	9	0.849	505	506	0.900000 0.900000
11	19	9	0.782	507	508	0.768000 0.900000
11	19	9	0.719	509	509	0.684000 0.768000
11	19	10	1.800	466	474	1.71600 1.77600
11	19	10	1.656	455	465	1.56000 1.71600
11	19	10	1.523	475	483	1.45200 1.56000
11	19	10	1.401	484	489	1.35600 1.45200
11	19	10	1.289	490	492	1.29600 1.35600
11	19	10	1.186	493	495	1.26000 1.29600
11	19	10	1.091	496	500	1.06800 1.26000
11	19	10	0.849	505	506	0.900000 0.900000
11	19	10	0.782	507	508	0.756000 0.900000
11	19	10	0.719	509	509	0.696000 0.756000
11	19	11	1.523	475	483	1.39200 1.47600
11	19	11	1.401	484	489	1.38000 1.39200
11	19	11	1.091	496	500	1.03200 1.04400
11	20	9	1.800	466	474	1.71600 1.98000
11	20	9	1.656	455	465	1.54800 1.71600
11	20	9	1.523	475	483	1.45200 1.54800
11	20	9	1.401	484	489	1.38000 1.45200
11	20	9	1.289	490	492	1.33200 1.38000
11	20	9	1.186	493	495	1.16400 1.33200
11	20	9	1.091	496	500	1.09200 1.16400
11	20	9	1.004	501	501	1.00800 1.09200
11	20	9	0.923	502	504	0.948000 1.00800
11	20	9	0.849	505	506	0.948000 0.948000
11	20	9	0.782	507	508	0.828000 0.948000
11	20	9	0.719	509	509	0.732000 0.828000
11	20	10	1.800	466	474	1.69200 1.90800
11	20	10	1.656	455	465	1.56000 1.69200
11	20	10	1.523	475	483	1.45200 1.56000
11	20	10	1.401	484	489	1.38000 1.45200
11	20	10	1.289	490	492	1.29600 1.38000
11	20	10	1.186	493	495	1.16400 1.29600
11	20	10	1.091	496	500	1.09200 1.16400
11	20	10	1.004	501	501	0.948000 1.09200
11	20	10	0.923	502	504	0.864000 0.948000
11	20	10	0.849	505	506	0.888000 0.864000
11	20	10	0.782	507	508	0.792000 0.888000
11	20	10	0.719	509	509	0.684000 0.792000
11	20	11	1.800	466	474	1.74000 1.72800
11	20	11	1.656	455	465	1.65600 1.74000
11	20	11	1.523	475	483	1.45200 1.65600
11	20	11	1.401	484	489	1.39200 1.45200
11	20	11	1.289	490	492	1.29600 1.39200
11	20	11	1.091	496	500	1.02000 1.22400
11	20	11	1.004	501	501	0.996000 1.02000
11	20	11	0.923	502	504	0.984000 0.996000
11	21	9	1.800	466	474	1.76400 1.96800
11	21	9	1.656	455	465	1.66800 1.76400
11	21	9	1.523	475	483	1.50000 1.66800
11	21	9	1.186	493	495	1.20000 1.34400
11	21	9	1.091	496	500	1.06800 1.20000
11	21	9	0.923	502	504	0.912000 0.936000
11	21	9	0.849	505	506	0.912000 0.912000
11	21	9	0.782	507	508	0.828000 0.912000
11	21	9	0.719	509	509	0.768000 0.828000
11	21	10	1.800	466	474	1.69200 1.94400
11	21	10	1.656	455	465	1.57200 1.69200
11	21	10	1.523	475	483	1.45200 1.57200
11	21	10	1.401	484	489	1.35600 1.45200
11	21	10	1.289	490	492	1.28400 1.35600
11	21	10	1.186	493	495	1.17600 1.28400
11	21	10	1.091	496	500	1.06800 1.17600
11	21	10	1.004	501	501	1.03200 1.06800
11	21	10	0.923	502	504	0.900000 1.03200
11	21	10	0.849	505	506	0.900000 0.900000
11	21	10	0.782	507	508	0.840000 0.900000
11	21	10	0.719	509	509	0.708000 0.840000
11	21	11	1.800	466	474	1.69200 1.81200
11	21	11	1.656	455	465	1.56000 1.69200
11	21	11	1.523	475	483	1.42800 1.56000
11	21	11	1.401	484	489	1.33200 1.42800
11	21	11	1.186	493	495	1.20000 1.21200
11	21	11	1.091	496	500	1.04400 1.20000
11	21	11	1.004	501	501	1.02000 1.04400
11	21	11	0.923	502	504	0.948000 1.02000
11	21	11	0.849	505	506	0.948000 0.948000
11	21	11	0.782	507	508	0.828000 0.948000
11	21	11	0.719	509	509	0.756000 0.828000
11	22	9	1.800	466	474	1.72800 1.87200
11	22	9	1.656	455	465	1.60800 1.72800
11	22	9	1.186	493	495	1.15200 1.23600
11	22	9	1.091	496	500	1.00800 1.15200
11	22	9	1.004	501	501	0.996000 1.00800
11	22	9	0.923	502	504	0.912000 0.996000
11	22	9	0.849	505	506	0.912000 0.912000
11	22	9	0.782	507	508	0.816000 0.912000
11	22	9	0.719	509	509	0.804000 0.816000
11	22	10	1.800	466	474	1.71600 1.96800
11	22	10	1.656	455	465	1.58400 1.71600
11	22	10	1.523	475	483	1.42800 1.58400
11	22	10	1.289	490	492	1.29600 1.36800
11	22	10	1.186	493	495	1.17600 1.29600
11	22	10	1.091	496	500	1.02000 1.17600
11	22	10	1.004	501	501	1.02000 1.02000
11	22	10	0.923	502	504	0.936000 1.02000
11	22	10	0.849	505	506	0.936000 0.936000
11	22	10	0.782	507	508	0.828000 0.936000
11	22	10	0.719	509	509	0.732000 0.828000
11	22	11	1.800	466	474	1.69200 1.92000
11	22	11	1.656	455	465	1.56000 1.69200
11	22	11	1.523	475	483	1.42800 1.56000
11	22	11	1.401	484	489	1.35600 1.42800
11	22	11	1.289	490	492	1.23600 1.35600
11	22	11	1.186	493	495	1.11600 1.23600
11	22	11	1.091	496	500	1.04400 1.11600
11	22	11	1.004	501	501	1.02000 1.04400
11	22	11	0.923	502	504	0.996000 1.02000
11	22	11	0.849	505	506	0.996000 0.996000
11	22	11	0.782	507	508	0.840000 0.996000
11	22	11	0.719	509	509	0.720000 0.840000
11	23	9	1.656	455	465	1.69200 1.70400
11	23	9	1.186	493	495	1.20000 1.21200
11	23	9	1.004	501	501	0.972000 1.11600
11	23	9	0.923	502	504	0.912000 0.972000
11	23	9	0.849	505	506	0.912000 0.912000
11	23	9	0.782	507	508	0.864000 0.912000
11	23	10	1.800	466	474	1.69200 1.98000
11	23	10	1.656	455	465	1.57200 1.69200
11	23	10	1.523	475	483	1.50000 1.57200
11	23	10	1.289	490	492	1.27200 1.39200
11	23	10	1.186	493	495	1.16400 1.27200
11	23	10	1.091	496	500	1.08000 1.16400
11	23	10	1.004	501	501	1.02000 1.08000
11	23	10	0.923	502	504	0.996000 1.02000
11	23	10	0.849	505	506	0.996000 0.996000
11	23	10	0.782	507	508	0.816000 0.996000
11	23	10	0.719	509	509	0.768000 0.816000
11	23	11	1.800	466	474	1.69200 1.95600
11	23	11	1.656	455	465	1.56000 1.69200
11	23	11	1.523	475	483	1.44000 1.56000
11	23	11	1.401	484	489	1.28400 1.44000
11	23	11	1.289	490	492	1.30800 1.28400
11	23	11	1.186	493	495	1.11600 1.30800
11	23	11	1.091	496	500	1.04400 1.11600
11	23	11	1.004	501	501	1.02000 1.04400
11	23	11	0.923	502	504	1.00800 1.02000
11	23	11	0.849	505	506	1.00800 1.00800
11	23	11	0.782	507	508	0.852000 1.00800
11	23	11	0.719	509	509	0.768000 0.852000
11	24	9	1.091	496	500	1.00800 1.18800
11	24	9	1.004	501	501	0.996000 1.00800
11	24	9	0.849	505	506	0.900000 0.900000
11	24	9	0.782	507	508	0.888000 0.900000
11	24	10	1.800	466	474	1.75200 1.96800
11	24	10	1.656	455	465	1.64400 1.75200
11	24	10	1.523	475	483	1.56000 1.64400
11	24	10	1.289	490	492	1.27200 1.39200
11	24	10	1.186	493	495	1.16400 1.27200
11	24	10	1.091	496	500	1.08000 1.16400
11	24	10	1.004	501	501	1.03200 1.08000
11	24	10	0.923	502	504	0.960000 1.03200
11	24	10	0.849	505	506	0.960000 0.960000
11	24	10	0.782	507	508	0.804000 0.960000
11	24	10	0.719	509	509	0.792000 0.804000
11	24	11	1.800	466	474	1.69200 2.00400
11	24	11	1.656	455	465	1.56000 1.69200
11	24	11	1.523	475	483	1.48800 1.56000
11	24	11	1.401	484	489	1.32000 1.48800
11	24	11	1.289	490	492	1.33200 1.32000
11	24	11	1.186	493	495	1.11600 1.33200
11	24	11	1.091	496	500	1.05600 1.11600
11	24	11	1.004	501	501	1.02000 1.05600
11	24	11	0.923	502	504	0.996000 1.02000
11	24	11	0.849	505	506	0.996000 0.996000
11	24	11	0.782	507	508	0.840000 0.996000
11	24	11	0.719	509	509	0.792000 0.840000
11	25	9	1.091	496	500	1.12800 1.14000
11	25	10	1.800	466	474	1.71600 1.95600
11	25	10	1.656	455	465	1.66800 1.71600
11	25	10	1.289	490	492	1.35600 1.41600
11	25	10	1.186	493	495	1.20000 1.35600
11	25	10	1.091	496	500	1.08000 1.20000
11	25	10	1.004	501	501	1.00800 1.08000
11	25	10	0.923	502	504	0.972000 1.00800
11	25	10	0.849	505	506	0.972000 0.972000
11	25	10	0.782	507	508	0.876000 0.972000
11	25	11	1.800	466	474	1.71600 2.01600
11	25	11	1.656	455	465	1.56000 1.71600
11	25	11	1.523	475	483	1.50000 1.56000
11	25	11	1.401	484	489	1.34400 1.50000
11	25	11	1.289	490	492	1.21200 1.34400
11	25	11	1.186	493	495	1.14000 1.21200
11	25	11	1.091	496	500	1.05600 1.14000
11	25	11	1.004	501	501	1.02000 1.05600
11	25	11	0.923	502	504	0.984000 1.02000
11	25	11	0.849	505	506	0.984000 0.984000
11	25	11	0.782	507	508	0.792000 0.984000
11	26	10	1.800	466	474	1.77600 1.78800
11	26	10	1.289	490	492	1.27200 1.40400
11	26	10	1.091	496	500	0.996000 1.10400
11	26	10	1.004	501	501	0.984000 0.996000
11	26	10	0.923	502	504	0.972000 0.984000
11	26	10	0.849	505	506	0.972000 0.972000
11	26	10	0.782	507	508	0.960000 0.972000
11	26	11	1.800	466	474	1.71600 1.99200
11	26	11	1.656	455	465	1.53600 1.71600
11	26	11	1.523	475	483	1.33200 1.53600
11	26	11	1.401	484	489	1.38000 1.33200
11	26	11	1.289	490	492	1.23600 1.38000
11	26	11	1.186	493	495	1.24800 1.23600
11	26	11	1.091	496	500	1.04400 1.24800
11	26	11	1.004	501	501	0.996000 1.04400
11	26	11	0.923	502	504	0.972000 0.996000
11	26	11	0.849	505	506	0.972000 0.972000
11	26	11	0.782	507	508	0.816000 0.972000
11	27	10	1.800	466	474	1.90800 1.92000
11	27	10	1.289	490	492	1.35600 1.36800
11	27	10	1.091	496	500	1.14000 1.15200
11	27	11	1.800	466	474	1.77600 1.93200
11	27	11	1.656	455	465	1.62000 1.77600
11	27	11	1.401	484	489	1.27200 1.36800
11	27	11	1.289	490	492	1.23600 1.27200
11	27	11	1.186	493	495	1.20000 1.23600
11	27	11	1.091	496	500	1.00800 1.20000
11	27	11	1.004	501	501	0.984000 1.00800
11	27	11	0.923	502	504	0.948000 0.984000
11	27	11	0.849	505	506	0.948000 0.948000
11	27	11	0.782	507	508	0.936000 0.948000
11	28	11	1.800	466	474	1.72800 1.89600
11	28	11	1.656	455	465	1.71600 1.72800
11	28	11	1.091	496	500	1.10400 1.11600
11	29	11	1.800	466	474	1.81200 1.82400
11	29	11	1.004	501	501	0.996000 1.00800
12	20	10	1.800	466	474	1.69200 1.89600
12	20	10	1.656	455	465	1.56000 1.69200
12	20	10	1.523	475	483	1.50000 1.56000
12	20	10	1.401	484	489	1.39200 1.50000
12	20	10	1.289	490	492	1.22400 1.39200
12	20	10	1.186	493	495	1.16400 1.22400
12	20	10	1.091	496	500	1.06800 1.16400
12	20	10	1.004	501	501	0.900000 1.06800
12	20	10	0.923	502	504	0.900000 0.900000
12	20	10	0.849	505	506	0.900000 0.900000
12	20	10	0.782	507	508	0.744000 0.900000
12	20	10	0.719	509	509	0.696000 0.744000
12	20	11	1.656	455	465	1.57200 1.62000
12	20	11	1.523	475	483	1.48800 1.57200
12	20	11	1.401	484	489	1.38000 1.48800
12	20	11	1.289	490	492	1.21200 1.38000
12	20	11	0.782	507	508	0.804000 0.816000
12	21	10	1.800	466	474	1.69200 1.93200
12	21	10	1.656	455	465	1.57200 1.69200
12	21	10	1.523	475	483	1.42800 1.57200
12	21	10	1.401	484	489	1.40400 1.42800
12	21	10	1.289	490	492	1.26000 1.40400
12	21	10	1.186	493	495	1.17600 1.26000
12	21	10	1.091	496	500	1.09200 1.17600
12	21	10	1.004	501	501	1.04400 1.09200
12	21	10	0.923	502	504	0.900000 1.04400
12	21	10	0.849	505	506	0.900000 0.900000
12	21	10	0.782	507	508	0.768000 0.900000
12	21	10	0.719	509	509	0.684000 0.768000
12	21	11	1.800	466	474	1.74000 1.78800
12	21	11	1.656	455	465	1.58400 1.74000
12	21	11	1.523	475	483	1.45200 1.58400
12	21	11	1.401	484	489	1.27200 1.45200
12	21	11	1.289	490	492	1.28400 1.27200
12	21	11	1.186	493	495	1.23600 1.28400
12	21	11	1.091	496	500	1.12800 1.23600
12	21	11	0.923	502	504	0.876000 0.984000
12	21	11	0.782	507	508	0.768000 0.792000
12	21	11	0.719	509	509	0.720000 0.768000
12	21	12	1.656	455	465	1.47600 1.57200
12	21	12	1.523	475	483	1.46400 1.47600
12	22	10	1.800	466	474	1.71600 1.98000
12	22	10	1.656	455	465	1.63200 1.71600
12	22	10	1.523	475	483	1.45200 1.63200
12	22	10	1.289	490	492	1.29600 1.45200
12	22	10	1.186	493	495	1.18800 1.29600
12	22	10	1.091	496	500	1.06800 1.18800
12	22	10	1.004	501	501	1.00800 1.06800
12	22	10	0.923	502	504	0.900000 1.00800
12	22	10	0.849	505	506	0.900000 0.900000
12	22	10	0.782	507	508	0.840000 0.900000
12	22	10	0.719	509	509	0.720000 0.840000
12	22	11	1.800	466	474	1.69200 1.92000
12	22	11	1.656	455	465	1.56000 1.69200
12	22	11	1.523	475	483	1.48800 1.56000
12	22	11	1.401	484	489	1.35600 1.48800
12	22	11	1.289	490	492	1.29600 1.35600
12	22	11	1.186	493	495	1.16400 1.29600
12	22	11	1.091	496	500	1.06800 1.16400
12	22	11	1.004	501	501	1.06800 1.06800
12	22	11	0.923	502	504	0.912000 1.06800
12	22	11	0.849	505	506	0.912000 0.912000
12	22	11	0.782	507	508	0.840000 0.912000
12	22	11	0.719	509	509	0.708000 0.840000
12	22	12	1.800	466	474	1.74000 1.71600
12	22	12	1.656	455	465	1.65600 1.74000
12	22	12	1.523	475	483	1.45200 1.65600
12	22	12	1.401	484	489	1.33200 1.45200
12	22	12	1.186	493	495	1.22400 1.17600
12	22	12	1.091	496	500	1.06800 1.22400
12	22	12	1.004	501	501	1.02000 1.06800
12	22	12	0.923	502	504	1.00800 1.02000
12	22	12	0.719	509	509	0.792000 0.804000
12	23	10	1.800	466	474	1.71600 1.95600
12	23	10	1.656	455	465	1.54800 1.71600
12	23	10	1.289	490	492	1.26000 1.44000
12	23	10	1.186	493	495	1.16400 1.26000
12	23	10	1.091	496	500	1.06800 1.16400
12	23	10	1.004	501	501	1.04400 1.06800
12	23	10	0.923	502	504	0.912000 1.04400
12	23	10	0.849	505	506	0.912000 0.912000
12	23	10	0.782	507	508	0.828000 0.912000
12	23	10	0.719	509	509	0.744000 0.828000
12	23	11	1.800	466	474	1.69200 1.94400
12	23	11	1.656	455	465	1.58400 1.69200
12	23	11	1.523	475	483	1.42800 1.58400
12	23	11	1.401	484	489	1.39200 1.42800
12	23	11	1.289	490	492	1.28400 1.39200
12	23	11	1.186	493	495	1.18800 1.28400
12	23	11	1.091	496	500	1.09200 1.18800
12	23	11	1.004	501	501	1.02000 1.09200
12	23	11	0.923	502	504	0.936000 1.02000
12	23	11	0.849	505	506	0.936000 0.936000
12	23	11	0.782	507	508	0.840000 0.936000
12	23	11	0.719	509	509	0.708000 0.840000
12	23	12	1.800	466	474	1.69200 1.80000
12	23	12	1.656	455	465	1.56000 1.69200
12	23	12	1.523	475	483	1.42800 1.56000
12	23	12	1.401	484	489	1.27200 1.42800
12	23	12	1.289	490	492	1.26000 1.27200
12	23	12	1.186	493	495	1.12800 1.26000
12	23	12	1.091	496	500	1.08000 1.12800
12	23	12	1.004	501	501	1.02000 1.08000
12	23	12	0.923	502	504	0.936000 1.02000
12	23	12	0.849	505	506	0.936000 0.936000
12	23	12	0.782	507	508	0.792000 0.936000
12	23	12	0.719	509	509	0.756000 0.792000
12	24	10	1.800	466	474	1.81200 1.99200
12	24	10	1.656	455	465	1.54800 1.81200
12	24	10	1.289	490	492	1.30800 1.42800
12	24	10	1.186	493	495	1.18800 1.30800
12	24	10	1.091	496	500	1.09200 1.18800
12	24	10	1.004	501	501	0.960000 1.09200
12	24	10	0.923	502	504	0.924000 0.960000
12	24	10	0.849	505	506	0.924000 0.924000
12	24	10	0.782	507	508	0.828000 0.924000
12	24	10	0.719	509	509	0.804000 0.828000
12	24	11	1.800	466	474	1.69200 1.96800
12	24	11	1.656	455	465	1.58400 1.69200
12	24	11	1.523	475	483	1.44000 1.58400
12	24	11	1.401	484	489	1.40400 1.44000
12	24	11	1.289	490	492	1.26000 1.40400
12	24	11	1.186	493	495	1.16400 1.26000
12	24	11	1.091	496	500	1.06800 1.16400
12	24	11	1.004	501	501	1.03200 1.06800
12	24	11	0.923	502	504	0.960000 1.03200
12	24	11	0.849	505	506	0.960000 0.960000
12	24	11	0.782	507	508	0.828000 0.960000
12	24	11	0.719	509	509	0.732000 0.828000
12	24	12	1.800	466	474	1.69200 1.92000
12	24	12	1.656	455	465	1.56000 1.69200
12	24	12	1.523	475	483	1.42800 1.56000
12	24	12	1.401	484	489	1.29600 1.42800
12	24	12	1.289	490	492	1.30800 1.29600
12	24	12	1.186	493	495	1.11600 1.30800
12	24	12	1.091	496	500	1.04400 1.11600
12	24	12	1.004	501	501	1.02000 1.04400
12	24	12	0.923	502	504	1.00800 1.02000
12	24	12	0.849	505	506	1.00800 1.00800
12	24	12	0.782	507	508	0.840000 1.00800
12	24	12	0.719	509	509	0.768000 0.840000
12	25	10	1.800	466	474	1.70400 1.94400
12	25	10	1.656	455	465	1.69200 1.70400
12	25	10	1.289	490	492	1.24800 1.41600
12	25	10	1.186	493	495	1.17600 1.24800
12	25	10	1.091	496	500	1.08000 1.17600
12	25	10	1.004	501	501	1.03200 1.08000
12	25	10	0.923	502	504	0.960000 1.03200
12	25	10	0.849	505	506	0.960000 0.960000
12	25	10	0.782	507	508	0.840000 0.960000
12	25	11	1.800	466	474	1.69200 1.98000
12	25	11	1.656	455	465	1.58400 1.69200
12	25	11	1.523	475	483	1.38000 1.58400
12	25	11	1.401	484	489	1.41600 1.38000
12	25	11	1.289	490	492	1.28400 1.41600
12	25	11	1.186	493	495	1.16400 1.28400
12	25	11	1.091	496	500	1.08000 1.16400
12	25	11	1.004	501	501	1.02000 1.08000
12	25	11	0.923	502	504	0.972000 1.02000
12	25	11	0.849	505	506	0.972000 0.972000
12	25	11	0.782	507	508	0.840000 0.972000
12	25	11	0.719	509	509	0.744000 0.840000
12	25	12	1.800	466	474	1.69200 1.95600
12	25	12	1.656	455	465	1.56000 1.69200
12	25	12	1.523	475	483	1.45200 1.56000
12	25	12	1.401	484	489	1.32000 1.45200
12	25	12	1.289	490	492	1.21200 1.32000
12	25	12	1.186	493	495	1.11600 1.21200
12	25	12	1.091	496	500	1.04400 1.11600
12	25	12	1.004	501	501	1.02000 1.04400
12	25	12	0.923	502	504	0.996000 1.02000
12	25	12	0.849	505	506	0.996000 0.996000
12	25	12	0.782	507	508	0.828000 0.996000
12	25	12	0.719	509	509	0.756000 0.828000
12	26	10	1.800	466	474	1.80000 1.81200
12	26	10	1.289	490	492	1.21200 1.22400
12	26	10	1.186	493	495	1.15200 1.21200
12	26	10	1.091	496	500	1.02000 1.15200
12	26	10	1.004	501	501	0.960000 1.02000
12	26	10	0.923	502	504	0.936000 0.960000
12	26	10	0.849	505	506	0.936000 0.936000
12	26	10	0.782	507	508	0.864000 0.936000
12	26	11	1.800	466	474	1.71600 2.00400
12	26	11	1.656	455	465	1.58400 1.71600
12	26	11	1.523	475	483	1.42800 1.58400
12	26	11	1.401	484	489	1.46400 1.42800
12	26	11	1.289	490	492	1.23600 1.46400
12	26	11	1.186	493	495	1.15200 1.23600
12	26	11	1.091	496	500	1.06800 1.15200
12	26	11	1.004	501	501	1.02000 1.06800
12	26	11	0.923	502	504	0.960000 1.02000
12	26	11	0.849	505	506	0.960000 0.960000
12	26	11	0.782	507	508	0.840000 0.960000
12	26	11	0.719	509	509	0.828000 0.840000
12	26	12	1.800	466	474	1.71600 1.98000
12	26	12	1.656	455	465	1.56000 1.71600
12	26	12	1.523	475	483	1.50000 1.56000
12	26	12	1.401	484	489	1.34400 1.50000
12	26	12	1.289	490	492	1.21200 1.34400
12	26	12	1.186	493	495	1.11600 1.21200
12	26	12	1.091	496	500	1.04400 1.11600
12	26	12	1.004	501	501	1.02000 1.04400
12	26	12	0.923	502	504	0.996000 1.02000
12	26	12	0.849	505	506	0.996000 0.996000
12	26	12	0.782	507	508	0.828000 0.996000
12	26	12	0.719	509	509	0.816000 0.828000
12	27	10	1.289	490	492	1.21200 1.22400
12	27	10	1.091	496	500	1.06800 1.14000
12	27	10	0.923	502	504	0.960000 0.972000
12	27	11	1.800	466	474	1.75200 1.96800
12	27	11	1.656	455	465	1.69200 1.75200
12	27	11	1.401	484	489	1.27200 1.46400
12	27	11	1.289	490	492	1.21200 1.27200
12	27	11	1.186	493	495	1.15200 1.21200
12	27	11	1.091	496	500	1.05600 1.15200
12	27	11	1.004	501	501	1.02000 1.05600
12	27	11	0.923	502	504	0.936000 1.02000
12	27	11	0.849	505	506	0.936000 0.936000
12	27	11	0.782	507	508	0.852000 0.936000
12	27	12	1.800	466	474	1.71600 2.00400
12	27	12	1.656	455	465	1.56000 1.71600
12	27	12	1.523	475	483	1.33200 1.56000
12	27	12	1.401	484	489	1.35600 1.33200
12	27	12	1.289	490	492	1.21200 1.35600
12	27	12	1.186	493	495	1.14000 1.21200
12	27	12	1.091	496	500	1.03200 1.14000
12	27	12	1.004	501	501	1.02000 1.03200
12	27	12	0.923	502	504	0.984000 1.02000
12	27	12	0.849	505	506	0.984000 0.984000
12	27	12	0.782	507	508	0.780000 0.984000
12	27	12	0.719	509	509	0.768000 0.780000
12	28	11	1.800	466	474	1.78800 1.96800
12	28	11	1.401	484	489	1.36800 1.44000
12	28	11	1.289	490	492	1.17600 1.36800
12	28	11	1.186	493	495	1.16400 1.17600
12	28	11	1.091	496	500	1.03200 1.16400
12	28	11	1.004	501	501	0.972000 1.03200
12	28	11	0.923	502	504	0.960000 0.972000
12	28	12	1.800	466	474	1.69200 1.99200
12	28	12	1.656	455	465	1.58400 1.69200
12	28	12	1.523	475	483	1.35600 1.58400
12	28	12	1.401	484	489	1.30800 1.35600
12	28	12	1.289	490	492	1.22400 1.30800
12	28	12	1.186	493	495	1.11600 1.22400
12	28	12	1.091	496	500	1.05600 1.11600
12	28	12	1.004	501	501	1.00800 1.05600
12	28	12	0.923	502	504	0.960000 1.00800
12	28	12	0.849	505	506	0.960000 0.960000
12	28	12	0.782	507	508	0.804000 0.960000
12	29	11	1.091	496	500	1.03200 1.09200
12	29	11	1.004	501	501	1.00800 1.03200
12	29	11	0.923	502	504	0.912000 1.00800
12	29	11	0.849	505	506	0.912000 0.912000
12	29	11	0.782	507	508	0.900000 0.912000
12	29	12	1.800	466	474	1.74000 1.99200
12	29	12	1.656	455	465	1.62000 1.74000
12	29	12	1.401	484	489	1.30800 1.39200
12	29	12	1.186	493	495	1.15200 1.12800
12	29	12	1.091	496	500	1.09200 1.15200
12	29	12	1.004	501	501	1.04400 1.09200
