#Si	    CsI number based on the geometry (Possible cross-talk?)
0	-1	-1	-1	-1	
1	25	-1	-1	-1
2	27	-1	-1	-1	
3	32	47	-1	-1
4	34	49	48	-1
5	36	50	-1	-1
6	38	52	-1	-1
7	55	-1	-1	-1	
8	-1	-1	-1	-1
9	-1	-1	-1	-1
10	-1	-1	-1	-1
11	36	51	54	-1
12	52	35	-1	-1
13	47	31	33	50	
14	31	48	45	-1
15	28	59	43	-1
16	26	27	41	-1
17	24	25	-1	-1
