CSI_0401     1 
CSI_0402     1 
CSI_0403     1 
CSI_0404     1 
CSI_0405     1 
CSI_0406     1 
CSI_0407     1 
CSI_0408     1 
CSI_0409     1
CSI_0410     1
CSI_0411     1
CSI_0412     1
CSI_0413     3
CSI_0414     3
CSI_0415     3
CSI_0416     3
CSI_0417     3
CSI_0418     3
CSI_0419     3
CSI_0420     3
CSI_0421     3
CSI_0422     3
CSI_0423     3
CSI_0424     3
CSI_0501     1
CSI_0502     1
CSI_0503     1
CSI_0504     1 
CSI_0505     1 
CSI_0506     1 
CSI_0507     1 
CSI_0508     1
CSI_0509     1
CSI_0510     1
CSI_0511     1
CSI_0512     1
CSI_0513     3
CSI_0514     3
CSI_0515     3
CSI_0516     3
CSI_0517     3
CSI_0518     3
CSI_0519     3
CSI_0520     3
CSI_0521     3
CSI_0522     3
CSI_0523     3
CSI_0524     3
CSI_0601     1 
CSI_0602     1 
CSI_0603     1 
CSI_0604     1 
CSI_0605     1 
CSI_0606     1 
CSI_0607     1 
CSI_0608     1 
CSI_0609     1 
CSI_0610     1 
CSI_0611     1 
CSI_0612     1 
CSI_0613     1 
CSI_0614     1
CSI_0615     4
CSI_0616     4
CSI_0617     4
CSI_0618     4
CSI_0619     4
CSI_0620     4
CSI_0621     4
CSI_0622     4
CSI_0623     4
CSI_0624     4
CSI_0701     1
CSI_0702     1
CSI_0703     1
CSI_0704     1
CSI_0705     1
CSI_0706     1
CSI_0707     1
CSI_0708     1
CSI_0709     1
CSI_0710     1
CSI_0711     1
CSI_0712     1
CSI_0713     1
CSI_0714     1
CSI_0715     4
CSI_0716     4
CSI_0717     4
CSI_0718     4
CSI_0719     4
CSI_0720     4
CSI_0721     4
CSI_0722     4
CSI_0723     4
CSI_0724     4
CSI_0801     5
CSI_0802     5
CSI_0803     5
CSI_0804     5
CSI_0805     5
CSI_0806     5
CSI_0807     5
CSI_0808     5
CSI_0809     5
CSI_0810     5
CSI_0811     5
CSI_0812     5
CSI_0813     6
CSI_0814     6
CSI_0815     6
CSI_0816     6
CSI_0817     6
CSI_0818     6
CSI_0819     6
CSI_0820     6
CSI_0821     6
CSI_0822     6
CSI_0823     6
CSI_0824     6
CSI_0901     5
CSI_0902     5
CSI_0903     5
CSI_0904     5
CSI_0905     5
CSI_0906     5
CSI_0907     5
CSI_0908     5
CSI_0909     5
CSI_0910     5
CSI_0911     5
CSI_0912     5
CSI_0913     6
CSI_0914     6
CSI_0915     6
CSI_0916     6
CSI_0917     6
CSI_0918     6
CSI_0919     6
CSI_0920     6
CSI_0921     6
CSI_0922     6
CSI_0923     6
CSI_0924     6
CSI_1001     5
CSI_1002     5
CSI_1003     5
CSI_1004     5
CSI_1005     5
CSI_1006     5
CSI_1007     5
CSI_1008     5
CSI_1009     5
CSI_1010     5
CSI_1011     5
CSI_1012     5
CSI_1013     6
CSI_1014     6
CSI_1015     6
CSI_1016     6
CSI_1017     6
CSI_1018     6
CSI_1019     6
CSI_1020     6
CSI_1021     6
CSI_1022     6
CSI_1023     6
CSI_1024     6
CSI_1101     5
CSI_1102     5
CSI_1103     5
CSI_1104     5
CSI_1105     5
CSI_1106     5
CSI_1107     5
CSI_1108     5
CSI_1109     5
CSI_1110     5
CSI_1111     5
CSI_1112     5
CSI_1113     6
CSI_1114     6
CSI_1115     6
CSI_1116     6
CSI_1117     6
CSI_1118     6
CSI_1119     6
CSI_1120     6
CSI_1121     6
CSI_1122     6
CSI_1123     6
CSI_1124     6
CSI_1201     8
CSI_1202     8
CSI_1203     8
CSI_1204     8
CSI_1205     8
CSI_1206     8
CSI_1207     8
CSI_1208     8
CSI_1209     8
CSI_1210     8
CSI_1211     8
CSI_1212     8
CSI_1213     8
CSI_1214     8
CSI_1215     8
CSI_1216     8
CSI_1217     8
CSI_1218     8
CSI_1219     8
CSI_1220     8
CSI_1221     8
CSI_1222     8
CSI_1223     8
CSI_1224     8
CSI_1301     7
CSI_1302     7
CSI_1303     7
CSI_1304     7
CSI_1305     7
CSI_1306     7
CSI_1307     7
CSI_1308     7
CSI_1309     7
CSI_1310     7
CSI_1311     7
CSI_1312     7
CSI_1313     7
CSI_1314     7
CSI_1315     7
CSI_1316     7
CSI_1317     7
CSI_1318     7
CSI_1319     7
CSI_1320     7
CSI_1321     7
CSI_1322     7
CSI_1323     7
CSI_1324     7
CSI_1401     7
CSI_1402     7
CSI_1403     7
CSI_1404     7
CSI_1405     7
CSI_1406     7
CSI_1407     8
CSI_1408     8
CSI_1409     7
CSI_1410     7
CSI_1411     8
CSI_1412     8
CSI_1413     7
CSI_1414     7
CSI_1415     8
CSI_1416     8
CSI_1501     7
CSI_1502     7
CSI_1503     7
CSI_1504     7
CSI_1505     7
CSI_1506     7
CSI_1507     8
CSI_1508     8
CSI_1509     7
CSI_1510     7
CSI_1511     8
CSI_1512     8
CSI_1513     7
CSI_1514     7
CSI_1515     8
CSI_1516     8
CSI_1601     7
CSI_1602     7
CSI_1603     8
CSI_1604     8
CSI_1605     7
CSI_1606     7
CSI_1607     8
CSI_1608     8
CSI_1701     7
CSI_1702     7
CSI_1703     8
CSI_1704     8
CSI_1705     7
CSI_1706     7
CSI_1707     8
CSI_1708     8
