# Generated by P. 15/05/2012.
# Proton energies (ch) where found from Brho runs (624-627,628)
# 5th camp calibration was simply corrected for a gain change looking at p
# in the Brho runs. Only the a1 parameter was modified.
# We expect it to work reasonably at least for light charged particles
# Paola, 17/08/2012, added rings 10-12 calibration
# MFR fevrier 2013 add camp5 calibrations for rings 13-17
# new values for rings 13-17 using elastic 12C (Tomasz Twarog sept. 2013)
# last comment line changed march 3 2014.
#
# 10/07/14 Rings 10-12 were wrong (mistake in accounting for the excitation of the first excited state in 12C). I corrected it. Also in all the rings I was not accounting for the beam energy loss in the target, now it is inside.
# 22/07/2014 Modify some modules of rings 12-15, that look different in Guilain's 
# pictures of July 16,   and all modules of rings 16-17 -  MFR
#
# Parameters for Z=1 particles, rings 4-17. exp. e494s and e503
#+-------------------------------------------------------------+
#| Couronne | Module  |   a1  |  a2   |   a3  |  a4  |  Chi2  | Nb |
#+-------------------------------------------------------------+
#
 4     1    11.1597   0.0001     6.00044   0.385  0.271992   27
 4     2    11.4224   0.0001     6.00536   0.385  0.367762   23
 4     3    11.0724   0.001868   6.00999   0.385  0.250053   16
 4     4    6.83836   0.207322   6.00325   0.385  0.388698   27
 4     5    6.69024   0.538671   6.00883   0.385  0.911382   22
 4     6    5.39336   0.370181   6.00999   0.385  0.640824   26
 4     7    9.1224    0.349643   6.00928   0.385  1.56151    20
 4     8    9.89048   0.451808   6.01      0.385  1.16355    15
 4     9    9.12176   0.268631   6.00736   0.385  0.738614   24
 4    10    10.789    0.300283   6         0.385  0.693208   23
 4    11    10.2238   0.538886   6.0016    0.385  0.675758   19
 4    12    8.69333   0.103106   6.00954   0.385  0.697062   26
 4    13    12.4243   0.157798   6.00675   0.385  0.494273   25
 4    14    5.25255   0.135166   6.00985   0.385  0.989728   29
 4    15    7.04988   0.171998   6.00565   0.385  0.486892   30
 4    16    15.7008   0.109481   6.00995   0.385  0.567845   28
 4    17    12.8687   0.054665   6.01      0.385  0.530264   31
 4    18    9.06154   0.148956   6         0.385  0.343386   28
 4    19    10.464    0.094101   6.00986   0.385  0.87651    29
 4    20    8.09548   0.146392   6.00677   0.385  0.939702   28
 4    21    11.9229   0.098025   6.00894   0.385  0.462011   29
 4    22    6.07528   0.176004   6.00735   0.385  0.604099   28
 4    23    12.3195   0.084994   6.00227   0.385  0.702151   28
 4    24    12.3125   0.070382   6.00074   0.385  0.47939    28
 5     1    16.9852   0.0001     6.00978   0.385  0.47178    26
 5     2    19.0979   0.0001     6.01      0.385  0.271534   22
 5     3    10.6614   0.149495   6.00531   0.385  0.578264   26
 5     4    7.40796   0.560997   6.00965   0.385  0.624847   21
 5     5    7.23263   0.515136   6.00979   0.385  0.750022   22
 5     6    14.0747   0.671746   6.00996   0.385  1.09759    21
 5     7    8.07479   0.542515   6.0015    0.385  0.663733   21
 5     8    11.5531   0.060546   6.00064   0.385  0.451462   14
 5     9    10.1384   0.296904   6         0.385  0.35467    21
 5    10    12.283    0.225797   6.00024   0.385  0.469609   21
 5    11    10.2115   0.328671   6         0.385  0.561669   20
 5    12    9.85811   0.222211   6.00781   0.385  0.370225   20
 5    13    9.21607   0.143446   6.01      0.385  0.416383   22
 5    14    6.80816   0.26876    6.0067    0.385  0.365848   24
 5    15    10.2017   0.123359   6.00736   0.385  0.209081   25
 5    16    8.76598   0.069052   6.0009    0.385  0.297393   25
 5    17    10.8568   0.301565   6.00833   0.385  0.392403   21
 5    18    11.7688   0.085497   6.00767   0.385  0.264557   24
 5    19    12.0771   0.074622   6.00696   0.385  0.282913   24
 5    20    12.5219   0.073162   6.00866   0.385  0.287569   25
 5    21    12.4142   0.00788    6.00511   0.385  0.173373   22
 5    22    10.359    0.042407   6.00592   0.385  0.422848   23
 5    23    13.5977   0.054908   6.00009   0.385  0.154146   24
 5    24    14.2324   0.047476   6.00096   0.385  0.308744   23
 6     1    24.6737   0.0001     6.01      0.385  0.269414   19
 6     2    19.6448   0.000163   6.01      0.385  0.250282   19
 6     3    38.7499   0.04256    6         0.385  0.311624   18
 6     4    24.3445   0.084849   6.00993   0.385  0.371704   18
 6     5    20.4087   0.246688   6.00424   0.385  0.201566   17
